minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759347;0;61;0;0;871;4594;822;5416;0
3;15893;56;27;27;506;3088;1362;4449;0
