minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;32;0;0;3660;17498;339;17837;0
87;1549;27;32;32;2118;10836;1079;11914;0
