:: heart-all-9d-pop-cccp-20210109110032
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;9;0.7756;0.0751;0.9032
Last:;9;0.7756;0.0751;0.9032

:: heart-all-9d-pop-cccp-20210109110032
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.7756;0.0751;0.9032
Last:;1%;0.7756;0.0751;0.9032

