minSup,numCands,numAlphUsed,numSetsUsed,numSets,countSum,dbSize,ctSize,totalSize,seconds
626,0,29,0,0,9580,45977,285,46262,0
607,1,29,0,0,9580,45977,285,46262,0
507,1,29,0,0,9580,45977,285,46262,0
407,6,29,0,0,9580,45977,285,46262,0
307,21,29,1,1,9214,44680,300,44980,0
207,37,28,4,4,8954,43830,337,44167,0
107,251,24,71,71,5939,33920,1504,35424,0
7,27737,23,154,154,3603,24635,4349,28984,1
