Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-8, 9, -13, 14], [-7, 6], [-6, -9], [-12, -4, 14]]","[[-14, 12, 7], [9, -6, -7], [4, 6, 7], [10, 11, 12, 14, -4, -1], [2, 4, 9, 13, -8], [1, 5, 11, -13, -6], [-5, -2, 6, -9], [1, 8, 13, -14, -2], [1, 5, 12, -13, -11, -8, -2], [2, 4, 8, 11, -13, -12, -10], [10, 2, -12, -3]]",0.999755859375,0.2794189453125,0.999755859375,0.999755859375,0.999755859375,0.9991270187690965,0.2796630859375,T+,T+,T+,0.9897673978024434,0.8994264039494632,107.11099227702587,782.4751960762777,72,78,72,78
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[8, -6, 4, -10], [2, 11, 13, -14, -1], [1, 2, 10, -7, -6], [4, 5, 9, 12, -14, -11, -7, -6], [2, 10, 12, -11, -5, -3, -1], [1, -5, 4, 6], [2, 4]]",1.0,0.09912109375,1.0,1.0,1.0,1.0,0.09912109375,T+,T+,T+,0.9963968885761382,0.9241815820610179,55.88127676850223,588.1457407692078,58,92,58,92
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[9], [-8]]","[[2, 4, 7, 12, 13, -14, -9, -6, -5, -3, -1], [5, 6, 7, 10, 13, -14, -12, -2, -4, -3, -1], [1, 10, 13, -9, -3], [8, -7, 11], [1, 2, 14, -7, -6, -4], [2, 7, 10, -14, -13, -12, -11, -6, -1], [1, 5, 6, 8, -14, -13, -11], [8, 12, 14, -10, -2], [8, -9]]",1.0,0.1051025390625,1.0,1.0,1.0,1.0,0.1051025390625,T+,T+,T+,0.996430712655606,0.9186570969883187,51.55934867361487,636.9804253128973,54,96,54,96
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[-8, 12, 4, -3], [3, 4, 5, 9, 10, 14, -2], [10, -12, -1, -8, -6, -5, -2], [1, 4, 6, 10, -3], [1, 2, 3, -11, -7, -5, -4], [3, 5, 7, 9, -14, -12, -11], [2, 5, -9, -7, -6, -3], [3, 9, 11, -5, -2], [-8, -14], [-8, 9]]",0.9979248046875,0.0762939453125,0.9979248046875,0.9979248046875,0.9979248046875,1.0,0.07421875,T+,T+,T+,0.995812329575589,0.9411818099074778,64.75164148808562,501.0870156193446,66,84,66,84
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[6, 7, 10, -14, -13, -12, -2, -9, -8, -3, -1], [2, 4, -3], [-14, 3, 4, 6], [3, 7, -12, -11, -10, -9, -8], [1, 4, 5, 10, 14], [3, 10, -13, -12, -8, -6], [6, 8, 10, 11, -5, -3], [3, 8, 9, 12, -13, -10, -1], [2, 9, 12, 13, -8, -5], [8, 11, -14, -12, -1], [3, 4, 12, 13, 14, -9, -1], [1, 11, 12, -13, -7, -5], [1, 8, -12, -9, -7], [4, -10]]",0.99609375,0.153564453125,0.153564453125,0.99609375,0.99609375,0.988835725677831,0.153076171875,T-,T+,T+,0.9952281490475171,0.9303400728676299,37.23579600268731,543.5716375242939,87,63,87,63
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-7, -6, -5, 13], [2, 3, 4, -7, -6], [-14, -6, 13, -2], [1, 7, 11, 14, -13, -12, -10, -9, -3], [-8, 9]]","[[2, 3, 5, 9, 14, -13, -12, -11, -10, -7, -1], [5, 7, 9, 11, 13, -14, -12, -10, -6, -3], [2, -14, -9], [-6, 3, 12, 5], [-3, -1, 6], [7, -13, -6, -4, -3, -2], [8, 9, 3, 6], [8, 1, -6, 7], [-7, -5, -4, -9], [8, 11, -14, -5, -4], [3, 4, 11, -12, -1, -9, -8, -2], [1, 8, 14, -12, -9, -6, -3, -2], [3, 7, 10, 12, 14, -5], [-8, 1, 6, -9]]",0.903076171875,0.348388671875,0.348388671875,0.903076171875,0.903076171875,0.8772893772893773,0.333251953125,T-,T+,T+,0.9743620365080962,0.8554923564681068,201.37056742605643,1135.0194091901594,91,59,91,59
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[8, -7, 10, 3], [3, -14, -12, -11, -8, -7, -4], [2], [9]]","[[1, 3, 5, 6, 8, 10, 12, 13, -14, -11, -4], [6, 8, 10, 11, 12, 14, -5], [7, 8, 13, -9, -6, -5, -4], [3, 6, 8, -12, -9], [1, 12, -10, -9, -5, -4], [4, 13, -2, 14], [3, 5, 11, -13, -6, -1], [1, -10, -6, -4, -3], [2, -12, -8, -7, 10, -5], [-2, -9]]",0.9833984375,0.1202392578125,0.9833984375,0.9833984375,0.9833984375,0.8985915492957747,0.1300048828125,T+,T+,T+,0.9736491427135586,0.9097071641015267,240.853506245411,703.0739650055297,48,102,48,102
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[-11, -10, 7], [6, 9, 12, -13, -5], [2, 13, -9], [4, 5, 14], [-7, -6, -5, -12], [8, -12, -3, 7], [-5, -4, -2, -9], [-14, 12], [-7, -4], [1], [-8]]",0.998291015625,0.061279296875,0.061279296875,0.998291015625,0.998291015625,0.9899598393574297,0.060791015625,T-,T+,T+,0.9953364446945897,0.9734641688847867,36.40244587209676,207.1314893000247,145,5,145,5
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,0,150,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[11, 13, -2], [1, 13, 14, -11, -10, -3], [13, -9], [10, 3], [-10, -1]]","[[5, 6, 11, 12, -2, -9, -7, -4, -3, -1], [1, -7, 9], [1, 2, 7, 10, -8, -5, -4, -3], [6, 14, -13, -12, -11, -7, -4, -3], [1, 6, -14, -7, -5], [8, 11, 12, -13, -10, -6, -4], [7, 9, 13, -11, -6, -2], [5, 10, -1, -4, -2], [5, 6, 7, 8, -12, -11, -2], [2, -11, -9, -8, -7, -4, -3], [2, 3, 4, 8, -10, -6], [8, 9, 2, 7]]",0.982421875,0.32763671875,0.982421875,0.982421875,0.982421875,0.9655425219941349,0.3330078125,T+,T+,T+,0.9513974110446455,0.8860585303212036,476.75053556170803,894.4376990790124,57,93,57,93
