Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-12, -4, 14], [-8, 9, -13, 14], [-7, 6], [-6, -9]]","[[9, -14, 7], [-9, 6, 7], [9, -6, 4, -7], [9, 4, 14, 7], [9, 12, -4, 14], [9, -14, -7, -6, -4]]",0.999755859375,0.066650390625,0.999755859375,0.999755859375,0.999755859375,1.0,0.06640625,T+,T+,T+,0.996328598039047,0.9326174921203212,98.32963256350119,1461.1268679717223,178,222,173,221
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[2, 4]]",1.0,0.0,1.0,0.0,0.0,nan,0.0,T+,T-,T-,0.9987110170439936,0.9989376474980252,27.950393783825064,23.036123657850943,112,288,109,285
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8, -9], [9]]","[[8, -9]]",1.0,0.0,1.0,0.0,0.0,nan,0.0,T+,T-,T-,0.998494247765919,0.9989376474980252,32.650833501966154,23.036123657850943,84,316,84,313
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[1, 2, 7, -13, -9, -8, -6, -3], [14, -9], [8]]","[[-8, 9], [-8, -14]]",0.9979248046875,0.0020751953125,0.9979248046875,0.9979248046875,0.9979248046875,0.5,0.001953125,T+,T+,T+,0.9966538106618114,0.9927885552423471,72.55899641014322,156.3734569083653,143,257,142,254
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [6, 7, 12, 13, 14, -1, -8, -3, -2], [-4]]","[[10, 2, 4], [10, 11, 4, -2], [4, -10]]",0.995849609375,0.00390625,0.995849609375,0.995849609375,0.995849609375,0.3333333333333333,0.000732421875,T+,T+,T+,0.9962770397955345,0.9914883417548199,80.72892141158553,184.56737429887627,172,228,171,225
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-7, -6, 2, 4], [1, 12, 14, -9, -8, -3, -2], [-8, 9], [-6, -5, 13], [1, 6, -9, -8, -2, -4, 14]]","[[2, 6, -9], [8, 11, -2, -13], [5, -6, -3, -9], [-1, -2, 6, -9], [8, -6, 14, -1], [-14, -13, -9, -6, -5], [1, 3, 11, 12, -14, -13], [10, 14, -13, -12, -9, -8, -6], [2, 10, 11, 12, 13, 14, -9, -8, -7, -4, -1], [-11, -6, 3, 5], [8, 5], [8, 6]]",0.986083984375,0.12701416015625,0.12701416015625,0.986083984375,0.986083984375,0.9478008699855003,0.12628173828125,T-,T+,T+,0.9936904290334484,0.9097859561117995,136.81716449415632,1991.2554417631,230,170,230,167
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[3, 10, -14, -13, -9, -7, -5, -4], [9], [2]]","[[-2, -9]]",0.994140625,0.0078125,0.994140625,0.994140625,0.994140625,1.0,0.001953125,T+,T+,T+,0.9968705799398859,0.985826980601365,67.85855669200214,307.3287132709285,88,312,87,308
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[4, -11, 7], [11, -1], [-3], [8, -4, -1], [-8], [1]]",0.998291015625,0.0400390625,0.0400390625,0.998291015625,0.998291015625,0.990625,0.0390625,T-,T+,T+,0.9983212353768971,0.9676925057883918,36.40244587209676,700.5578942492556,388,12,381,12
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,397,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[4, 6, 10, -11, -8, -1], [12, -11, -10, -5, -4, -3], [10, 11, 12, 14, -1], [10, 3], [-10, -1], [1, -10, 9, 11, -7, -2], [13, -9]]","[[2, 5, 6, 7, 8, 10, 14, -13, -12, -11, -9, -4, -3, -1], [1, -13, -3], [3, 1, -13, -10], [9, 10, -3], [1, 13, 9, -10], [4, 10, -13, -9, -7, -3, -1]]",0.94140625,0.06732177734375,0.94140625,0.94140625,0.94140625,0.5798882681564246,0.05462646484375,T+,T+,T+,0.976350966953415,0.9633316169179399,570.0644023469101,795.1197040921594,138,262,135,261
