Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Litrals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-12, -4, 14], [5, 9, 10, 14, -13, -11], [3, -13, -12, -2, -1], [-6, -9], [1, 3, 7, 10, 12, 14, -6, -4], [-8, 9, -13, -10], [-7, 6]]","[[10, -3, 7], [9, 4, -10], [3, 8, 10, 12, -4, -2], [1, -14, -6, 9], [6, 12, 13, -11, -8], [2, -13, -12, 4], [1, 5, 8, 11, -12, -2], [1, 2, 8, -10, -5], [3, 5, 7, 10, -8], [3, 8, 9, -5, -1], [2, 5, 6, 8, 13, -12, -3], [-11, -10, -8, -7, -6, -4, -2], [10, 12, -13, -7, -3], [1, 11, 13, -14, -12, -10, -7, -4, -2], [-5, 7, 6, -9]]",0.94970703125,0.332763671875,0.332763671875,0.94970703125,0.94970703125,0.9146953405017921,0.340576171875,T-,T+,T+,0.9616427012860894,0.8654283323114363,397.41209502297863,1394.2694136449468,101,99,101,99
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-4], [-2]]","[[1, 4, 7, 11, -10, -9, -5], [1, 2, 3, 11, -9, -7, -6], [2, 6, -14, -13, -3, -1], [4, 5, 7, 8, -13, -10], [2, 11, 13, -14, -10, -1], [1, 4, 11, 13, -6], [9, -5, 4, -3], [2, 4], [1, 2, 8, 10, 14, -12, -11, -9, -6, -4, -3], [-7, 4, 5]]",1.0,0.13427734375,1.0,1.0,1.0,1.0,0.13427734375,T+,T+,T+,0.9973040743440473,0.9387825815152266,60.05120176994454,634.6803181684966,67,133,67,133
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8], [9]]","[[1, 4, 6, 10, 11, 13, 14, -12, -7, -5, -3, -2], [1, 6, -13, -12, -11, -9], [3, 8, 11, 14, -10, -7], [4, 5, -10, -9, -6], [5, 7, 10, -14, -12, -3, -1], [3, 12, -11, -6, -5, -4], [8, 10, 13, -11, -7], [2, 6, 7, 11, 12], [8, -9]]",1.0,0.08758544921875,1.0,1.0,1.0,1.0,0.08758544921875,T+,T+,T+,0.9973167168522296,0.9453271971815299,27.950393783825064,569.4987386297379,53,147,53,147
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[4, 7, 10, 13, -12, -11, -2, -9, -6, -5, -1], [-8, 9, -6], [1, 2, 7, 10, -14, -9], [2, 4, 7, 13, -11, -8, -3], [-8, -7, -11, 5], [-8, -5, -4, -3, -1], [3, 13, -11, -10, -2], [2, 11, 13, -8, -7], [1, 7, 9, -11, -4], [9, 11, 12, -13, -6, -5], [2, 3, -10, -6, -1], [-8, -14, 6], [-12, 5, -9, 8, -7, -4]]",0.9979248046875,0.194580078125,0.9979248046875,0.9979248046875,0.9979248046875,0.9971626733921816,0.193603515625,T+,T+,T+,0.9858529034933843,0.9206832930874113,175.60390017490138,827.9393172936354,87,113,87,113
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[3, 4, 8, 10, -11, -2], [5, 8, 10, -12, -6, -3], [4, 9, 13, 14, -1, -8, -2], [-4]]","[[6, 8, 10, 11, 12, 14, -5], [10, -6, -13, 12], [-8, -6, -12, 7], [8, -7, -13, -12], [-8, 5, 6, 7], [5, 7, 9, 11, 13, -6], [3, 5, 14, -11, -10, -7], [3, 11, 14, -5, -2], [3, 6, 8, -12, -10, -9, -5], [1, 2, 8, 9, -13], [10, -12, -11, -1], [4]]",0.9453125,0.253173828125,0.9453125,0.9453125,0.9453125,0.9552071668533034,0.218017578125,T+,T+,T+,0.9825503617512505,0.8293646011502664,181.76145316546948,1777.3971938140096,96,104,96,104
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[2, 10, 11, 12, -6], [2, 4, 5, -10, -7, -6], [1, 2, 7, 11, 14, -12, -10, -8], [3, 6, 10, 14, -13, -8], [-6, -5, 13], [-8, 9]]","[[8, 4, 7], [2, 6, 8, -4, -1], [-1, 6, -2], [2, 4, 7, -9, -8], [8, 9, 1], [2, 5, -14, -9, -6, -1], [2, 8, -7, -5, -1], [1, 2, 6, -13, -3], [-13, -12, -9, -6, -5], [9, 5, -1, -10], [1, 2, 3, 7, 10, 11, -5], [11, 12, -10, -7, -4, -2], [10, -9, -2, 7], [4, -12, -11, 7, -8, -6, -2], [3, 5, -7, 13, 14], [1, -4, -9], [4, 5, 6, -8, -7, 11]]",0.94287109375,0.2818603515625,0.2818603515625,0.94287109375,0.94287109375,0.900391474554154,0.2806396484375,T-,T+,T+,0.9670543686531072,0.8983106210320811,341.8108851424395,1090.0385789495472,139,61,139,61
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[9], [2]]","[[12, 14, -13, -11, -2, -8, -7, -6, -3, -1], [8, 12, -11, -6, -5, -4, -3], [6, 8, 11, -13, -10], [1, 5, 11, -8, -7, -2], [1, 4, 6, 11, 14, -5, -2], [5, 6, 7, 8, -4, -2], [2, 3, 5, 6, 7, 11, 13, -12, -10, -8], [-2, -9], [-14, -6, -12, 2, 10, -3]]",0.9921875,0.072265625,0.9921875,0.9921875,0.9921875,1.0,0.064453125,T+,T+,T+,0.9808113530968989,0.959863763314616,259.5835339361491,419.11250322402674,61,139,61,139
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 5, 6, 8, 9, -13, -1, -2]]","[[-9], [9]]",0.970947265625,0.032958984375,0.032958984375,0.970947265625,0.970947265625,1.0,0.00390625,T-,T+,T+,0.9953709056867848,0.9859372927112269,48.37972579559668,208.01856087071246,198,2,198,2
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,0,200,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[8, -4, 5], [7, 13, -9], [9, -6, 13, -1], [6, 9, 13, -10, -3], [1, 11, 13, -5, -4, -2], [-7, -11, -9], [10, 3], [-10, -1]]","[[1, -13, -3, 7], [1, 5, -12, -7, -6], [6, 9, 14, -10, -8], [1, 10, -9, -8, -3, -2], [4, 8, -12, -11, -6, -1], [10, -1, -5, -4, -2], [2, 9, -14, -10, -6], [3, 14, -13, -7, -6, -5, -4], [2, 4, 12, -11, -9, -3], [6, 8, 13, -14, -3], [3, 11, -14, -10, -9], [1, 3, 5, 6, 7, 9, -14, -8, -4], [-13, 12, -11, 14], [9, 10, -3], [1, -11, -10, -5, 12, 13]]",0.864990234375,0.3023681640625,0.864990234375,0.3023681640625,0.3023681640625,0.7560702278670153,0.3267822265625,T+,T-,T-,0.891395373164027,0.9001203035505421,1163.3746831471221,1041.2458765864053,79,121,79,121
