minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759353;0;65;0;0;1248;6882;869;7751;0
3;31389;59;39;39;648;4127;1860;5987;0
