:: hepatitis-all-39d-pop-cccp-20210117093532
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;39;0.8323;0.0896;0.9375
Last:;39;0.8323;0.0896;0.9375

:: hepatitis-all-39d-pop-cccp-20210117093532
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.8323;0.0896;0.9375
Last:;1%;0.8323;0.0896;0.9375

