:: pima-all-1d-pop-cccp-20210117093833
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;1;0.7109;0.0185;0.7403
Last:;1;0.7109;0.0185;0.7403

:: pima-all-1d-pop-cccp-20210117093833
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.7109;0.0185;0.7403
Last:;1%;0.7109;0.0185;0.7403

