minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;80;0;0;1994;11283;1148;12431;0
23;1361;78;24;24;1318;8318;1668;9986;0
