:: pima-all-1d-pop-cccp-20210117093833
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;1;0.7704;0.0106;0.7879
Last:;1;0.7704;0.0106;0.7879

:: pima-all-1d-pop-cccp-20210117093833
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.7704;0.0106;0.7879
Last:;1%;0.7704;0.0106;0.7879

