minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;32;0;0;3572;17093;339;17433;0
87;1296;28;29;29;2094;10766;1059;11825;0
