Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4,16,0.8,3,4.333333333333333,"[[2, -4], [-2]]","[[2, 4]]",1.0,0.0,1.0,0.0,nan,0.0,T+,T-,0.998494247765919,0.9989376474980252,99,301,96,298
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",4,16,0.8,3,4,"[[10, 4, -11, -2], [5, 6, 10, 13, 14, -1, -8, -7, -2], [-4]]","[[1, 2, 4], [-11, 4, -12, -1], [4, 5, 6, 14, -11, -7], [4, -11, -10, -2], [11, 4]]",1.0,0.25,1.0,1.0,1.0,0.25,T+,T+,0.9960713850418177,0.9687605321289536,179,221,177,219
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",10,16,0.6153846153846154,2,7,"[[5, 8, 9, 10, 13, -14, -12, -11, -2, -7, -6, -4, -3, -1], [3, 6, 8, -13, -1]]","[[-8, -9], [9, 2, 3, 12], [-6, 3, -11, -13], [-11, 3, 13], [1, 12, -11, 6], [-11, -3], [5], [11]]",0.9375,0.375,0.375,0.9375,1.0,0.3125,T-,T+,0.9957778655000453,0.9626617455797479,381,19,377,19
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",13,3,0.8125,2,10.5,"[[1, 2, 3, 7, 10, 12, -14, -13, -11, -9, -6, -5, -4]]","[[8], [-8]]",0.875,0.1875,0.1875,0.875,1.0,0.0625,T-,T+,0.9971005634397964,0.9932220937984962,398,2,390,2
"[[6, -4, -14, -11, 8, 5, -3, 2, 1, -9, 10], [-12, 4, 13, 3, 14, -7, -6, 5, -9, 2, 10, -1, 11], [-7, -12, 4, 6, -5, -14, 1, -2, 8, 3], [1, 12, 11, -3, 6, 14, -8, 10, -9], [8, -7, -3, -6], [-7, -1, 14, -5, 9, -10, -8]]",3,16,0.8421052631578947,6,9,"[[8, -7, -6, -3], [9, 14, -10, -1, -8, -7, -5, -2]]","[[8, -3, 6], [-6, 7], [-8], [3]]",0.8125,0.8125,0.8125,0.8125,1.0,0.625,T-,T+,0.9966916138517521,0.9639666660678265,368,32,365,32
"[[-11, -5, -7, -14, -3, -10, -12, -8, -9, -13, 1, 4, -6], [2, 9], [-5, 6, -12, -14, 11, -9, 8, 2, 4, 10, 7, -1, 3], [-1, -9, 2, 13, 6, -14, -12, 11, -4]]",7,16,0.6956521739130435,4,9.25,"[[9, 2]]","[[-2], [-9]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.9989376474980252,0.9987110170439936,319,81,315,81
"[[-3, -1, 6, -10, -4, 13, 7, -12, -9, 14, 11, -8], [7, 3, 1, 8, -5, -4, 14, 12], [12, -14, -8, 13, 2, 1, -7, 11, -3], [-5, 1, -13, -7, 6, 3, 9, 2, 11, 10, -14, 8, -4]]",10,6,0.625,4,10.5,"[[1, 3, 6, 7, 8, 10, 12, 14, -13, -11, -5, -4]]","[[-12, 6], [2, 4], [-14, -5], [-8, 6], [8, 5, 6], [-6], [-3]]",0.75,0.375,0.375,0.75,1.0,0.125,T-,T+,0.9971927970566803,0.9952507887279382,398,2,396,2
"[[-2, -9, 1, 3, 7, -12, -10, 6, -4, -8, 13], [6, -13, 8, 11, -9, 1, -4, 3, 2, -5, 7], [10, 7, 8, -2, -11, 13, -3], [-5, -12, -6, -11, 2, -7, -14, 10, -3, -8, -13, -4], [11, -3], [12, -9, 2, -11, -4, 13, 14, 3, -6, 5, 8], [4, -3, 9, -12, -2, 11, 13, 1, 6, -10, -14, 8, 7], [-1, 8, 10, -2, 5, -9, -13, 12]]",3,16,0.8421052631578947,8,9.375,"[[5, 7, 8, 10, 12, 14, -9, -4, -2], [11, -3]]","[[3], [-11]]",0.8125,0.8125,0.8125,0.8125,1.0,0.625,T-,T+,0.9969433854139107,0.9906672218727338,305,95,301,94
"[[-9, -4, -1, 12, 7, 14, 8, -6, 10, 11], [-6, -9, -14, 2, 11, 5, -7, -10], [-6, 5, 7, -10, -3, -2, 12, 11, -13, 4, 9, -8, -14], [8, 4, -2, -11, -7, 10]]",2,16,0.8888888888888888,4,9.25,"[[1, 2, 4, 5, 11, 12, 13, -14, -10, -9, -8, -7, -6, -3], [4, 8, 10, -11, -7, -2]]","[[-8], [8]]",0.4375,0.875,0.875,0.4375,1.0,0.3125,T-,T+,0.9955855618675364,0.9830758493702993,394,6,388,6
"[[7, 13, 8, 4, -14, 11, -5, -9, 10], [-11, -14, 2, -1, 3, 6, 13, -10, -5]]",7,16,0.6956521739130435,2,9,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,397,0
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",3,13,0.8125,7,9.142857142857142,"[[1, 2, 3, 4, 11, 12, 14, -13, -10, -9, -8, -7, -6, -5], [4, 7, 10, 12, 13, -14, -11, -9, -8, -5, -2], [2, 4, 7, -13, -12, -1], [2, 5, -14, -7, -6]]","[[9, -12, -7], [6, 7, 9, -12, -10], [7, -12, -9, -6, -1], [2, -5, 12], [-14, -12, -9], [-2], [5], [1]]",0.9375,0.8125,0.8125,0.9375,1.0,0.75,T-,T+,0.9920231715051773,0.9449392057591005,377,23,374,23
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]",8,16,0.6666666666666666,3,5,"[[11, 1, -14, 3], [3, 4, 10, -14, -13, -11, -9, -5], [1, 3, 12, -14, -11, -6, -2], [1, 3, 13, -11, -7, -5]]","[[9, 10, 14], [-5, -10, 6], [1, -6, -5, -4], [1, 6, 7], [-5, 7, -9], [-3, -11], [-1], [-8, 9, -10], [5, -9]]",0.875,0.5,0.5,0.875,1.0,0.375,T-,T+,0.9578512964928229,0.9367598278084666,370,30,363,30
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]",7,9,0.5625,4,6.75,"[[-8, 11, -12, -3], [2, -11, -7, -5, -4, -3], [-13, -3, -10, -9]]","[[8, 9, -3], [8, 10, -3, -9], [-8, 12, -3], [10, -13, -12, -11, -8, -3], [8, 13, -10, -9, -3], [4, -12, -11, -8, -5, -3], [3]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.9959628944929634,0.9689912116884744,351,49,345,49
"[[-14, -12, 8, -7, 10, -6, 13, 5, -3, 2, 1], [2, -1, -10, 6, -13, -11, -3, 8, -7], [-11, -13, 12, 3, 1, -8], [-4, -1, -12, -8, -10, -3, 11, 9], [-4, -14, 5, 13, -9], [11, -3, 6, -4, -13, -5, -10, 9, 12, 7], [5, -9, -4, 6, -7, 11, -1]]",4,16,0.8,7,8,"[[2, 3, 5, 6, 8, 11, 12, 14, -13, -10, -9, -7, -4, -1], [5, 13, -14, -9, -4], [1, 3, 12, -13, -11, -8], [9, 11, -14, -12, -10, -8, -4, -3, -1]]","[[8, -5], [-7, -14, -2], [2, -9], [9, 5], [8, -10], [-8, 7], [14]]",0.875,0.75,0.75,0.875,1.0,0.625,T-,T+,0.9923147186521132,0.944289207709318,376,24,372,24
"[[-2, -5, -8, 6, 7, -9, -1, 3, 4, -11, 14, 10], [11, 8, 12, -14, 3, 1, 4, 2, -7], [-3, -10, -4, 9, -13, -11, 7, -5, -12], [11, -1, -4, 8, 12, -9, -10, -7, -13, 2, 5, 14]]",9,16,0.64,4,10.5,"[[1, 2, 3, 4, 8, 9, 10, 11, 12, 13, -14, -7, -6, -5]]","[[12], [-12]]",0.625,0.4375,0.4375,0.625,1.0,0.0625,T-,T+,0.9970544466313545,0.9957654636753478,399,1,393,1
