Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[2, 4, 3], [-4]]",6,10,0.625,2,2,"[[2, 3], [-4]]","[[1, 3], [-1], [-3]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9951580768443526,0.9215639838623612,174,226,34,29
"[[-2], [3]]",4,12,0.75,2,1,"[[-2], [3]]","[[1], [-1]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.9947127675470399,0.9577149500844582,102,298,10,14
"[[-1], [3, -4], [-3, -1, -2]]",6,10,0.625,3,2,"[[3, -4], [-1]]","[[2], [-2]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9951995363102155,0.9206455804310704,175,225,33,31
"[[2, -1, 4], [1, -4, -3]]",12,4,0.75,2,3,"[[2, 4, -1], [1, -4, -3]]","[[-4], [4]]",1.0,0.25,0.25,1.0,1.0,0.25,T-,T+,0.9935744049327605,0.9781800761437481,330,70,54,6
"[[-1], [-4, 3, -2]]",7,9,0.5625,2,2,"[[3, -4, -2], [-1]]","[[4, -2], [-4], [2]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946902203392319,0.9267944183403337,183,217,34,27
"[[1], [-4], [-1, 2, -3]]",3,13,0.8125,3,1.6666666666666667,"[[2, -3], [1], [-4]]","[[-3, -2], [3], [-1]]",1.0,0.6875,1.0,1.0,1.0,0.6875,T+,T+,0.9936448584865898,0.9262034840416188,97,303,20,38
"[[3, 1, 2], [-2, 1], [-1, 3]]",6,10,0.625,3,2.3333333333333335,"[[1, -2], [3]]","[[1], [-1]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9939105512755807,0.9645202744514201,180,220,15,11
"[[1, -3, -4], [2]]",7,9,0.5625,2,2,"[[1, -4, -3], [2]]","[[-4, -3, -1], [4], [1], [3]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946808547491308,0.9285383584141934,203,197,40,25
"[[-3, 4], [3]]",4,12,0.75,2,1.5,"[[4], [3]]","[[-1], [1, -2], [-4], [-3]]",1.0,0.6875,1.0,1.0,1.0,0.6875,T+,T+,0.9958196641116263,0.9211077152202742,119,281,23,36
"[[-3, 1], [-3, -1, -2], [-2, 1]]",8,8,0.5,3,2.3333333333333335,"[[-3, -2], [1, -3], [1, -2]]",[[]],1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9905383773673556,0.9766713188990882,233,167,17,7
"[[1, -4, 3], [-4, -3], [3, -1]]",6,10,0.625,3,2.3333333333333335,"[[3, -1], [-4]]","[[-2], [2]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9951547831024783,0.9249481887868578,177,223,35,28
"[[4, -1], [4, -1]]",12,4,0.75,2,2,"[[4, -1]]","[[2, -3], [-2], [3]]",1.0,0.25,0.25,1.0,1.0,0.25,T-,T+,0.9966588980028138,0.9691589878983565,326,74,49,9
"[[1], [-2, 3, 4]]",7,9,0.5625,2,2,"[[3, 4, -2], [1]]","[[-4], [4]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946735365664703,0.9287406909386577,188,212,38,27
"[[4], [-2, 4, -3]]",8,8,0.5,2,2,[[4]],"[[1, 2], [-1], [-2]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9973048126039851,0.9321784362632147,225,175,37,25
"[[-4], [2], [3, -4, 1]]",4,12,0.75,3,1.6666666666666667,"[[2], [-4]]",[[]],1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.9958370287981909,0.9090457537625589,128,272,21,36
"[[4], [1], [1, -4, -2]]",4,12,0.75,3,1.6666666666666667,"[[1], [4]]","[[-2, -1], [3, -2], [2], [-4]]",1.0,0.6875,1.0,1.0,1.0,0.6875,T+,T+,0.9958247863917403,0.912565149215513,122,278,21,40
"[[3], [2, -3, 1], [-1, -3]]",2,14,0.875,3,2,"[[-1], [3], [2]]","[[-2], [1], [-3]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.9926903390945833,0.9592761415416956,62,338,7,19
"[[-4], [-2, 3]]",6,10,0.625,2,1.5,"[[3, -2], [-4]]","[[2], [-2]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9951253954711451,0.9225870720130903,186,214,35,29
"[[-4, -3], [-4, 2]]",10,6,0.625,2,2,"[[-4, -3], [2, -4]]","[[4], [-4]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.9945242684177541,0.958588129180794,288,112,50,14
"[[-1, 2, -3], [4, 3]]",10,6,0.625,2,2.5,"[[3, 4], [2, -3, -1]]","[[4], [-4]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.9940844798784302,0.9613444195207308,261,139,45,13
"[[1, -2], [2], [-4, -1]]",2,14,0.875,3,1.6666666666666667,"[[-4], [1], [2]]","[[-2, -1], [4]]",1.0,0.5,1.0,1.0,1.0,0.5,T+,T+,0.9942982806803526,0.9505949575000964,74,326,14,47
"[[4, -1, -2], [3, -4, 1]]",12,4,0.75,2,3,"[[1, 3, -4], [4, -1, -2]]","[[2], [-2]]",1.0,0.25,0.25,1.0,1.0,0.25,T-,T+,0.9935331800745538,0.9780400854879969,337,63,56,6
"[[3, 2], [-4, 1, 2], [2]]",8,8,0.5,3,2,[[2]],"[[-4], [4]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972844182644822,0.9376240737221092,231,169,38,23
"[[-4, -2], [-2, -3], [-2]]",8,8,0.5,3,1.6666666666666667,[[-2]],"[[4], [-4]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972800114281595,0.9375228502921573,226,174,42,23
"[[-1, 3], [-3, -4, 1]]",10,6,0.625,2,2.5,"[[3, -1], [1, -4, -3]]","[[3], [-3]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.9940205448178959,0.9676980535912169,291,109,55,10
"[[-4, -1], [4, -3, 2], [1, 4]]",7,9,0.5625,3,2.3333333333333335,"[[-4, -1], [2, -3, -1], [1, 4]]","[[4], [-4]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9918432067530798,0.9414657191096536,219,181,42,21
"[[-1, -4, -3], [2, -4], [-1, -2, 3]]",9,7,0.5625,3,2.6666666666666665,"[[-4, -1], [2, -4], [3, -1, -2]]","[[-2], [2]]",1.0,0.4375,0.4375,1.0,1.0,0.4375,T-,T+,0.9919193494415842,0.9520191819231547,241,159,41,17
"[[3], [3, -1, 4]]",8,8,0.5,2,2,[[3]],"[[-1], [1]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972892003635243,0.9396253713494019,205,195,40,22
"[[-4, 2], [1, -4], [-4]]",8,8,0.5,3,1.6666666666666667,[[-4]],"[[1, 3], [-3], [-1]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972844182644822,0.9323012394715214,211,189,37,25
"[[1, 4], [-4], [-4]]",4,12,0.75,3,1.3333333333333333,"[[-4], [1]]","[[4], [2], [-1]]",1.0,0.625,1.0,1.0,1.0,0.625,T+,T+,0.9958118696117819,0.9285052715805043,114,286,24,39
"[[4, 1, -3], [-3, 2], [2, 3]]",7,9,0.5625,3,2.3333333333333335,"[[1, 4, -3], [2]]","[[1], [-1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9947011703537926,0.9328756962605625,187,213,38,25
"[[3, -2, -1], [4], [-1, 3]]",6,10,0.625,3,2,"[[3, -1], [4]]","[[2], [-2]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9952089132642225,0.9239134066650297,177,223,32,29
"[[-4], [3]]",4,12,0.75,2,1,"[[3], [-4]]","[[1], [-1]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.9958098095160706,0.906237555113325,133,267,23,36
"[[2], [3, 1], [-2, 1, -3]]",4,12,0.75,3,2,"[[2], [1]]","[[3], [-3]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.9947031939497731,0.9560687689968405,120,280,10,15
"[[4], [1]]",4,12,0.75,2,1,"[[4], [1]]","[[-2], [2]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.9957963693352353,0.9026558183401503,111,289,25,38
"[[-2, -1], [-3, -4]]",9,7,0.5625,2,2,"[[-1, -2], [-4, -3]]","[[2], [-2]]",1.0,0.4375,0.4375,1.0,1.0,0.4375,T-,T+,0.9945541395856057,0.9518877522734647,268,132,45,17
"[[1, 3, -2], [-2, -3, -4]]",12,4,0.75,2,3,"[[-4, -3, -2], [1, 3, -2]]","[[4], [-4]]",1.0,0.25,0.25,1.0,1.0,0.25,T-,T+,0.9935265190875704,0.975535815700158,327,73,61,7
"[[2, 3], [-3, 2]]",8,8,0.5,2,2,[[2]],"[[-3], [3]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9965877886476161,0.9700466045178167,206,194,16,9
"[[-2, -4, 3], [2, -4], [2]]",6,10,0.625,3,2,"[[3, -4], [2]]","[[-1], [1]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9951597669221386,0.9212413231907304,167,233,36,30
"[[1, 4, -3], [1], [4, 1, 3]]",8,8,0.5,3,2.3333333333333335,[[1]],"[[3], [-3]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972888108442793,0.9345808428397057,211,189,36,25
"[[4, 2, -1], [4, 1, 3], [2]]",7,9,0.5625,3,2.3333333333333335,"[[1, 3, 4], [2]]","[[3, -4], [4, -1], [-3], [1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946816200838544,0.9284047575038338,194,206,35,25
"[[-2], [-2]]",8,8,0.5,2,1,[[-2]],[[]],1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9954397361764636,0.9855336188305913,227,173,6,3
"[[-1, -3, 2], [-4, -1], [1, 2]]",7,9,0.5625,3,2.3333333333333335,"[[-4, -1], [1, 2], [2, -3]]","[[1, -3], [3], [-1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9923692819986324,0.9309879844748502,210,190,41,25
"[[3, -1, -2], [-3]]",6,10,0.625,2,2,"[[-1, -2], [-3]]",[[]],1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9939491453821372,0.9675673812098289,177,223,15,11
"[[-4, 1, 2], [4], [1]]",4,12,0.75,3,1.6666666666666667,"[[4], [1]]","[[2, 3], [-4], [-1]]",1.0,0.5625,1.0,1.0,1.0,0.5625,T+,T+,0.9958135007608196,0.941460548402059,119,281,24,38
"[[-3, -4], [3, -2, 4]]",10,6,0.625,2,2.5,"[[-4, -3], [3, 4, -2]]","[[4], [-4]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.9940551780969092,0.9654713419046989,283,117,51,11
"[[3, -1, 4], [-2]]",7,9,0.5625,2,2,"[[3, 4, -1], [-2]]","[[-1], [1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946816200838544,0.9326280381275156,199,201,38,25
"[[3, 2], [-2, -1], [-2, -4]]",6,10,0.625,3,2,"[[-1, -2], [2, 3], [-4, -2]]","[[-4, -1], [1, -2], [2], [4]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.9923834834739355,0.9235836671574431,172,228,35,27
"[[3, -4, 1], [2], [-2, -3, -1]]",5,11,0.6875,3,2.3333333333333335,"[[-3, -1], [1, 3, -4], [2]]","[[3], [-3]]",1.0,0.6875,0.6875,1.0,1.0,0.6875,T-,T+,0.9925551722431064,0.9230948074721107,157,243,30,29
"[[3, 2], [-3, 2, -4], [-1]]",5,11,0.6875,3,2,"[[2, -4], [2, 3], [-1]]","[[4, -3], [1], [-2], [-4]]",1.0,0.625,1.0,1.0,1.0,0.625,T+,T+,0.9930321327399478,0.9291156835756897,147,253,27,31
"[[-4, -2, 3], [-2, -1, -4]]",13,3,0.8125,2,3,"[[-4, -1, -2], [3, -4, -2]]","[[-3], [3]]",1.0,0.1875,0.1875,1.0,1.0,0.1875,T-,T+,0.9935885528864143,0.9809622329540343,345,55,57,5
"[[-4, 1, 3], [1, -3], [1, -4]]",10,6,0.625,3,2.3333333333333335,"[[1, -3], [1, -4]]","[[3], [-3]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.9945665843956502,0.9612971300918993,273,127,49,13
"[[4, -2, 3], [1, 2], [2, -4]]",8,8,0.5,3,2.3333333333333335,"[[2, -4], [3, 4, -2], [1, 2]]","[[-1], [1]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9919339766104431,0.9508854420472136,234,166,41,17
"[[1, -3, -2], [3, -1], [1]]",4,12,0.75,3,2,"[[3], [1]]","[[-2], [2]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.994680075245973,0.955877024555473,137,263,11,15
"[[1, 4], [-4, -1, -2], [-4, -1]]",8,8,0.5,3,2.3333333333333335,"[[1, 4], [-4, -1]]","[[-2], [2]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9945423214821572,0.9510460538542458,218,182,42,17
"[[2, -3], [-1, -4, -3], [-1, -3, -4]]",11,5,0.6875,3,2.6666666666666665,"[[2, -3], [-4, -3, -1]]","[[-2], [2]]",1.0,0.3125,0.3125,1.0,1.0,0.3125,T-,T+,0.9940856795795854,0.9682942438301954,301,99,55,10
"[[-3], [-1], [2, -4]]",3,13,0.8125,3,1.3333333333333333,"[[2, -4], [-3], [-1]]","[[4], [1], [3]]",1.0,0.6875,1.0,1.0,1.0,0.6875,T+,T+,0.9936457715360973,0.9230774804929208,107,293,22,43
"[[-4, 1, -2], [1, -2, -4], [2, -3]]",10,6,0.625,3,2.6666666666666665,"[[2, -3], [1, -4, -2]]","[[-3], [3]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.994082187791604,0.9632317727012608,281,119,46,12
"[[-1, 3, -4], [1], [-4, -2]]",5,11,0.6875,3,2,"[[-4, -2], [3, -4], [1]]","[[4], [-1], [2]]",1.0,0.5625,1.0,1.0,1.0,0.5625,T+,T+,0.9930399466280376,0.942364834582307,127,273,27,32
"[[-3], [2]]",4,12,0.75,2,1,"[[2], [-3]]","[[1], [-1]]",1.0,0.75,1.0,1.0,1.0,0.75,T+,T+,0.994680075245973,0.955877024555473,133,267,10,15
"[[-4], [-3, -2, 1]]",7,9,0.5625,2,2,"[[1, -3, -2], [-4]]","[[-1], [1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946561995377398,0.9366025316218556,213,187,38,23
"[[1, -2], [-3, 4]]",9,7,0.5625,2,2,"[[1, -2], [4, -3]]","[[4], [-4]]",1.0,0.4375,0.4375,1.0,1.0,0.4375,T-,T+,0.994575649130625,0.9558625327996876,249,151,44,15
"[[1], [-4]]",4,12,0.75,2,1,"[[1], [-4]]","[[2, 3], [-1], [-2], [4]]",1.0,0.6875,1.0,1.0,1.0,0.6875,T+,T+,0.9957953319030599,0.9163689912816241,130,270,27,36
"[[-4, -3], [-1, 4]]",8,8,0.5,2,2,"[[-4, -3], [4, -1]]","[[-2], [2]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9945623670349969,0.9450546660073547,232,168,43,20
"[[-1], [3], [-4]]",2,14,0.875,3,1,"[[-1], [-4], [3]]","[[-3, -2], [2, 4], [1]]",1.0,0.625,1.0,1.0,1.0,0.625,T+,T+,0.9943086138168471,0.9380357707001213,61,339,14,46
"[[3, 1, -4], [2]]",7,9,0.5625,2,2,"[[1, 3, -4], [2]]","[[-4, -1], [4], [1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9946813977854558,0.9285619026341303,190,210,40,26
"[[-2, 3, -4], [4, 1, 3]]",12,4,0.75,2,3,"[[3, -4, -2], [1, 3, 4]]","[[-1], [1]]",1.0,0.25,0.25,1.0,1.0,0.25,T-,T+,0.9935395567567938,0.975585086864627,317,83,56,7
"[[-2, 1], [2, -4, -1]]",10,6,0.625,2,2.5,"[[1, -2], [2, -4, -1]]","[[-2], [2]]",1.0,0.375,0.375,1.0,1.0,0.375,T-,T+,0.9940699886093178,0.9636459180670719,288,112,50,12
"[[1], [1, -4]]",8,8,0.5,2,1.5,[[1]],"[[-3], [3]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972858673110225,0.9338741513826289,205,195,42,25
"[[-4], [-4, 3]]",8,8,0.5,2,1.5,[[-4]],"[[-1], [1]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.99730167956072,0.9441629320763657,212,188,38,20
