Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-11, -5, -4, -14], [-1, 13, -9, 14, -11, -2, -3, -6, -8, 4, -5]]",7,16,0.6956521739130435,2,7.5,"[[-14, -5, -4, -11]]","[[-13], [13]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.998365695018652,0.9670118191539158,388,12,388,12
"[[-14, -3, -10, -8, 7, -12, 9, -2, 5], [7, 4, -1, 2, 5, -6, 12, 3], [5, 2, -12, 7], [1, -2, 12, -9, 10, 5, -3, -13, -7]]",4,16,0.8,4,7.5,"[[2, 3, 5, 7, -14, -6], [2, 5, 7, 9, -12, -4, -3]]","[[-12], [12]]",0.625,0.75,0.75,0.625,1.0,0.375,T-,T+,0.9928659545529478,0.9850414064492571,395,5,395,5
"[[-11, -6, 8, -3, 10, 1, -4], [2, -10, -5, -8, 7, -4, -13, -14, 1, 9, 6, -12, -11], [-14, -11, -6, 13, -2, 8, 10], [-7, -13, -5, -4, -14, -12, 3, 1, 10, 11, 6, 2], [-10, -2, 1, -7, -12, -11, 5, 3, -9, -8], [2, -10, 11, -14, -9, -12, -5, 1, 4, 7, 6, 13, 8], [-2, 5, -13, 11, 7, -14, -10, 3], [-4, 10, -14, -12, -5, -7, -13, 8]]",2,14,0.875,8,9.75,"[[8, 10, 13, -11, -6, -2]]","[[11], [-11]]",0.625,0.875,0.875,0.625,1.0,0.5,T-,T+,0.9979083679261812,0.9899580909924585,397,3,397,3
"[[6, -2, -11, -8, -7, -3, 12, -1, 10, -4, 13], [9, 12, 14, 7, -6, -13, -8, -11, 1, -10, 4, 5, -3]]",13,3,0.8125,2,12,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[6, -13, -7, 9, -8, 5, -2, -1, 4], [14, -8, 6, 5, -7, 13, 2], [8, -11, 6, 14, 5, 10, 1, 4, -3, -12, 2]]",6,10,0.625,3,9,"[[1, 2, 3, 5, 6, 9, 11, 13, 14, -12, -10, -8, -7]]","[[-1], [1]]",0.5,0.625,0.625,0.5,1.0,0.125,T-,T+,0.9967699519814535,0.9953339913192559,399,1,399,1
"[[-2, -13, 7, -5, -10, -6, 14, 1, 4], [7, -14, -8, -2, -3, -5, 11, -13, 1, 4, -9, -10, 12]]",14,16,0.5333333333333333,2,11,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-7, 1, 9, -5, 10, -11, 13, 12, 2], [1, 13], [-12, 4, -2, -9, -13, -5, 10], [7, -10, 4, 5, 13, 1, 2, 14, 12, -11], [5, -3, -2, -13], [10, -2, 5, -12, -7, -8, 6, 13, -3, 1, -14], [3, -7, 12, 11, -5, -10, -4, 1, -2, 6, -9, 14]]",5,16,0.7619047619047619,7,7.857142857142857,"[[1, 13], [4, 10, -13, -12, -11, -1, -9, -5, -2], [-3, -13, 5, -2]]","[[11, 6], [3, -12, 14], [-6, -14, -3, 7], [13, -12, -10, -8, -3, -1], [9, 2, 4, 12], [9, 3], [-8, 10, 13, 5], [7, 9, 10, 11, 12], [4, 5, 6, 7, 8, 13, -11, -2], [9, -5, -1], [2, -12, 6], [1, -13], [-6, 5, -10], [-7], [8, 2, 11], [-11, -9], [-8, 11, -4, -5]]",1.0,0.6875,0.6875,1.0,1.0,0.6875,T-,T+,0.9953748967313955,0.8298206325273638,326,74,326,74
"[[-2], [13, -3, 7, -14], [-7, -3, 1, -14], [-12, -3, 10, -14, 8, -1, -13, 11], [-10, -9, -2, -7, -6, -13, -4, 1, 11, -8, 5, 12], [-7, -13, 14, -3, -1, -11, -12, -10, 5, -9], [-4, 13, 1], [10, -9, -5, 14, 4, -2, 11, -3, 13]]",3,16,0.8421052631578947,8,6.375,"[[1, -4, 13], [1, 2, 5, 6, -14, -7, -3], [6, 7, -14, -11, -3], [1, 2, -14, -3, 13], [-2]]","[[1, 7, 8, 14, -11, -10, -9, -6, -4, -3], [5, 6, 7, 8, 13, -14, -11, -4], [1, 6, 9, 11, -14, -13, -12, -5, -4, -3], [4, 6, 7, 10, 11, 13, 14, -9, -1], [2, 7], [-7, 2, 5], [-8, 4, 14], [9, 2, -14, 4], [-14, -11, -10, 6], [12, -10, -1], [8, 11, -12, -9, -3], [3, 4, 6, 10, 13, -5], [-3, -6, 4, -11], [3, 5, 10, 12, -8, -6], [1, -13, 14, 7], [9, -14, -13, 5], [2, -5, 13, -9], [7, -13, -9, -8, -6], [4, 8, 9, 14, -6], [-14, 11, -1, -9], [8, 9, 2, -11], [-13, 5, 6, -9, -4], [8, 9, 3, -12], [-9, -12, 5, 6, -11, -4, -2], [1, 3, 8, 9, 11, 12, 14, -13, -10], [-7, 4, -12], [-8, 2], [-7, 10, -11], [1, 6, -9, 11, 12, 13, 14]]",1.0,0.8125,0.8125,1.0,1.0,0.8125,T-,T+,0.9877795395344375,0.792747953660297,223,177,223,177
"[[13, -14, -12, 5, 11, 2, 10, -6, -4], [6, -4, 11, 5, 12, -14]]",8,8,0.5,2,7.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-3, 6, -11, 10, 4, -7], [-1, 13, -6, 11, 2, -5, -14, -7, 9], [-13, -11, 2, -4, 3, 9, 7], [12, 3, -1, 2, 7]]",8,8,0.5,4,6.75,"[[2, 3, 5, 7, 9, 10, 14, -13, -12, -11, -8, -4, -1], [2, 3, 7, 12, -1], [4, 6, 10, 13, -11, -9, -7, -3]]","[[2], [-2]]",0.875,0.5,0.5,0.875,1.0,0.375,T-,T+,0.9933155838079915,0.9766895223957192,392,8,392,8
"[[8, -7, -11, 5, 4], [5, -13, -2, -1, 6, -12, 11, 10, -8, 9, 14, 7], [7, 6, 11, 12, -8, 13, 9, 10, 5, 1, 2]]",4,16,0.8,3,9.333333333333334,"[[4, 5, 6, 8, -11, -9, -7]]","[[4], [-4]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.997711796677037,0.9902055716888419,397,3,397,3
"[[13, -1, -14, -11], [-10, 8, 6, 12, -4, -1, 9, 2, -3, -11, -7], [-12, -6, -13, -1, 11, 10, 7, -8, -5, -14, 4], [-5, 7, 14, -13, -11, 10, -6, 1, 12, 9, -3, -2, 8], [-3, -6, -5], [10, 4, -13, -14, -7, -3, 12, 1, -6, -11, -5, 9, -8], [14, 11, -13, 12, 4, -2, -9, -6], [-10, 4, 9, -11, -2, -7, -12, -8, 1, -3], [-7, -13, 9, -6, -10, 3, 4, -1, -5, -8, -11, 12]]",3,16,0.8421052631578947,9,9.444444444444445,"[[-6, -5, -3], [-11, -14, 13, -1]]","[[8, -14, -3], [-7, 12, 9], [2, -4], [6], [7], [10], [3], [14], [5]]",0.9375,0.8125,0.8125,0.9375,1.0,0.75,T-,T+,0.9973813616095188,0.9036525163911174,363,37,363,37
"[[9, 10, 7, -1, 3], [-5, 1, 10, -14, -4, -6, -3, -7, 11], [-6, -10, -14, 11, 12, -3, -2, 5, 1, 4, 13, -8], [-12, -10, 6, -5, -1, 7, -2]]",7,16,0.6956521739130435,4,8.25,"[[3, 7, 9, 10, 12, -14, -13, -6, -1]]","[[7], [-7]]",0.6875,0.5625,0.5625,0.6875,1.0,0.25,T-,T+,0.997349374639262,0.9927880718575596,398,2,398,2
"[[10, -2, -12, 9, 8], [1]]",4,12,0.75,2,3,[[1]],"[[5, 6, 7, 9, -12, -11, -4, -2], [2, 3, 12, -11, -10, -8, -4], [2, -11, -9, -8, -7, -5, -4], [7, 9, 11, 12, -6, -5, -4], [2, 4, 5, 8, 12, -11, -10, -3], [-8, 4], [-5, 6, -10], [8, 2, -6, 4], [8, 10, 12, -11, -9], [4, 8, -9, -5, -2], [11, 9, -5, -7], [2, 3, 4, 6], [6, 12, -9, -5, -4], [9, 12, -11, -6, -3], [-12, -9, 8, -7, -5, -2], [5, -10, -6, -4, -3], [-8, 9, -5, 6], [2, -12, 6, -10, -7, -4], [9, 11, 5, 7], [1, 6, 7, -8, 11], [10, -4, -3], [-1]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9989069183378029,0.7984248185676213,228,172,228,172
"[[7, 14, -13, 9, -4, 5, -1, 2, 12, -10, 3, 6, -8], [-6, -13, 1, -2, 4, 8, -7, -14, -10], [-13, 3, -14], [-14, -11, 13, 4, -2, -7, 5, 6, -12, 10, 1, -9], [-1, -4, -5, -14, -12, -10, -2, -9, -11, -13, 7], [-13, -11, -9, 4, 7, -3, -10]]",3,13,0.8125,6,9.166666666666666,"[[1, 4, 7, 12, 14, -13, -11, -10, -9, -8, -6, -5, -3, -2], [-14, 3, -13]]","[[9, -11], [-7, 14, -9], [8, 1, 2], [10, 3, 6], [10, -4], [4, -1], [4, 12], [-6, -10, -1], [11, -2, -13], [-3], [13], [7]]",0.75,0.8125,0.8125,0.75,1.0,0.5625,T-,T+,0.9957637064611984,0.9366990587615427,372,28,372,28
"[[-12, -4, -11, 6, 1, 9, 7, -5, 14], [7, -2, -14, 8, -5, -11, 4], [7, -8, -9, 1, 14, -13, -4, 10, 11, 2, -5, -3, -6], [-11, 3, 2, -5, 9, -14, -10, -4, 1, 7, -8], [-12, 13, 11, 9, 2], [-6, -13, 3, 8, -12], [1, 9, 7], [7, 14, 6, -5, 4, -8], [-5, 3, 1, -2, 7, 13, -9, 14, 4, -12, -8, 10, 11]]",1,16,0.9411764705882353,9,8,"[[4, 7, 8, -14, -13, -11, -10, -9, -6, -5, -3, -2], [1, 9, 7], [3, 8, -13, -12, -6], [2, 9, 11, 13, -12, -7]]","[[3, 12, -9], [-13, -11, -10], [-1], [11], [-8], [10], [-2], [8, -6], [-3, 6]]",1.0,0.9375,0.9375,1.0,1.0,0.9375,T-,T+,0.9928890410563745,0.894884834966713,361,39,361,39
"[[14, -5, -2, 3, -6, -12, -13, -7, -8, -1, 10], [-11, 2, -14, -9], [9, 3, -12, 11, 7, 1, -8, 14, -5, 4, 13, -10], [-2, 10, -7, 6, 8, 9, 11, -1, -3, 12, -4]]",4,16,0.8,4,9.5,"[[2, -14, -11, -9]]","[[10], [-10]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9983514491958353,0.9823486339358193,394,6,394,6
"[[11, -4, -10], [-1, 4, 8, 12, -14, 2, 3, 7], [-13, -5, -3], [12, -3, 4, 11, 8, -1, 10, -2, -6, 13, -14], [-12, 14, 13, 8, 3, -7, -4, -9, 10, 11, -2, -1]]",3,13,0.8125,5,7.4,"[[11, -4, -10], [-5, -3, -13]]","[[2, -11], [8, 10, 11], [-8, 4, -3], [-10, 7], [9], [3], [-6], [-12], [-2]]",0.9375,0.8125,0.8125,0.9375,1.0,0.75,T-,T+,0.9976202144664005,0.8818034137236984,356,44,356,44
"[[-8, -7, -14, 11, -3, 2, -5, 13, 6], [9, -8, 6, -13, -14, -11, -3], [-11, -4, -3, -13], [6, 3, -4, 10, -7, -11, -14, 2, 5], [6, 11, -3, 7, -5], [1, -8, -11, 4, -5, 10, -3, -2, 14, 12, 7], [-7, -2, 8, 3, 9, -10, -11, -4, 14, -1]]",5,16,0.7619047619047619,7,7.857142857142857,"[[7, -14, -13, -11, -4, -3, -2], [6, 7, 11, -14, -5, -3], [-13, -12, -11, -10, -8, -3]]","[[-14], [14]]",0.8125,0.6875,0.6875,0.8125,1.0,0.5,T-,T+,0.9944466518650376,0.9766681354941584,392,8,392,8
"[[7, -1, 5, -13, -14, 6, 4, -8, 3, 2], [13, 5, 10, -14, -7, 11, -3, -1, -9, -4, 12, 2], [11, -3], [9, 4, -14, -3, -8, -6, -2, -12, -11, -5, -10]]",7,9,0.5625,4,8.75,"[[11, -3]]","[[9, 13, -12, -10, -4, -2], [-12, -10, -9], [-8, -6], [1, 13, -9], [-13, 5, 6], [2, 14, -1], [-13, -4, -1], [9, 10, 5, -7], [8, 13, -10], [9, -14, -5, 13], [2, -13, 4, -9], [9, 12, -13, -3, -2], [9, 4, 7], [8, -5, -12], [-11], [3]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.998815783216282,0.8682657344574927,330,70,330,70
"[[9, -14, -6, -10, 13, -7, 2, -11, 8, -3, 4, 1, -12], [8, -3, -14, -11, -4, -1, -10, -6, 9, 13, 7, 5], [10, 8, 5, 12, 3, 1, -9, -7, -11, 6, -13, -2, -14], [5, 2, 11, 4, 10, 9, 7, -8], [-13, -4, 12, 1, -3, -11, 6, 14, 5, -2, 8, -10], [10, -4, -6], [-6, 3, -11, 5, -4, 14, -1, 9]]",3,13,0.8125,7,9.857142857142858,"[[2, 4, 5, 7, 9, 11, 13, -14, -12, -8, -3], [10, -6, -4]]","[[8, -14, -9], [-11, -8, 9, 10, -5, 12], [-1], [7], [3], [11], [5], [-13], [6], [-10]]",0.8125,0.8125,0.8125,0.8125,1.0,0.625,T-,T+,0.9960351839810896,0.9318581445301193,374,26,374,26
"[[-6, -4, -8, -1, -10, -14, -11, -7, -9, 12, 3], [-1, 9, -5, 14, -11, -4, -10], [-1, -13, 8, 5, 7, -9, 12, -4, 10, -6], [10, 1]]",4,16,0.8,4,7.5,"[[3, 6, 8, 9, 12, 13, 14, -11, -2, -10, -7, -5, -4, -1], [3, 5, 10, 12, -11, -9], [1, 10]]","[[3, 13, 6], [-13, -9], [8, -6, 14], [12, 4], [9, 4, -12, 7], [14, -2], [-4, 6], [1, 2, 4, 5, -9, -7, 13], [9, -6, 3], [-10], [-11], [-1]]",0.75,0.75,0.75,0.75,0.8333333333333334,0.75,T-,T+,0.9943231942836168,0.856655647536611,329,71,329,71
"[[-12, 11, -8, -14, 13, 1, 2], [-5, -13, -3, 14, 8, -6, -4, 11, 2, -7, -1, -10], [-14, 4, -3, -7, -10, -11, -1, 2, 13, -8, -9, 5, -6], [11, -13, -8, 6, -14, -2, -12, -10, 9, -7, -3, -4, 5], [13, 14, -4, -8, 9, 2, -1], [-13, 2, -6, 8, 3, -7, 11, 9, -12, -1, 5, 10]]",6,10,0.625,6,10.666666666666666,"[[2, 3, 5, 9, 12, 13, 14, -11, -8, -7, -4, -1], [1, 2, 6, 7, 11, 13, -14, -12, -8]]","[[-13], [13]]",0.6875,0.625,0.625,0.6875,1.0,0.3125,T-,T+,0.9946267068513,0.9899170027112414,397,3,397,3
"[[-3, 10, 13, 5, 14, 4, 1, 6, -12, 11], [-8, 9, 1, 11, -12, 2, 4, -10, 14, -7, -13, -6], [-4, 14, 2, -10, -11, 9, -3, -8, -5], [13, 10, -1, -3, -7, 8, 6], [-10, -11, 12, -1, 6, -7, 14, 2, -8, -9, 13, 3], [-11, 7, -3, 9, -13, -2, 1, -8, 10, 14], [-13, -12, 6, 4, 5, -14, -2, -1, -11, -10, -9, -8], [-5, 1, -2, -6, -3, -9, 10, 13, 7], [-8, 2, -13, -12]]",3,13,0.8125,9,9.444444444444445,"[[-8, 2, -13, -12]]","[[-6, 10, -12], [-13, 12], [-2], [6], [-7], [-3], [-5], [13], [-14]]",0.6875,0.8125,0.8125,0.6875,1.0,0.5,T-,T+,0.9983416110184856,0.9548123651122677,383,17,383,17
"[[12, 9, 7, -11, -2, 4, 10, -3, -1, 14], [-5, -2, -4, 14, 12, -6, 11, 9, 13, -8, -1], [14, -9, 5, 7, 8, 1]]",5,16,0.7619047619047619,3,9,"[[1, 5, 7, 8, 10, 11, 13, 14, -9, -6, -4, -3, -2]]","[[-3], [3]]",0.375,0.6875,0.6875,0.375,1.0,0.0625,T-,T+,0.9967540356744639,0.9953109992070173,399,1,399,1
"[[13, 11, 10, -14, 2, 6, 8, -1, 12, -3, -7, 9, -5], [2, 1, -10, -4, -12, -3, 6, -14, -8, -7]]",13,16,0.5517241379310345,2,11.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[6, -1, 8, -13, 11, 14, -9, 10, 3], [3, -11, -10, 9]]",8,16,0.6666666666666666,2,6.5,"[[9, 3, -11, -10]]","[[8], [-8]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9983482513253957,0.9663041018573806,388,12,388,12
"[[-3, 14, 9], [-4, 1, -8, -3, -6], [6, 12, -4, 9, 13, 2, 1, -8, -14, 3], [2, 13]]",4,16,0.8,4,5,"[[9, -3, 14], [1, -8, -6, -4, -3], [2, 13]]","[[7, 9, -11, -8, -6, -5, -3, -2], [1, 11, 12, 13, -10, -8, -7, -5, -3], [9, 13, -12, -11, -10, -8, -6, -5, -4, -3, -1], [10, -2], [3, -10, -2], [-3, 6, -9], [8, 14, -1], [9, -14, 11], [-14, 12, 5], [-5, 4, 7], [3, -10, 14], [1, 8, 12, -7, -5], [-5, 11, 6, 7], [13, -10, -2, -3, -1], [8, -4, 5], [-8, 4, -1, -9], [-6, 11, 5, -2], [1, 13, 14, -11, -10, -6, -5, -4, -3], [2, 13, 6, 10, -5, -4, -3], [1, 3, -11], [-7, -14, -1], [8, -11, -9], [1, -6, 5, 9, 10, 13, 14], [-14, -12, 4], [-13]]",1.0,0.75,0.75,1.0,1.0,0.75,T-,T+,0.9964050102767995,0.8273801210874169,308,92,308,92
"[[-11, -9, 3, -2, 5, 1, 14], [1, 7, -2, -5, 9, 13]]",12,4,0.75,2,6.5,"[[1, 7, 9, 13, -12, -11, -5, -2]]","[[4], [-4]]",1.0,0.25,0.25,1.0,1.0,0.25,T-,T+,0.9975155908577842,0.9926580324150961,398,2,398,2
"[[-3, -11, 12, -7, -8, -10, 9, 13, 4, -5, 14, -6], [5, -11, -3, 8, 9, -14], [3, 11, 1, -12, 14, -13, 2, -9, 4], [2, 8, -3, 4, 13], [10, 12, -7, 4, 6, -14]]",4,12,0.75,5,7.6,"[[2, 4, 7, 8, 12, 13, -14, -10, -9, -6, -5, -3], [5, 6, 8, 9, 12, -14, -13, -11, -4, -3, -1], [2, 5, 8, 13, -14, -3, -1], [1, 2, 3, 4, 10, -9, -7]]","[[9], [-9]]",0.5625,0.75,0.75,0.5625,1.0,0.3125,T-,T+,0.9876534110550205,0.9791801851649612,393,7,393,7
"[[5, 10, 11, 8, 13, -6, -9, 14, 7, 4, 12], [-1, -8, 9], [-10, 4, 12, 8, 6], [11, -14, 5, -1, 12, 13, 7, 4, -9, 6, -8, -3]]",4,16,0.8,4,7.75,"[[4, 6, 8, 12, -10, -3], [16, 4, 5, 6], [2, -14, 8, 12, 15], [-8, 9, -1], [-16, -15, -10]]","[[-7, 10, 14], [1, 9], [7], [-4], [2], [3], [-9], [8], [12]]",0.75,0.75,0.75,0.75,0.75,1.0,T-,T+,0.9930466915848225,0.932881379279409,376,24,375,24
"[[-1, 7, -9, 11, -3, 5, 14, -10, 13, -12, 4, 8], [-6, -2, -14, 9, 4, -11, 12, 13, 10, 8, 7], [6, -10, 12, -4, -5, 1, 8, -13, 2, 3, -9, -7, 11]]",10,6,0.625,3,12,"[[4, 5, 7, 8, 11, 13, 14, -12, -2, -9, -10, -6, -3, -1]]","[[2, -11], [-2], [11]]",0.6875,0.375,0.375,0.6875,1.0,0.0625,T-,T+,0.9967147380468292,0.994527963192332,399,1,399,1
"[[1, -3, 4, 5, 9, 10], [5, -11, -2, -14, 12, -6, -8, -1, -7, 4, 10, 9, -13], [-11, -14, 2], [-3, 8, 10, -12, -14, -5, -13, 11, -9, -4], [1, -7, 5, -4, 6, -8, -3, -14, 9, 10, -2], [-12, -5, -1, -2, -8, -14, -3, 9], [-7, 8, -4, -13, 12], [2, -14, -11], [-10, 9, -5, 2]]",1,16,0.9411764705882353,9,7,"[[2, -14, -11], [9, 2, -5, -10], [8, 9, 12, -13, -7, -4], [4, 9, 11, -14, -12, -6, -3]]","[[1, 10], [4, -10, 7], [8, -4, 12], [9, 4], [-12], [-8], [8, -7, 13], [14], [-13], [11]]",0.9375,0.9375,0.9375,0.9375,1.0,0.875,T-,T+,0.9907320551829343,0.8938597613635084,362,38,362,38
"[[-4, -2, 13, -7, 9, -1, 3, 14, -8, -5, 6, 12, 11], [-14, 12, 9, -3, 1, -11], [13, -5, 12, 8, 3, -11, 6, 7, 4, -2, -14, -10], [-12, -2, 7, -4, 3, 5, -14, 11], [9, 11, -14, 8, 6, 12, -10, 3, -1, 13], [-7, -10, 4, -9, 3, 11, 5, -14, 6, 2, -12, 1]]",5,11,0.6875,6,10.166666666666666,"[[1, 4, 5, 8, 9, 10, 12, -14, -13, -11, -6, -3, -2]]","[[8], [-8]]",0.375,0.6875,0.6875,0.375,1.0,0.0625,T-,T+,0.996778202451597,0.9953459096452651,399,1,399,1
"[[4, 5, -8, 14, 2, 3, 10, 11], [10, 13, -14, 12, -6, -8, -5, 4, -1, 7, 3, -11, 2]]",14,2,0.875,2,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[6, 4, -10, 14, 13, -1, 12, -9], [-4, 6, 3, 10, -2, 13, -9, 7, -11], [3, -1, -12, 4, -13, 11, -8]]",10,16,0.6153846153846154,3,8,"[[3, 4, 5, 6, 11, 14, -13, -12, -2, -9, -8, -7, -10, -1]]","[[-11], [11]]",0.6875,0.375,0.375,0.6875,1.0,0.0625,T-,T+,0.996725052908822,0.9952919262755426,399,1,399,1
"[[5, -14, -12, -3], [-9, -5, -10, 11, -2, -8, 1, 12, 6, -4], [9, -3, -12, -5, 13], [-11, -4]]",4,16,0.8,4,5.25,"[[-14, -12, -3, 6], [9, 13, -12, -5, -3, -1], [-4, -11], [2, 9, 11, -12, -10, -8, -6, -3]]","[[-5, -13, -9], [-14, -5, 7], [-13, 5, 7], [8, 1, -11, -7], [10, 3, -11, -2], [-6, -5, 14], [9, -2, 6, -10], [10, 2, 3, -9], [-8, 2, -5], [8, 3, 5, 7], [8, -9, -7, -3, -2], [-12, 14, -1], [12, 13, 14], [-12, 5, 6, 9, 10, -2], [-8, -3, 13, -9], [-7, 3, -10], [1, 5, 14], [4], [11]]",1.0,0.75,0.75,1.0,1.0,0.75,T-,T+,0.9853733826332078,0.8339640246698089,317,83,317,83
"[[-9, -1, 13, -6, -5, 7, -14, 11], [8, 2, -12, 13, 5, -3, -10, 14, 1], [6, -1, 14, 8, -4, 11, 10, 12, 7, 5], [-12, -4, -6, -5, -7, -8, -1, -10, -9, 11], [14, -3, -12, 10, -2]]",4,12,0.75,5,8.4,"[[10, 14, -12, -3, -2]]","[[8], [-8]]",0.5,0.75,0.75,0.5,1.0,0.25,T-,T+,0.998120493492989,0.9875514881828085,396,4,396,4
"[[5, -3, -4], [-14, -2, 5, -12, -10, 11, 4, 1, 9, 6, -7, -13, 3], [-11, 1, -9, -3, 8, 5, 12, -6, -14, 13, 4, 7, -2], [8, 1, 4], [-2, 6], [-14, -8, -5, -9, 4], [-1, 4, -11, -14, -2, -9], [-7, 12, 3, 4, 11, -5, 9, -1, -10, 2, 13, -8], [-9, -11, 5, 14, -3, -6, 8, 13, 2]]",2,16,0.8888888888888888,9,7.333333333333333,"[[4, 7, -14, -2, -9, -1], [6, -2], [8, 1, 4], [2, 3, -14, -13, -9, -8, -5], [-3, -4, 5]]","[[2, 3, -4], [4, -10, -1], [-8, -7, -5, 13], [9, -6, -4], [10, 13, -3], [-13, -10], [-14, -11, -9], [1, 11, 13, 14, -10], [8, -12, -11, -10, -4], [3, -2, 7], [9, 12, 13, -10, -8], [10, -13, -9, -7, -3], [6, 8, 11, 12, 13, -7, -4, -2], [1, -6, -13, -2, 8, 10, 14], [2, -5, -3], [-6, -5, -11], [2, -11], [-14, 3, 13, 6, 9, -5, -7], [10, -13, -12], [-7, 2, 5, 6], [11, -1, 7], [-8, -6], [-14, 7, 8, 9, 10, 12, 13], [4, 5, 14]]",0.8125,0.875,0.875,0.8125,0.8666666666666667,0.9375,T-,T+,0.9879687084516983,0.7420931930207245,266,134,266,133
"[[9, 4, -12, -1, -13, -14], [8, 2, -10, -1, 12, -3, -14, -6, -5], [1, 5, -8, 7, 13, 11, -2, 9, 3, -10, -6, -14]]",9,7,0.5625,3,9,"[[4, 7, 8, 9, 10, -14, -13, -12, -11, -3, -1]]","[[-1], [1]]",0.6875,0.4375,0.4375,0.6875,1.0,0.125,T-,T+,0.9969975387123952,0.9955577574983682,399,1,399,1
"[[3, 6, -13, -1, -2, 9, 10, -5, 11, 8, 7], [-2, 6]]",8,8,0.5,2,6.5,"[[6, -2]]","[[1, 3, -13], [9, 11, 5, -1], [-6, -5], [4, -3], [13], [7], [8], [-12], [-10]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9987258004387236,0.8671711587967647,346,54,346,54
"[[-13, 3, 12, -4, -6, -8, -2], [-2], [8, 2, -14, -1, -10, 12, -6, -11, -13], [13, 6, -3, 14, 8, -10, 5, -9, -1, 11, -2]]",4,12,0.75,4,7,[[-2]],"[[9, 11, 12, 14, -5, -4, -1], [3, 7, 13, -12, -9, -5], [1, 3, 7, 10, 11, 12, -9, -8], [1, 8, 11, 12, -13, -10, -5], [3, 6, 8, 12, -14, -13, -10, -1], [4, 5, 6, 10, 11, 13, -12, -9], [11, -1, 6, 7], [1, 3, 4, -7, -6], [6, 7, -14, -12, -9, -8], [8, -4, -11, -9], [1, 3, 9, -14, -13], [-5, -4, -1, 7], [1, 7, 11, -13, -9, -6], [4, 9, -11, -5, -1], [5, 12, -14, -7, -1], [8, 12, 14, -9], [8, 1, -12, -10], [7, 11, -12, -8, -6, -5], [12, -14, -13, -6, -4], [-6, 8, 9, 10, -4, -1], [-7, -13, -12, -9], [3, -12, -11, 14], [1, -4, 5], [2]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.999054614571396,0.8482836719725081,239,161,239,161
"[[6, -4, -13, -5, -11, 9], [8, 12, -9, 11, 3, 6, -13, -5, -14], [-14, 8, -2, 12, 5, 10, -9], [2, 5, -8, -6, -9, -4, -3, -12, -14, 11, -13, -1, -7], [13, -12, 9, -7, -3, 4, 8, 5, -2, -11, 14, -10], [13, -2, -1, 14, -4, 11, 9, 3, -5, -6, -10, 8], [-10, -1, 12, 14]]",1,15,0.9375,7,9,"[[1, 4, 5, 8, 10, 11, 12, -14, -13, -9, -7, -6, -3, -2], [2, 3, 6, 9, -14, -13, -12, -11, -5, -4, -1], [12, -1, 14, -10]]","[[-7], [7]]",0.625,0.9375,0.9375,0.625,1.0,0.5625,T-,T+,0.9929836466895505,0.9555530039031117,384,16,384,16
"[[-3], [-9, 7, -4], [-11, 8, 2, 13, 14, 5, 4, 1, 10]]",3,16,0.8421052631578947,3,4.333333333333333,"[[2, 5, 7, -11, -9], [-9, -4, 7], [-3]]","[[10, 11, -13, -12, -9, -7, -5, -1], [2, 5, 11, -14, -13, -10, -9, -8, -1], [-8, -14, 4], [-8, -10, 14], [-5, -2, -1], [5, 10, -13, -7, -4], [6, 9, 11, 13, -1], [9, -13, 4, 5], [7, 11, -13, -8, -2], [2, 14, -11, -9, -7], [-8, 9, -14, 13], [1, 2, 10, -14, -7, -4], [1, 5, -14, -8, -6], [4, -11, -10, -9, -2], [7, 10, -6, -5, -1], [8, 10, -1, -9], [1, 4, 10, 11, -2], [8, -7, 11, 12], [-9, 4, 5, 6, -12, 13, -2], [8, 10, -11, 14], [1, -13, 6, 7, -8, -5, -4], [3]]",0.9375,0.8125,0.8125,0.9375,0.9285714285714286,0.875,T-,T+,0.9966882711869295,0.8258968806251319,235,165,235,165
