Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",3,13,0.8125,7,9.142857142857142,"[[2, 3, 4, 7, 11, 14, -13, -12, -9, -5, -1], [2, 3, 5, -14, -13, -7, -6]]","[[3], [-3]]",0.4375,0.8125,0.8125,0.4375,1.0,0.25,T-,T+,0.995175381808665,0.9900170407658319,397,3,397,3
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]",8,16,0.6666666666666666,3,5,"[[1, -14, 3, -7], [1, 3, 13, -8, -2], [3, -14, -13, -9, -5, -1]]","[[-5], [5]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9813745983667934,0.9543635506142065,384,16,384,16
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]",7,9,0.5625,4,6.75,"[[-8, 11, -12, -3], [-13, -3, -10, -9], [2, -7, -5, -4, -3]]","[[2], [-2]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.9957270575371201,0.9379485178040977,377,23,377,23
"[[-14, -12, 8, -7, 10, -6, 13, 5, -3, 2, 1], [2, -1, -10, 6, -13, -11, -3, 8, -7], [-11, -13, 12, 3, 1, -8], [-4, -1, -12, -8, -10, -3, 11, 9], [-4, -14, 5, 13, -9], [11, -3, 6, -4, -13, -5, -10, 9, 12, 7], [5, -9, -4, 6, -7, 11, -1]]",4,16,0.8,7,8,"[[5, 13, -14, -9, -4], [1, 3, 9, 12, -13, -11, -8]]","[[-1], [1]]",0.875,0.75,0.75,0.875,1.0,0.625,T-,T+,0.9962546307920004,0.979740220066466,393,7,393,7
"[[-2, -5, -8, 6, 7, -9, -1, 3, 4, -11, 14, 10], [11, 8, 12, -14, 3, 1, 4, 2, -7], [-3, -10, -4, 9, -13, -11, 7, -5, -12], [11, -1, -4, 8, 12, -9, -10, -7, -13, 2, 5, 14]]",9,16,0.64,4,10.5,"[[1, 2, 6, 7, 8, 9, 14, -13, -12, -11, -10, -5, -4, -3]]","[[8], [-8]]",0.625,0.4375,0.4375,0.625,1.0,0.0625,T-,T+,0.9967245739098386,0.9952912376651728,399,1,399,1
"[[-14, 3, 7, -4], [12, -11, 3, -2, 9, -6], [12, -7, -11, -13, 14, 1, 3, -4, 9]]",10,6,0.625,3,6.333333333333333,"[[1, 3, 5, 6, 8, 9, 10, 12, 14, -13, -11, -7, -4], [-14, 3, -4, 7]]","[[-1], [1]]",0.875,0.375,0.375,0.875,1.0,0.25,T-,T+,0.9955320139871354,0.9746799416570341,391,9,391,9
"[[14, -9, -4, 8], [9, -3, 12, -6, 10, -14, 7, 2, 13], [8, 1, 11, 5, 9, 7, 14, -12, 10, 6, -2], [12, -1, -4]]",4,16,0.8,4,6.75,"[[12, -4, -1], [8, -4, 14, -9]]","[[-8, 4, 12], [8, 3, -1], [2, 13, 5], [-12, -4, 14], [-14, -13, 5], [2, 5, 6, -8, 11, -4, -1], [-6, -9, 7], [-3, -2], [10], [9], [-5], [1]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9973698460712649,0.9028664717672905,363,37,363,37
"[[1, -7, 5, 6, -10, 4, 11, 9, 2, 14, -8], [-2, 1, 9], [11, -12, -2, -7, 1, 5, 3]]",10,6,0.625,3,7,"[[3, 4, 5, 6, 8, 10, 11, -14, -12, -9, -7], [1, -2, 9]]","[[-8, 10, 13], [1, -6, -10], [-8, -14, -10], [4, 12, 5], [3, -4, 13], [8, -4, -12], [-7, -13], [8, -6, 4, 14], [9, -7, 6], [11, 12, 14], [-3, -11], [-5], [-9], [-1]]",0.8125,0.375,0.375,0.8125,0.7142857142857143,0.4375,T-,T+,0.9960489049068155,0.9341991792770377,373,27,373,27
"[[-1, -9, -8, 6, -14, -4, 5], [2], [-7, -14, 11, -12, 4, -5, -8, -10, -9, -1, -13]]",4,16,0.8,3,6.333333333333333,[[2]],"[[1, 4, 8, 14, -13, -11, -5], [4, 6, 12, 14, -13, -11, -10, -5, -3], [3, 4, 9, -14, -13, -12, -11, -10], [-7, 3, 6], [-8, 1, -14], [-6, 3, -9], [8, -11, -1], [-8, 5, 14, -10], [10, 12, 13], [9, -6, 11, 13], [-5, 11, 12, -13], [10, 3, 4, -11], [7, 10, 14, -8, -5, -1], [1, 9, 12, -14, -4], [-8, 3, 11, -4], [8, -6, 10, -5], [-13, 4, -12, -7, 11, -3], [8, -4, 5, 6], [-14, 4, -12, -10, -9, -5, -3], [1, 11, 14, 7], [-4, 12, 14], [7, 9, 10, -12, -8, -6, -5, -3], [-14, 6, -1], [-2]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9990490689523368,0.7949487278679555,249,151,249,151
"[[7, -13, -6, -5, 12, 9, 10, 1, 14, -8], [-14, 1, -3], [11, 2, 9, 8], [12, 4, -6, -7, -2, 5, 11, -9, 3, 1, 14]]",4,16,0.8,4,7,"[[1, -14, -3], [8, 9, 2, 11]]","[[-7, -14, -10], [2, -6, 12], [9, 10], [-1], [14], [-9], [3], [-12], [5]]",0.875,0.75,0.75,0.875,1.0,0.625,T-,T+,0.9973642182014587,0.9065907098341421,363,37,363,37
"[[-10, -3, 5, 6, -8, -9, 4, 14, 2], [-2, 12, -13, -9], [-8, -5, 6, -10, -2, 4, -1, -12, 9, 3, -13, 14]]",6,16,0.7272727272727273,3,8.333333333333334,"[[-13, 12, -2, -9]]","[[-10], [10]]",0.875,0.625,0.625,0.875,1.0,0.5,T-,T+,0.9983563781175602,0.977028053340059,392,8,392,8
"[[3, -8, -2, 7, 9, 1, 5, 10, 12, -11, 13, -6], [14, -7, -6, -1, 9, 4, 2, 5, -8, -11, -3], [5, -4, -7, -1, 11, 2, -3, 14, 8, 12, -9], [1, -4, -10, -14, 6, -12, -9, -11, -5, -3, 8, -7, -2], [10, 3]]",5,16,0.7619047619047619,5,9.8,"[[10, 3]]","[[12, 14, -9], [-11, 4, -12], [1, 2, -13], [9, -6, 5], [4, 13, 14], [8, -7, 11], [9, 4, 12], [-5, -2], [8, 6, 7], [1, 12, -9], [-12, -1], [8, 10, -14, -13, -11, -2, -7, -1], [-4, 7], [-7, 11, -12], [-3], [-10]]",0.8125,0.6875,0.6875,0.8125,1.0,0.5,T-,T+,0.9988186293443337,0.8165526065843556,324,76,324,76
"[[-3, -1, -12, -9, 14, -10, -7], [1], [-13, 11, 6, 5, -8, -14, 9, 10, -3, -12], [6, 5, 9, 1, -12, 2, 7, -14, -11, 13, 4], [2, -11, -10], [4, -9, 11, 12, 1, 14, 8, 6, -7, 5]]",2,16,0.8888888888888888,6,7,"[[-12, -2, -9, 8, 14], [2, -11, -10], [1]]","[[3, 4, 6, 7, 10, 13, 14, -8, -2], [2, 3, 5, 6, 7, 9, -13, -12, -11, -8], [2, -5, -1], [10, -14, -11], [4, -3, -9], [-7, 10, 9], [3, 4, 7, 14, -9], [8, 12, 6, 7], [-6, -4, 13, -10], [8, -14, -12], [2, 11, -10, -7, -4], [3, 13, 14, -12, -6], [9, 14, -13, -5, -2], [2, 4, 7, 10, 11, 13], [8, 4, 12, -1], [6, 12, -14, -8, -7, -2], [2, 6, 8, -12, -7], [5, 12, 14, -9, -3], [6, 10, -11, -9, -7], [2, 11, -9, -5, -3], [-14, 4, -3, -10], [2, 3, -4, 5, 8, 12, 13], [10, -5, -11, 14], [-8, -6, -1], [11, -1], [2, -14, 6, 7, -4], [-11, -10, -2]]",0.875,0.875,0.875,0.875,0.875,1.0,T-,T+,0.9966528359900528,0.7710642302040249,233,167,233,166
"[[-7, -4, 5, -14, -9, -6], [-5, 6, 4, 9, 12, 1, 8], [-7, -11, 1, 3, -10, -5, 9]]",4,16,0.8,3,6.666666666666667,"[[1, 3, 4, 6, 8, 9, 12, 14, -13, -11, -7, -5, -2], [5, -14, -13, -9, -7, -6, -4]]","[[-5], [5]]",0.8125,0.75,0.75,0.8125,1.0,0.5625,T-,T+,0.9949595312595211,0.9872729045797586,396,4,396,4
"[[13, 2, -9, -3, 14], [11, 10, 13, 4, 9, 12, 5, 8, 2], [-14, 1, 7], [12, -10, -14, -6, 4, 1, 9, -8, 7, 2, -3], [-10, 12, 11, -2, -3, 9, -13, 14, 7, 6], [-6, 9, -11, -2, -3, 10, 4], [10, -14, 4, -8, -9, -2, -11, -13], [13, 11, -12, -2, -6, -7, -9], [14, -12, 11, 4, -13, -2, -7, 8, 9, 6, 5, 1]]",1,16,0.9411764705882353,9,8,"[[4, 11, 13, -12, -2, -9, -8, -7, -6, -5, -1], [1, -14, 7], [2, 13, 14, -9, -6, -3], [1, 4, 10, -13, -11, -2]]","[[9], [-8], [-13], [10], [11], [14], [6], [-2]]",0.8125,0.9375,0.9375,0.8125,1.0,0.75,T-,T+,0.9895071976546044,0.9020619552857225,361,39,361,39
"[[-10, 3, 8], [1, -9, 8, 12, -7, 5, -11, -3, 13, 6, -14, 4, -10], [-10, -13, -6, -4], [-14, 10, 2, -5, -7, -4, -12], [-2, 5, 7, 6, 11, 12, 10, 9]]",1,16,0.9411764705882353,5,7,"[[2, 3, 10, -14, -13, -12, -11, -9, -8, -7, -5, -4], [8, 3, -10], [-6, -13, -4, -10]]","[[1, -6, 3], [8, -7, 11], [-13, -9], [8, -4], [4, -3], [-8, -1], [7], [2], [13], [-14], [-5]]",0.8125,0.9375,0.9375,0.8125,1.0,0.75,T-,T+,0.994688685576029,0.9032072939980882,365,35,365,35
"[[-10, -1, -14, 11, 12, -7, -5, -4, -3], [-5, -6, 4, 10, 13, -3, -2, -7, 12, 8, 14, 9, 1], [-5, 4, 11, 9, -6, -12, -2], [14, 10, -7, -9, -6, -5, -3, -13, -2, -1]]",10,16,0.6153846153846154,4,9.75,"[[8, 10, 11, 14, -13, -12, -2, -9, -7, -6, -5, -3, -1]]","[[-13, 6], [2, 13], [-1, -2], [-5, 7], [-6], [12], [5], [-9], [-3]]",0.75,0.375,0.375,0.75,1.0,0.125,T-,T+,0.996784241625086,0.9910748645954515,399,1,399,1
"[[-1, 3, -4, 5, -2, 12, 14], [6, -10, 1, 11, 12, -2, -8]]",11,16,0.5925925925925926,2,7,"[[3, 5, 7, 12, 13, 14, -10, -1, -4, -2]]","[[3], [-3]]",0.75,0.3125,0.3125,0.75,1.0,0.0625,T-,T+,0.9971425293280296,0.9925588244579223,398,2,398,2
"[[-8, -7, -12, -4, 10, -1, -5], [-1], [2, 1, 5], [-2, 7, -13, 6, 4, -10, 3], [2, -12, -5, 8, -10, -14, -3, 7, 11, 13], [5, -3, -4, -13, -6], [11, 4, 9, 8, 6, -3, 7, 13, -14], [6, 2, 13, -3, 4]]",1,16,0.9411764705882353,8,5.875,"[[2, 4, 6, 13, -3], [-10, 9, 11, -4, -3], [-1], [1, 3, 4, 6, 7, 8, -13, -11, -10, -2], [2, 5]]","[[9, 11, 12, 14, -8, -6, -5, -4], [5, 6, 10, 11, -13, -12, -9, -4, -3], [3, 6, 9, 10, -14, -12, -8], [3, 5, 6, 8, 10, 13, 14, -11, -4, -2], [2, 3, 8, 9, 13, 14, -12, -11, -6], [-8, 1], [8, 1, -2], [10, -5, 7], [-7, 3, 5, -2], [-8, -7, -5, -4], [7, 8, 11, 12, 13], [1, 2, -5], [1, -13, 5, 14], [4, 6, 9, 12, -2], [3, 8, 12, 14, -10, -6, -2], [11, 13, -14, -9, -8, -3, -2], [-7, -13, 6, -9], [-3, 13, -11, -10], [-6, 12, -4, -11], [6, 11, -10, -8, -3, -2], [9, 10, 13, -7, -5], [3, 6, 13, -14, -10], [2, -5, -10, -9], [-8, 10, -11, 7], [1, 10, -7], [-14, 4, -11], [5, 7, 8, 10, 13, -12, -9, -4]]",0.9375,0.9375,0.9375,0.9375,1.0,0.875,T+,T+,0.9879701871163875,0.8152977266304134,186,214,186,214
"[[3, -4, 10, -1], [-6, -14, 2, -5, -7, 12, -8, -11, 13, 3]]",11,5,0.6875,2,7,"[[10, 3, -4, -1]]","[[-4], [4]]",0.8125,0.3125,0.3125,0.8125,1.0,0.125,T-,T+,0.9983555395052374,0.9698500807063833,389,11,389,11
"[[12, -3, -2, 11, 1, 4, -5, -14], [10, -12, 14, 7, -4, -13, -1, 6]]",11,16,0.5925925925925926,2,8,"[[2, 3, 5, 6, 7, 9, 10, 14, -13, -12, -11, -8, -4, -1]]","[[2, -3], [3], [-2]]",0.75,0.3125,0.3125,0.75,1.0,0.0625,T-,T+,0.996693659358321,0.9944928538582763,399,1,399,1
"[[7, -2, -1, 8, 14, 5], [3, -1], [8, -7, 4, 13, -1, -6, -11, 9, -14], [13, 10, 12, 9, 7, 5, -3, -6, 11], [-11, 9, 5, -2, 7, 6, -10, -3, -13, 12]]",4,16,0.8,5,7.2,"[[4, 5, 6, 7, 8, 10, 11, 14, -12, -9, -3, -2], [3, -1]]","[[-6, -13, -12], [10, -11, -9], [4, 13, -12, -5, -2], [8, -11, 7], [-8, -14, 6], [9, 11, -2], [2, -14, 4], [5, -10, -1], [-8, 10, -4], [-5, 6, -10], [-7, 4, -11, 14], [-8, -6, -2], [10, 12, 13, 7], [10, 13, 14, -7, -4], [-5, 11, -1, -9], [8, -7, -13, 9], [-8, -12, 5, 7], [1], [-3]]",0.625,0.75,0.75,0.625,1.0,0.375,T-,T+,0.9961368556773545,0.870969295987448,345,55,345,55
"[[-4, -6, -13, 12, 11, 3, -10, 9, 1, -7, 5], [-3, 13, 5, 14, 12, 1, 9, 2, 11, 6, -8], [-9, 3, -2, -12, 13, -7, 5, -1, 8, -6], [-6, -3, 5, 4, -2, -12, 7, -11, -13, 8, 1, -14, 9], [-14, -6, -3, 11, 1, 5, -12, 10, 4, -13, 7], [14, 6, 12, 7, 9, 5, -8, -4, 11, -3, 10], [11, 7, -9, 14, -6, -3, 10, 2, 13, 4, -5, -1, 12]]",5,11,0.6875,7,11.428571428571429,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-3, 11, 8, -9, -10, 14, 1, -5, 12, -4, 2, -6, 13], [-10, 6, 8, 13, 1, 2, 4, 5, 11, 14, 7, 9], [4, 5, -10, 9], [1]]",4,16,0.8,4,7.5,"[[9, 4, 5, -10], [1]]","[[3, 6, 7, 10, 13, 14, -9, -2], [6, 11, 13, -14, -12], [11, 12, 13, -14, -10, -9, -8, -7], [-6, 5, -2], [-3, -5, -11], [11, -3, 14], [5, 6, 12, -13, -2], [-8, 10, -4], [8, 9, -5, -12], [2, 5, 8, 9, -13], [-5, -4, 14, -9], [2, -6, 10, -3], [7, 9, 13, -12, -8], [2, 7, -13, -10, -8], [10, 13, 14, -7, -6], [3, 10, 11, -13, -7], [8, -14, -9, -5, -3], [12, -10, -9, -8, -2], [8, 9, 10, -12, -2], [4, 13, -14, -12, -11], [-6, -4, -3, 7], [2, -14, -12, 5, -8, -3], [-13, -10, -9, 11, 12], [-4, 13, -2], [-1]]",1.0,0.75,0.75,1.0,1.0,0.75,T-,T+,0.9978500241949156,0.7889362898245159,229,171,229,171
"[[-10, -2, -13, -4, -7, -6, -5, -1], [2, -11, -6, -5, 1, -13, 10, -12, -8, -4, -3], [3, 4, -5, 14, 2, 13, -11, 1]]",12,4,0.75,3,9,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[1, 8, 5, -6, 10, -2, -7, -3, 13, 4], [-14, 3, -10, 12, 8, -5], [3, -7, 5, -10, -12], [-12, 6, -14, 10, 4, 9, -11, 3, -1]]",7,9,0.5625,4,7.5,"[[3, 5, -12, -10, -7, -6, -2]]","[[9], [-9]]",0.6875,0.5625,0.5625,0.6875,1.0,0.25,T-,T+,0.9977238298906831,0.9899718722876862,397,3,397,3
"[[6, 4], [11, 4, 9, -12, 14, -8, -3], [12, 1, -4, -3, -2, 6, -7, -14, 8, -5, -9, 13, -10], [6, 3, 10, -9, -12, -8, 2], [2, 3, -8, -12, 11, -13, -4, 6], [9, 8, 4, 12, 14, -7, 13, -6, -2, 1, 3], [-6, 11, 13, 8, -7, -9, -5, -12, 1], [4, 14, 9, -2, -1, -6, -10], [5, -3]]",1,16,0.9411764705882353,9,7.333333333333333,"[[4, 6], [-3, 5]]","[[-7, -6, 13], [-6, 12, 7], [-13, -3, -5], [-7, -4, -10], [8, 2, 3], [1, -11, 9], [1, 10, -9], [8, 12, -10, -2], [-8, -1, -9], [3, 5, -14, -13, -11], [-12, -11, -9, -6, -5], [2, 13, 14], [11, -6, -13, -9], [3, 4, 12, -11, -2], [11, 3, 14, 7], [11, -13, -10, -8, -7], [1, 10, 7], [1, -14, -12, 6], [-14, 4, 5, -10, 8, -6], [-8, 9, 7], [2, -6], [10, -2, -1], [1, 3, 4, 5, -13, -12, 11], [-7, -4, 9]]",0.8125,0.9375,0.9375,0.8125,1.0,0.75,T-,T+,0.9980761586065022,0.7994595543879925,292,108,292,108
"[[-3, 7, 11, -1, 5, 10, -2, 12, 4, -14, 9], [-12, 6, -2, -14, -4, -13, 11], [-4, -9, 12, 6, -5, -13, 7, -14, 1], [-4, -6], [6, -9, 4, 10, -12, -14, 2, -7, 13, 1, 5, -11, -8], [-8, 13, -14, 4, -6, 1], [-7, -8, -4], [10, 2, -1, -8, 12, -14, -3, 6, 7, 9, -4]]",3,16,0.8421052631578947,8,7.75,"[[-8, -7, -4], [1, 11, 13, -8, -6, -3], [-6, -4]]","[[2, 10, 12, -11, -8, -5], [11, -10], [-14, 13, -3], [1, 12, 14], [9, 2, 14, -1], [1, 9, 14, -13, -6, -5], [8, 12, 7], [1, -14, -10], [-8, 10, 3, -9], [-13, -11, -10, -5], [2, -10, 7, 8, -5, 13], [9, -6, -11, -2], [8, -3, -1], [-8, 10, -12], [-14, 10, -13], [1, 3, -12, 7, 8, 14], [6], [4]]",0.8125,0.8125,0.8125,0.8125,1.0,0.625,T-,T+,0.9931019444877279,0.8240306551455208,308,92,308,92
"[[-9, 4], [-12, 2, 13, 3, -10, 11], [13, 1, -5, 4, 6, -11, 7, 9, -3]]",6,16,0.7272727272727273,3,5.666666666666667,"[[2, 3, 9, 11, 13, -12, -10, -7, -4], [4, -9]]","[[2, -6, 3, -12], [-7, 11, 12, 5], [-3, 12, 5], [8, -6, -13], [-8, -6, 10], [6], [-4], [9], [7], [13, -1], [1, -5]]",1.0,0.625,0.625,1.0,1.0,0.625,T-,T+,0.996390135831097,0.8484421221680833,334,66,334,66
"[[6, -10, 2, -4, 5, 3, -1, -9], [11, 2, -10, 7, 8, 6, 5, 12, 4], [10, -7, -4]]",4,12,0.75,3,6.666666666666667,"[[-7, 10, -4]]","[[7], [-7]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9983672095592898,0.9196865374537576,370,30,370,30
"[[9, 13, 2, -8, 14, 6, -11, -10, 1, 12, 5, -4], [-4, 7], [-9, -2, 13, 8, -7]]",4,16,0.8,3,6.333333333333333,"[[-4, 7], [8, 13, -9, -7, -2]]","[[-6, 13], [-8, 2, 11], [9, -12, -2], [10, 13, 6], [1, 3, -12], [-8, -5, -2, -9], [2, -6, -13, -5], [5, 8, -12, -9, -3], [9, -1, 14], [1, -5, 12, -11], [3, -1], [4, 7], [2, -9], [-4, -11, -1, 8, 12, 13, -2], [-13, -10], [-7]]",1.0,0.75,0.75,1.0,1.0,0.75,T-,T+,0.9973973618853121,0.8300622228553186,327,73,327,73
"[[2, 7, -9, -12, -11, 1, 14, -13, 10, 8], [5, 6, -8, -1, 14, -11, 10, -3, 2], [-14, 2, -1, -9, 3, -10, -13], [-4, -14, -2, -5, -3, -1, 7, 10], [-7, 11, 12, 2, -10, -13], [-7, 3, -5, 9, -12, 1, 10, -8, -2, 4, 6, -14], [6, 1], [-1, 2, -3, -11, -6, -10]]",3,16,0.8421052631578947,8,7.5,"[[7, -13, -11, -6, -3, -1], [2, 12, -13, -10, -7], [7, 10, 11, 13, -14, -12, -1, -9, -8, -5, -4, -3, -2], [1, 6]]","[[10, 3, -12], [9, -14, 5], [-14, -5, -4], [-8, 11, -10], [-8, 10, 4], [2, 11, -4, 6], [-14, 10, 13, 7], [2, 8, 11, 12, 13], [2, 5, -11, -9, -4], [-3, -13, -11, 9], [1, -14, -12, -7], [1, -13, 5, -7, 12, -4, 9], [8, 14, -9], [-10, -9, 8, 12, 13], [-8, -11, -2], [1, 2, 3, 4, -5, 12], [-13, -3, -10], [-1], [-6]]",0.9375,0.8125,0.8125,0.9375,0.9285714285714286,0.875,T-,T+,0.9870462550479159,0.8587449897822126,321,79,321,79
