Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-1, -3, -4, 2], [5, -2], [-3, -5, -2, 4, 1], [3, -5, 2, -6], [-1, -6, 4, -3, -5]]",36,28,0.5625,5,4,"[[3, 2, -6, -5], [1, 4, -5, -3, -2], [2, -6, -1, -5], [5, -2], [2, -4, -3, -1]]","[[-6], [6]]",0.984375,0.4375,0.4375,0.984375,1.0,0.421875,T-,T+,0.9880985707589062,0.8754750092031575,280,120,147,48
"[[5, -2], [4, -1, -5, -2, -3]]",46,18,0.71875,2,3.5,"[[5, -2], [4, -3, -2, -1]]","[[4], [-4]]",1.0,0.28125,0.28125,1.0,1.0,0.28125,T-,T+,0.9945660889138155,0.9396977859324711,303,97,107,22
"[[-5, 6, -3, 2, 1], [-1, 5], [-1]]",30,34,0.53125,3,2.6666666666666665,"[[2, -5, -3, 6], [-1]]","[[2, 4, 5], [-6, -4], [1], [3], [-2]]",1.0,0.46875,0.46875,1.0,1.0,0.46875,T-,T+,0.9957551321559663,0.809794531677007,203,197,109,89
"[[-1, -6], [-6, -4, -3, -5, -1], [-4, 3, -1, -2]]",46,18,0.71875,3,3.6666666666666665,"[[-6, -1], [3, -4, -1, -2]]","[[-4], [4]]",1.0,0.28125,0.28125,1.0,1.0,0.28125,T-,T+,0.9952453942833224,0.9030693395336742,315,85,164,37
"[[6], [3, -2], [-2]]",16,48,0.75,3,1.3333333333333333,"[[6], [-2]]","[[1, 4, 5, -6, -3], [5, -4, -3, -1], [1, 3, 4, -6, -5], [-6, 4, -3, -1], [2, -5, -3], [3, -4], [1, -6, -4, -3], [1, 2, 4], [-5, 4, -3, -1], [2, -1]]",1.0,0.5,1.0,1.0,1.0,0.5,T+,T+,0.9970193098209303,0.7891099861522243,112,288,71,155
"[[4], [6], [5, -1, 3, 6]]",16,48,0.75,3,2,"[[6], [4]]","[[2, -4], [-6, -1], [1, 3, -4], [-6, -2], [-6, -3]]",1.0,0.375,1.0,1.0,1.0,0.375,T+,T+,0.9970252093607064,0.8618975054112044,125,275,57,142
"[[5], [2, -3, -5, -4], [-1, 2], [-1, 5, -4], [5, -3, 6, 2, -4]]",22,42,0.65625,5,3,"[[2, -4, -3], [2, -1], [5]]","[[3, 6, -2, -4, -1], [-6, -3, -1, -2], [-5, -4, -1, 6], [4, -3, 6, -2], [-5, -2], [1, -4, 6], [-5, -3], [-6, -4], [1, 2], [-6, 3]]",1.0,0.5,1.0,1.0,1.0,0.5,T+,T+,0.9945373246322694,0.8003848717939981,163,237,95,116
"[[2, 4], [-5, 6, 2], [-1], [-2, 6, -5]]",18,46,0.71875,4,2.25,"[[-5, 6], [2, 4], [-1]]","[[3, -4, 5, 6], [4, -3, 6], [1], [-6], [-4, -2]]",1.0,0.609375,1.0,1.0,1.0,0.609375,T+,T+,0.9949846559163077,0.7743770486205551,141,259,86,119
"[[6, -4, 3, -1], [-5, 1, -2, 6, -3]]",58,6,0.90625,2,4.5,"[[1, 6, -5, -3, -2], [3, -4, 6, -1]]","[[-6], [6]]",1.0,0.09375,0.09375,1.0,1.0,0.09375,T-,T+,0.9941604277038177,0.9799926140860169,391,9,203,6
"[[1], [-1, -3, 2, -5], [1, 6, 5], [-5, -1, -4], [5, 2, 6]]",18,46,0.71875,5,2.8,"[[2, -5, -3, -1], [-5, -4], [2, 6], [1]]","[[-5, -2], [4, -1], [3, 5, -2], [4, 6, -2], [-6], [2, -4, 5], [-2, -1]]",0.984375,0.578125,0.984375,0.984375,0.9736842105263158,0.59375,T+,T+,0.984068868776659,0.7787239542719974,136,264,77,129
"[[3, -6, 1], [2, 5], [-2, 3, -1, -6, 4], [3, -4, 1]]",37,27,0.578125,4,3.25,"[[2, 5], [-6, 3, 4, -2], [1, 3, -4], [1, 3, 4, -6, -5]]","[[3, 4], [-3], [-4]]",1.0,0.421875,0.421875,1.0,1.0,0.421875,T-,T+,0.9907198404894997,0.8488311407675783,256,144,147,58
"[[4], [-4, -1, -3, -2], [6, 1, 5, 4], [5, 3, -4, 2, -1]]",26,38,0.59375,4,3.5,"[[-3, -2, -1], [2, 3, 5, -1], [4]]","[[3, -6, -5, -2], [5, -1], [-3, 6], [-4], [2], [1]]",1.0,0.5625,0.5625,1.0,1.0,0.5625,T-,T+,0.9937565011730324,0.7696162620656928,194,206,112,97
"[[-2, 1, -4, -5, -6], [4, -2, -5, -1], [5], [-5, -2, -4]]",20,44,0.6875,4,3.25,"[[-2, -1], [-4, -2], [5]]","[[1, -6, -3, -2], [2, 4, 6, -3, -1], [-4, -3, -1, 6], [2, 3, -4], [2, 3, 4, -6, -1], [1, 4, -2], [1, 2, -3], [1, -6, 4], [-5]]",1.0,0.46875,1.0,1.0,1.0,0.46875,T+,T+,0.994987663870684,0.8307623766485382,156,244,91,115
"[[-5], [1]]",16,48,0.75,2,1,"[[-5], [1]]","[[3], [5], [-4, -3], [2, 4], [-1]]",1.0,0.71875,1.0,1.0,1.0,0.71875,T+,T+,0.9965105866966703,0.8137327879477081,119,281,46,78
"[[-1, -4, -3], [-3, -5, -4, -6]]",54,10,0.84375,2,3.5,"[[-4, -3, -1], [-6, -5, -4, -3]]","[[-2], [2]]",1.0,0.15625,0.15625,1.0,1.0,0.15625,T-,T+,0.9947840616252839,0.9438958774155861,359,41,198,20
"[[-2, -3, -4, 6], [-6]]",28,36,0.5625,2,2.5,"[[-4, -3, -2], [-6]]","[[2, 3, 4, 5], [1, 2, 5, -4, -3], [1, 2, 4, -5, -3], [2, -3, -1], [-5, -2], [4, -2], [3, -2], [3, -5, -4], [6], [2, 4, -1]]",1.0,0.453125,0.453125,1.0,1.0,0.453125,T-,T+,0.996107884070168,0.8355155712615964,218,182,115,88
"[[5, 6, 3], [4, -6, 5], [-6, 3, 1]]",42,22,0.65625,3,3,"[[1, -6, 3], [3, 5, 6], [-6, 4, 5]]","[[-1], [1]]",1.0,0.34375,0.34375,1.0,1.0,0.34375,T-,T+,0.9932389339003099,0.8821386720679987,302,98,150,45
