Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[11, 12, 14, -2, -1], [-4, -12, 5, 14], [1, 3, 4, 9, 11, 14, -12, -2], [6, 10, -13, -11, -4, -3], [5, 12, -8, -6, -3], [-6, -9], [-7, 6]]","[[9, -14, 3, -1], [2, 9, 10, 13, -12], [1, 7, 9, 12, 13, -11, -6, -3], [3, 6, 8, 11, -5, -4, -2], [3, -12, 4, 7], [9, 11, 14, -10, -8, -7, -6], [9, 10, 14, -5, -3], [-8, 6, 7], [2, -9, 8, 10, 13]]",0.910400390625,0.32568359375,0.910400390625,0.910400390625,0.8822134387351779,0.308837890625,T+,T+,0.9420722846014524,0.9165514232353248,46,54,46,54
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[4, 9, 12, -8, -7, -6, -5], [4, 11, 13, -10, -1], [2, 6, 7, -14, -12, -5], [1, 2, 8, 11, -13, -12, -7], [-14, 5, -11, -9, 10, -2], [2, 4]]",1.0,0.046630859375,1.0,1.0,1.0,0.046630859375,T+,T+,0.9946677889354523,0.9646051833300648,23,77,23,76
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8], [9]]","[[3, 5, 11, 14, -7, -4, -1], [3, 4, 5, 12, 13, -11, -9, -7], [7, 8, 14, -11, -5], [-6, 10, -13, 14], [8, -9]]",1.0,0.067626953125,1.0,1.0,1.0,0.067626953125,T+,T+,0.9946583494537093,0.9386859628611259,25,75,25,75
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[-8, 14, -9], [8]]","[[-8, 9, 6], [-14, 13, -9], [1, 2, 4, -14, -13, -12, -11], [-3, -14, 5, -2], [1, 2, 3, 9, 10, -6, -5, -4], [2, 4, 11, 12, 13, -8], [-11, -10, -8, -6, -3], [-8, -14]]",0.9979248046875,0.1573486328125,0.9979248046875,0.9979248046875,1.0,0.1552734375,T+,T+,0.9808570413104897,0.8333815766725816,49,51,49,51
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[2, 3, 5, 6, 11, 14, -13, -9, -8, -7], [-8, -6, 4, -3], [1, 6, 9, 12, -3], [1, 3, 4, 13], [5, 12, -2, -6, -1], [4, 5, 12, -14, -13, -9, -7], [4, 11, -12, -9, -1], [8, -7, 2, -10], [5, 7, 9, 10, 11, 12, 14, -2], [4, -11, -10, -2], [2, 13, -11, -9, -8, -3]]",0.99609375,0.29595947265625,0.99609375,0.99609375,0.9946247674178209,0.29522705078125,T+,T+,0.9928610671250301,0.8620975024693283,46,54,46,54
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[1, 2, 4, 5, 8, 11, -13, -12, -10, -7, -6, -3], [1, 7, 9, -11, -5, -3], [8, 13, -14, -7, -6, -5], [1, 2, 4, 7, 14, -12, -10, -8], [3, 7, -2, -5], [-8, 9]]","[[2, 3, 5, -13], [1, 6, 12, 13, -11], [8, 1, 9], [3, 5, 11, -2, -1], [2, 8, 14, -12, -7, -4], [2, 10, -12, 7], [8, -6, -13, 12], [7, 10, 12, 14, -11, -2, -8, -3, -1], [4, 5, 6, 14, -8, -3], [3, 14, -11, -10, -1], [6, 8, 10, 11, 12, -1, -7, -5, -4, -2], [-3, -10, -9]]",0.843017578125,0.37939453125,0.37939453125,0.843017578125,0.796742671009772,0.374755859375,T-,T+,0.9614159731342561,0.8691938025333944,67,33,67,33
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[9], [2]]","[[3, 7, 8, 10, 13, -12, -11, -6, -5, -2], [5, 7, 12, 13, -14, -11, -10, -9, -8, -6, -4, -1], [5, 8, 12, -7, -2], [1, 11, 14, -12, -10, -2], [5, 6, 8, 12, 14, -13, -9], [-12, -2, -9], [1, 2, -8, -7, 10, 13]]",0.9921875,0.15283203125,0.9921875,0.9921875,0.9805825242718447,0.15087890625,T+,T+,0.972715801434147,0.951824780973434,32,68,32,68
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[2, 3, 6, 7, 8, 11, 14, -13, -12, -9, -5, -4, -1]]","[[-8, 10, -13, -3], [2, -6, 7], [-7, 14], [-2], [1], [-10]]",0.9671630859375,0.075927734375,0.075927734375,0.9671630859375,0.8939732142857143,0.0546875,T-,T+,0.9879984736702944,0.9821424098694274,99,1,99,1
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100,0,100,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[4, 8, 13, -14, -9], [2, 3, 11, -8, -4], [-6, 13, -2], [5, 11, 13, -14, -12, -3], [-1, -10], [10, 3]]","[[1, 9, 11, -13, -3, -2], [6, 7, 10, -13, -9, -5], [1, 11, -12, -6, -5], [1, 6, 9, -12, -4], [4, 8, -12, -11, -7, -3], [2, -12, -3, -9], [6, 9, -7, -5, -2], [4, 5, 10, 11, -2], [8, 1, -10], [10, -3]]",0.8717041015625,0.2667236328125,0.8717041015625,0.8717041015625,0.8171140939597316,0.21826171875,T+,T+,0.9508267999560229,0.8842720967079315,43,57,43,57
