Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[12, 14, -1, -2], [1, 4, 9, 14, -13, -8, -5], [-6, -9], [-7, 6], [-12, -4, 14]]","[[9, 11, 14, -2, -10, -8, -7, -6, -5, -1], [2, 3, 5, 8, 10, 12, -14, -11, -7, -6, -4, -1], [1, 7, 8, 9, 10, 14, -13, -12, -5, -3, -2], [-5, 4, 6, 7], [9, -6, 13], [-8, -9, 6, 7], [8, 10, 11, 12, -13, -4, -2], [-14, -1, -10, 7], [2, 9, -13, -6, -3], [3, 4, 9, 10, -14], [2, 9, 10, -8, -3], [8, 3, 13, 7], [1, 6, 8, 10, 13, -9, -4, -3], [4, 5, -12, -11, -10, -9, -3, -2], [3, 6, 9, -14, -10, -8, -2]]",0.950927734375,0.21368408203125,0.950927734375,0.950927734375,0.8581673306772908,0.22979736328125,T+,T+,0.9726436412198929,0.905311848113251,88,112,88,111
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[1, 2, 5, 7, 11, -13, -10, -9, -8, -3], [2, 3, 9, 11, -10, -8, -1], [1, 3, 6, -14, -12, -7, -5], [2, 5, 7, 10, 12], [4, 5, -11, -9, -7, -6], [9, 13, 14, -11, -10, -8, -6, -3], [1, 2, 5, 8, 10, 11, -12], [10, 14, -12, -3, -1], [2, 4]]",1.0,0.063720703125,1.0,1.0,1.0,0.063720703125,T+,T+,0.9912067479158774,0.9492524897731934,63,137,63,137
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8], [9]]","[[8, 10, 12, -13, -11, -7, -6, -4, -2], [3, 5, 7, 10, 12, 13, -14, -2, -6, -1], [1, 2, 3, 8, -13], [8, -7, 12, -1], [14, -13, -9, -4, -1], [1, 8, 11, -12, -6, -3], [2, 6, 7, 10, -12, -1], [2, 4, 5, -13, -9, -6, -3], [4, 7, 8, 13, -5], [1, 5, 11, 12, -14], [2, 5, 6, 9, 14, -12, -7, -4, -3], [8, -9]]",1.0,0.12548828125,1.0,1.0,1.0,0.12548828125,T+,T+,0.9973160314237826,0.9152393720330884,53,147,53,147
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[1, 5, 11, -13, -12, -3], [14, -9], [8]]","[[-8, 9, 11], [9, 14, -12, -11, -2], [3, 4, -13, -12, -7, -5], [6, 9, 12, 13, -7, -5, -3], [2, 4, 5, 7, 10, -3], [1, 7, 9, -10, -5, -2], [-8, -3, -10, 7], [2, 3, 5, -10], [1, 2, 4, 10, 11, 13, -9, -5], [-8, -7, -12, -2], [-8, -14, -9], [4, 6, 8, 12, 13, -11, -2, -7, -1]]",0.9925537109375,0.195068359375,0.9925537109375,0.9925537109375,0.9714723926380369,0.198974609375,T+,T+,0.9877022401128523,0.9035542156121861,85,115,85,115
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[6, 8, 9, 10, 13, -12, -2, -7, -5, -1], [3, 5, 6, 9, -14, -12, -11, -10, -8, -7, -1], [4, 5, 7], [-6, 11, 7], [6, 7, 8, -14, -13, -10, -2], [2, 8, 14, -13, -11, -1], [1, 6, 13, -14, -10, -7], [1, 12, 14, -13, -7, -5, -2], [4, 12, -9], [4, -12], [11, 4]]",0.99609375,0.173828125,0.173828125,0.99609375,1.0,0.169921875,T-,T+,0.9964115491932233,0.9067195944420521,103,97,103,97
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-6, -5, 13], [1, 5, 11, 14, -12], [-6, 4, -3], [-8, 9]]","[[-7, -14, 5, -9], [3, -6, -13, 7], [6, 7, 13, -4, -3], [2, 6, 12, -9, -5], [-3, -1, 7], [5, 9, 12, -14, -2], [10, 3, -11, -2], [5, 14, -12, -9, -6, -4, -2], [6, -13, -8, -4, -1], [-12, -11, -10, -9, -7], [11, 2, 3, 7], [8, 9, 2, 12], [1, 3, 10, 12, 13, 14, -7, -5], [4, 6, 10, 11, 13, -2], [2, 4, 5, 14, -11, -8], [7, 8, 11, -10, -6, -1], [11, -3, 14, 6], [8, 6]]",0.9014892578125,0.30126953125,0.30126953125,0.9014892578125,0.8254310344827587,0.3115234375,T-,T+,0.9655619937499906,0.8459460677497215,127,73,127,73
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[2], [9]]","[[6, 7, 11, 14, -12, -2, -10, -8, -5, -3, -1], [1, 6, 13, -14, -12, -2], [4, 11, 13, -14, -2], [3, 4, 11, 14, -12, -7, -6, -5], [1, 3, 4, 5, 6, -14, -12, -10, -8], [10, -14, -13, -11, -9, -8, -6, -5, -3], [7, -9, -8, -4, -1], [5, 11, 13, -7, -6, -4, -3, -1], [3, 4, 6, -14, -11, -2, -1], [1, 3, 8, 12, 14, -13, -6], [1, 6, -12, -9, -7, -4], [-2, -9]]",0.9921875,0.0706787109375,0.9921875,0.9921875,1.0,0.0628662109375,T+,T+,0.9973059022296654,0.937269681601275,59,141,59,141
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[2, 3, 6, 7, 8, 9, 10, 12, 14, -13, -5, -4, -1]]","[[11], [-11]]",0.9671630859375,0.032958984375,0.032958984375,0.9671630859375,1.0,0.0001220703125,T-,T+,0.9939741496567402,0.9912952780116363,199,1,199,1
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,200,0,200,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[11, -12, -1, 14], [2, 14, -11, -10, -7, -5, -3], [-14, -8, -6, -4, -2], [-12, 6, -8, 9, 10, -2], [2, -14, 5, -11, -10, -4], [10, 3], [13, -9], [-1, -10]]","[[3, 4, 6, 9, 13, -12, -11, -10, -8, -7, -5, -2], [1, -3, -11, 9], [1, 5, -10, -2], [1, 2, 5, -14, -13, -9, -7, -6], [-3, 10, -4, -11], [9, 2, 11, 13], [2, 7, 9, -13, -11, -8], [3, 5, 7, 8, 11, -13], [1, 2, 3, 14, -13, -12, -9, -7, -4], [6, 12, -13, -5, -2], [5, 6, 12, -14, -11, -7, -1], [1, -3, 6, 7], [-6, -13, -12, -5], [10, 11, -3, 6]]",0.93701171875,0.2862548828125,0.93701171875,0.93701171875,0.8777364725320116,0.2955322265625,T+,T+,0.9436531160769827,0.8766859280505759,85,115,85,115
