Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",3,13,0.8125,7,9.142857142857142,"[[2, 3, 4, 5, 9, 10, -14, -12, -7, -6, -1]]","[[-6], [6]]",0.25,0.8125,0.8125,0.25,1.0,0.0625,T-,T+,0.9958474250279175,0.9938561256032339,399,1,398,1
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]",8,16,0.6666666666666666,3,5,"[[3, -14, -13, -10, -9, -6, -5, -2]]","[[-10], [10]]",0.75,0.5,0.5,0.75,1.0,0.25,T-,T+,0.9964679484685501,0.9944273781770632,399,1,399,1
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]",7,9,0.5625,4,6.75,"[[2, 14, -13, -10, -9, -8, -7, -3], [4, 6, 11, -12, -8, -3]]","[[9], [-9]]",0.8125,0.5625,0.5625,0.8125,1.0,0.375,T-,T+,0.994185542561147,0.9882013804473132,397,3,397,3
"[[-14, -12, 8, -7, 10, -6, 13, 5, -3, 2, 1], [2, -1, -10, 6, -13, -11, -3, 8, -7], [-11, -13, 12, 3, 1, -8], [-4, -1, -12, -8, -10, -3, 11, 9], [-4, -14, 5, 13, -9], [11, -3, 6, -4, -13, -5, -10, 9, 12, 7], [5, -9, -4, 6, -7, 11, -1]]",4,16,0.8,7,8,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-2, -5, -8, 6, 7, -9, -1, 3, 4, -11, 14, 10], [11, 8, 12, -14, 3, 1, 4, 2, -7], [-3, -10, -4, 9, -13, -11, 7, -5, -12], [11, -1, -4, 8, 12, -9, -10, -7, -13, 2, 5, 14]]",9,16,0.64,4,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-14, 3, 7, -4], [12, -11, 3, -2, 9, -6], [12, -7, -11, -13, 14, 1, 3, -4, 9]]",10,6,0.625,3,6.333333333333333,"[[3, 7, -14, -11, -4]]","[[7], [-7]]",0.875,0.375,0.375,0.875,1.0,0.25,T-,T+,0.9973677077171587,0.991094281132833,398,2,398,2
"[[14, -9, -4, 8], [9, -3, 12, -6, 10, -14, 7, 2, 13], [8, 1, 11, 5, 9, 7, 14, -12, 10, 6, -2], [12, -1, -4]]",4,16,0.8,4,6.75,"[[12, -4, -1], [1, 8, 14, -9, -5, -4]]","[[-9], [9]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9957258941128736,0.964382322691965,389,11,389,11
"[[1, -7, 5, 6, -10, 4, 11, 9, 2, 14, -8], [-2, 1, 9], [11, -12, -2, -7, 1, 5, 3]]",10,6,0.625,3,7,"[[1, 9, -2]]","[[7], [-7]]",0.875,0.375,0.375,0.875,1.0,0.25,T-,T+,0.9979556057343889,0.9782718186695585,393,7,393,7
"[[-1, -9, -8, 6, -14, -4, 5], [2], [-7, -14, 11, -12, 4, -5, -8, -10, -9, -1, -13]]",4,16,0.8,3,6.333333333333333,[[2]],"[[7], [-7]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9986487296229122,0.7361433360977847,300,100,300,100
"[[7, -13, -6, -5, 12, 9, 10, 1, 14, -8], [-14, 1, -3], [11, 2, 9, 8], [12, 4, -6, -7, -2, 5, 11, -9, 3, 1, 14]]",4,16,0.8,4,7,"[[1, -14, -3], [6, 9, 13, 14, -12, -7, -5, -4, -1], [8, 2, 11, 7]]","[[-10], [10]]",0.75,0.75,0.75,0.75,0.8333333333333334,0.75,T-,T+,0.993255735324147,0.9702709154392204,391,9,391,9
"[[-10, -3, 5, 6, -8, -9, 4, 14, 2], [-2, 12, -13, -9], [-8, -5, 6, -10, -2, 4, -1, -12, 9, 3, -13, 14]]",6,16,0.7272727272727273,3,8.333333333333334,"[[3, 12, -13, -9, -2]]","[[11], [-11]]",0.625,0.625,0.625,0.625,1.0,0.25,T-,T+,0.9973716366071292,0.9862245732929199,397,3,397,3
"[[3, -8, -2, 7, 9, 1, 5, 10, 12, -11, 13, -6], [14, -7, -6, -1, 9, 4, 2, 5, -8, -11, -3], [5, -4, -7, -1, 11, 2, -3, 14, 8, 12, -9], [1, -4, -10, -14, 6, -12, -9, -11, -5, -3, 8, -7, -2], [10, 3]]",5,16,0.7619047619047619,5,9.8,"[[10, 3]]","[[6], [-6]]",0.8125,0.6875,0.6875,0.8125,1.0,0.5,T-,T+,0.9983388951013805,0.9447370616189115,382,18,382,18
"[[-3, -1, -12, -9, 14, -10, -7], [1], [-13, 11, 6, 5, -8, -14, 9, 10, -3, -12], [6, 5, 9, 1, -12, 2, 7, -14, -11, 13, 4], [2, -11, -10], [4, -9, 11, 12, 1, 14, 8, 6, -7, 5]]",2,16,0.8888888888888888,6,7,"[[2, -11, -10], [1]]","[[9], [-9]]",0.875,0.875,0.875,0.875,1.0,0.75,T-,T+,0.9972661611123398,0.7331879770654598,299,101,299,101
"[[-7, -4, 5, -14, -9, -6], [-5, 6, 4, 9, 12, 1, 8], [-7, -11, 1, 3, -10, -5, 9]]",4,16,0.8,3,6.666666666666667,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[13, 2, -9, -3, 14], [11, 10, 13, 4, 9, 12, 5, 8, 2], [-14, 1, 7], [12, -10, -14, -6, 4, 1, 9, -8, 7, 2, -3], [-10, 12, 11, -2, -3, 9, -13, 14, 7, 6], [-6, 9, -11, -2, -3, 10, 4], [10, -14, 4, -8, -9, -2, -11, -13], [13, 11, -12, -2, -6, -7, -9], [14, -12, 11, 4, -13, -2, -7, 8, 9, 6, 5, 1]]",1,16,0.9411764705882353,9,8,"[[2, 11, 13, 14, -9, -7, -6, -3], [1, -14, 7]]","[[-13], [13]]",0.6875,0.9375,0.9375,0.6875,1.0,0.625,T-,T+,0.9951271127572531,0.9660014367987365,390,10,390,10
"[[-10, 3, 8], [1, -9, 8, 12, -7, 5, -11, -3, 13, 6, -14, 4, -10], [-10, -13, -6, -4], [-14, 10, 2, -5, -7, -4, -12], [-2, 5, 7, 6, 11, 12, 10, 9]]",1,16,0.9411764705882353,5,7,"[[12, -14, -13, -10, -8, -6, -4, -3, -2], [8, 3, -10]]","[[12], [-12]]",0.6875,0.9375,0.9375,0.6875,1.0,0.625,T-,T+,0.9948946321018591,0.9741423404511881,392,8,392,8
"[[-10, -1, -14, 11, 12, -7, -5, -4, -3], [-5, -6, 4, 10, 13, -3, -2, -7, 12, 8, 14, 9, 1], [-5, 4, 11, 9, -6, -12, -2], [14, 10, -7, -9, -6, -5, -3, -13, -2, -1]]",10,16,0.6153846153846154,4,9.75,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-1, 3, -4, 5, -2, 12, 14], [6, -10, 1, 11, 12, -2, -8]]",11,16,0.5925925925925926,2,7,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-8, -7, -12, -4, 10, -1, -5], [-1], [2, 1, 5], [-2, 7, -13, 6, 4, -10, 3], [2, -12, -5, 8, -10, -14, -3, 7, 11, 13], [5, -3, -4, -13, -6], [11, 4, 9, 8, 6, -3, 7, 13, -14], [6, 2, 13, -3, 4]]",1,16,0.9411764705882353,8,5.875,"[[-1], [1, 4, 6, 9, 12, 13, -11, -10, -5, -3], [2, 5]]","[[-11], [11]]",0.875,0.9375,0.9375,0.875,1.0,0.8125,T-,T+,0.9942886634937464,0.6569187357945095,270,130,270,130
"[[3, -4, 10, -1], [-6, -14, 2, -5, -7, 12, -8, -11, 13, 3]]",11,5,0.6875,2,7,"[[10, 3, -4, -1]]","[[-5], [5]]",0.8125,0.3125,0.3125,0.8125,1.0,0.125,T-,T+,0.9977118874457814,0.9875547784512865,397,3,397,3
"[[12, -3, -2, 11, 1, 4, -5, -14], [10, -12, 14, 7, -4, -13, -1, 6]]",11,16,0.5925925925925926,2,8,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[7, -2, -1, 8, 14, 5], [3, -1], [8, -7, 4, 13, -1, -6, -11, 9, -14], [13, 10, 12, 9, 7, 5, -3, -6, 11], [-11, 9, 5, -2, 7, 6, -10, -3, -13, 12]]",4,16,0.8,5,7.2,"[[3, -1]]","[[2], [-2]]",0.5,0.75,0.75,0.5,1.0,0.25,T-,T+,0.9983446387353431,0.9236350285887325,374,26,374,26
"[[-4, -6, -13, 12, 11, 3, -10, 9, 1, -7, 5], [-3, 13, 5, 14, 12, 1, 9, 2, 11, 6, -8], [-9, 3, -2, -12, 13, -7, 5, -1, 8, -6], [-6, -3, 5, 4, -2, -12, 7, -11, -13, 8, 1, -14, 9], [-14, -6, -3, 11, 1, 5, -12, 10, 4, -13, 7], [14, 6, 12, 7, 9, 5, -8, -4, 11, -3, 10], [11, 7, -9, 14, -6, -3, 10, 2, 13, 4, -5, -1, 12]]",5,11,0.6875,7,11.428571428571429,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-3, 11, 8, -9, -10, 14, 1, -5, 12, -4, 2, -6, 13], [-10, 6, 8, 13, 1, 2, 4, 5, 11, 14, 7, 9], [4, 5, -10, 9], [1]]",4,16,0.8,4,7.5,"[[4, 5, 9, 12, -13, -10, -2, -8, -1], [1]]","[[2, 12], [-13, -3], [-1], [3], [-2], [-14], [-4], [10], [8], [7], [-5], [-6]]",0.875,0.75,0.75,0.875,1.0,0.625,T-,T+,0.9955440171313507,0.7251979200352964,295,105,295,105
"[[-10, -2, -13, -4, -7, -6, -5, -1], [2, -11, -6, -5, 1, -13, 10, -12, -8, -4, -3], [3, 4, -5, 14, 2, 13, -11, 1]]",12,4,0.75,3,9,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[1, 8, 5, -6, 10, -2, -7, -3, 13, 4], [-14, 3, -10, 12, 8, -5], [3, -7, 5, -10, -12], [-12, 6, -14, 10, 4, 9, -11, 3, -1]]",7,9,0.5625,4,7.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[6, 4], [11, 4, 9, -12, 14, -8, -3], [12, 1, -4, -3, -2, 6, -7, -14, 8, -5, -9, 13, -10], [6, 3, 10, -9, -12, -8, 2], [2, 3, -8, -12, 11, -13, -4, 6], [9, 8, 4, 12, 14, -7, 13, -6, -2, 1, 3], [-6, 11, 13, 8, -7, -9, -5, -12, 1], [4, 14, 9, -2, -1, -6, -10], [5, -3]]",1,16,0.9411764705882353,9,7.333333333333333,"[[4, 6], [5, -3]]","[[-10], [10]]",0.8125,0.9375,0.9375,0.8125,1.0,0.75,T-,T+,0.9972704701655567,0.8640447297610251,352,48,352,48
"[[-3, 7, 11, -1, 5, 10, -2, 12, 4, -14, 9], [-12, 6, -2, -14, -4, -13, 11], [-4, -9, 12, 6, -5, -13, 7, -14, 1], [-4, -6], [6, -9, 4, 10, -12, -14, 2, -7, 13, 1, 5, -11, -8], [-8, 13, -14, 4, -6, 1], [-7, -8, -4], [10, 2, -1, -8, 12, -14, -3, 6, 7, 9, -4]]",3,16,0.8421052631578947,8,7.75,"[[-6, -4], [-8, -7, -4]]","[[-4], [4]]",0.6875,0.8125,0.8125,0.6875,1.0,0.5,T-,T+,0.9969565940113779,0.9255990735261598,373,27,373,27
"[[-9, 4], [-12, 2, 13, 3, -10, 11], [13, 1, -5, 4, 6, -11, 7, 9, -3]]",6,16,0.7272727272727273,3,5.666666666666667,"[[4, -9]]","[[3], [-3]]",0.875,0.625,0.625,0.875,1.0,0.5,T-,T+,0.9981990212702495,0.907834125872131,369,31,369,31
"[[6, -10, 2, -4, 5, 3, -1, -9], [11, 2, -10, 7, 8, 6, 5, 12, 4], [10, -7, -4]]",4,12,0.75,3,6.666666666666667,"[[-7, 10, -4]]","[[-8], [8]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.997672455059386,0.9845692832460038,396,4,394,4
"[[9, 13, 2, -8, 14, 6, -11, -10, 1, 12, 5, -4], [-4, 7], [-9, -2, 13, 8, -7]]",4,16,0.8,3,6.333333333333333,"[[-4, 7]]","[[11], [-11]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9983387160539049,0.9239872703379514,374,26,374,26
"[[2, 7, -9, -12, -11, 1, 14, -13, 10, 8], [5, 6, -8, -1, 14, -11, 10, -3, 2], [-14, 2, -1, -9, 3, -10, -13], [-4, -14, -2, -5, -3, -1, 7, 10], [-7, 11, 12, 2, -10, -13], [-7, 3, -5, 9, -12, 1, 10, -8, -2, 4, 6, -14], [6, 1], [-1, 2, -3, -11, -6, -10]]",3,16,0.8421052631578947,8,7.5,"[[1, 6]]","[[6], [-6]]",0.6875,0.8125,0.8125,0.6875,1.0,0.5,T-,T+,0.9983332162138925,0.932361352870566,377,23,377,23
"[[-11, -5, -4, -14], [-1, 13, -9, 14, -11, -2, -3, -6, -8, 4, -5]]",7,16,0.6956521739130435,2,7.5,"[[-14, -5, -4, -11]]","[[-4], [4]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.9976912243227981,0.9919563727210983,398,2,397,2
"[[-14, -3, -10, -8, 7, -12, 9, -2, 5], [7, 4, -1, 2, 5, -6, 12, 3], [5, 2, -12, 7], [1, -2, 12, -9, 10, 5, -3, -13, -7]]",4,16,0.8,4,7.5,"[[2, -12, 5, 7]]","[[13], [-13]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.997703480712947,0.988855858879707,397,3,397,3
"[[-11, -6, 8, -3, 10, 1, -4], [2, -10, -5, -8, 7, -4, -13, -14, 1, 9, 6, -12, -11], [-14, -11, -6, 13, -2, 8, 10], [-7, -13, -5, -4, -14, -12, 3, 1, 10, 11, 6, 2], [-10, -2, 1, -7, -12, -11, 5, 3, -9, -8], [2, -10, 11, -14, -9, -12, -5, 1, 4, 7, 6, 13, 8], [-2, 5, -13, 11, 7, -14, -10, 3], [-4, 10, -14, -12, -5, -7, -13, 8]]",2,14,0.875,8,9.75,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[6, -2, -11, -8, -7, -3, 12, -1, 10, -4, 13], [9, 12, 14, 7, -6, -13, -8, -11, 1, -10, 4, 5, -3]]",13,3,0.8125,2,12,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,399,0
"[[6, -13, -7, 9, -8, 5, -2, -1, 4], [14, -8, 6, 5, -7, 13, 2], [8, -11, 6, 14, 5, 10, 1, 4, -3, -12, 2]]",6,10,0.625,3,9,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-2, -13, 7, -5, -10, -6, 14, 1, 4], [7, -14, -8, -2, -3, -5, 11, -13, 1, 4, -9, -10, 12]]",14,16,0.5333333333333333,2,11,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-7, 1, 9, -5, 10, -11, 13, 12, 2], [1, 13], [-12, 4, -2, -9, -13, -5, 10], [7, -10, 4, 5, 13, 1, 2, 14, 12, -11], [5, -3, -2, -13], [10, -2, 5, -12, -7, -8, 6, 13, -3, 1, -14], [3, -7, 12, 11, -5, -10, -4, 1, -2, 6, -9, 14]]",5,16,0.7619047619047619,7,7.857142857142857,"[[5, 6, 9, 11, -13, -10, -8, -7, -4, -3, -2], [1, 13]]","[[-5], [5]]",0.875,0.6875,0.6875,0.875,1.0,0.5625,T-,T+,0.9947918169978258,0.9162169226916526,371,29,371,29
"[[-2], [13, -3, 7, -14], [-7, -3, 1, -14], [-12, -3, 10, -14, 8, -1, -13, 11], [-10, -9, -2, -7, -6, -13, -4, 1, 11, -8, 5, 12], [-7, -13, 14, -3, -1, -11, -12, -10, 5, -9], [-4, 13, 1], [10, -9, -5, 14, 4, -2, 11, -3, 13]]",3,16,0.8421052631578947,8,6.375,"[[2, 5, 7, 8, -14, -10, -6, -3, -1], [1, -4, 13], [-2]]","[[11], [-11]]",0.9375,0.8125,0.8125,0.9375,1.0,0.75,T-,T+,0.9942542518206587,0.7121815148514664,293,107,293,107
"[[13, -14, -12, 5, 11, 2, 10, -6, -4], [6, -4, 11, 5, 12, -14]]",8,8,0.5,2,7.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-3, 6, -11, 10, 4, -7], [-1, 13, -6, 11, 2, -5, -14, -7, 9], [-13, -11, 2, -4, 3, 9, 7], [12, 3, -1, 2, 7]]",8,8,0.5,4,6.75,"[[2, 3, 7, 9, 14, -13, -11, -6, -5, -4, -1]]","[[10], [-10]]",0.5625,0.5,0.5,0.5625,1.0,0.0625,T-,T+,0.9958661555779024,0.9938838380821808,399,1,399,1
"[[8, -7, -11, 5, 4], [5, -13, -2, -1, 6, -12, 11, 10, -8, 9, 14, 7], [7, 6, 11, 12, -8, 13, 9, 10, 5, 1, 2]]",4,16,0.8,3,9.333333333333334,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[13, -1, -14, -11], [-10, 8, 6, 12, -4, -1, 9, 2, -3, -11, -7], [-12, -6, -13, -1, 11, 10, 7, -8, -5, -14, 4], [-5, 7, 14, -13, -11, 10, -6, 1, 12, 9, -3, -2, 8], [-3, -6, -5], [10, 4, -13, -14, -7, -3, 12, 1, -6, -11, -5, 9, -8], [14, 11, -13, 12, 4, -2, -9, -6], [-10, 4, 9, -11, -2, -7, -12, -8, 1, -3], [-7, -13, 9, -6, -10, 3, 4, -1, -5, -8, -11, 12]]",3,16,0.8421052631578947,9,9.444444444444445,"[[-6, -5, -3], [13, -14, -11, -1]]","[[11], [-11]]",0.9375,0.8125,0.8125,0.9375,1.0,0.75,T-,T+,0.9962309777749186,0.9757480452434469,393,7,393,7
"[[9, 10, 7, -1, 3], [-5, 1, 10, -14, -4, -6, -3, -7, 11], [-6, -10, -14, 11, 12, -3, -2, 5, 1, 4, 13, -8], [-12, -10, 6, -5, -1, 7, -2]]",7,16,0.6956521739130435,4,8.25,"[[3, 7, 9, 10, 11, 13, 14, -2, -5, -1]]","[[-1], [1]]",0.5625,0.5625,0.5625,0.5625,1.0,0.125,T-,T+,0.9960328911914718,0.9940273017627925,399,1,399,1
"[[10, -2, -12, 9, 8], [1]]",4,12,0.75,2,3,[[1]],"[[-11], [11]]",0.75,0.75,0.75,0.75,1.0,0.5,T-,T+,0.9984605486632518,0.7012489356400209,290,110,290,110
"[[7, 14, -13, 9, -4, 5, -1, 2, 12, -10, 3, 6, -8], [-6, -13, 1, -2, 4, 8, -7, -14, -10], [-13, 3, -14], [-14, -11, 13, 4, -2, -7, 5, 6, -12, 10, 1, -9], [-1, -4, -5, -14, -12, -10, -2, -9, -11, -13, 7], [-13, -11, -9, 4, 7, -3, -10]]",3,13,0.8125,6,9.166666666666666,"[[-14, 3, -13]]","[[6], [-6]]",0.6875,0.8125,0.8125,0.6875,1.0,0.5,T-,T+,0.9979841996021421,0.9760596761137066,393,7,393,7
"[[-12, -4, -11, 6, 1, 9, 7, -5, 14], [7, -2, -14, 8, -5, -11, 4], [7, -8, -9, 1, 14, -13, -4, 10, 11, 2, -5, -3, -6], [-11, 3, 2, -5, 9, -14, -10, -4, 1, 7, -8], [-12, 13, 11, 9, 2], [-6, -13, 3, 8, -12], [1, 9, 7], [7, 14, 6, -5, 4, -8], [-5, 3, 1, -2, 7, 13, -9, 14, 4, -12, -8, 10, 11]]",1,16,0.9411764705882353,9,8,"[[2, 5, 8, 11, 13, -14, -12, -10, -7], [1, 9, 7]]","[[-14], [14]]",0.8125,0.9375,0.9375,0.8125,1.0,0.75,T-,T+,0.9948977485405045,0.9788009509373625,394,6,394,6
"[[14, -5, -2, 3, -6, -12, -13, -7, -8, -1, 10], [-11, 2, -14, -9], [9, 3, -12, 11, 7, 1, -8, 14, -5, 4, 13, -10], [-2, 10, -7, 6, 8, 9, 11, -1, -3, 12, -4]]",4,16,0.8,4,9.5,"[[2, 12, -14, -11, -9, -7, -1]]","[[1], [-1]]",0.5,0.75,0.75,0.5,1.0,0.25,T-,T+,0.9967309819719652,0.9904800394796774,398,2,398,2
"[[11, -4, -10], [-1, 4, 8, 12, -14, 2, 3, 7], [-13, -5, -3], [12, -3, 4, 11, 8, -1, 10, -2, -6, 13, -14], [-12, 14, 13, 8, 3, -7, -4, -9, 10, 11, -2, -1]]",3,13,0.8125,5,7.4,"[[11, -4, -10], [-13, -3, -5]]","[[3], [-3]]",0.9375,0.8125,0.8125,0.9375,1.0,0.75,T-,T+,0.9966277903801591,0.9425424306480098,382,18,381,18
"[[-8, -7, -14, 11, -3, 2, -5, 13, 6], [9, -8, 6, -13, -14, -11, -3], [-11, -4, -3, -13], [6, 3, -4, 10, -7, -11, -14, 2, 5], [6, 11, -3, 7, -5], [1, -8, -11, 4, -5, 10, -3, -2, 14, 12, 7], [-7, -2, 8, 3, 9, -10, -11, -4, 14, -1]]",5,16,0.7619047619047619,7,7.857142857142857,"[[1, 2, 6, 7, 9, 12, -14, -13, -11, -10, -8, -3], [-13, -12, -11, -4, -3]]","[[11], [-11]]",0.625,0.6875,0.6875,0.625,1.0,0.3125,T-,T+,0.9935850370350738,0.9842217881965657,396,4,396,4
"[[7, -1, 5, -13, -14, 6, 4, -8, 3, 2], [13, 5, 10, -14, -7, 11, -3, -1, -9, -4, 12, 2], [11, -3], [9, 4, -14, -3, -8, -6, -2, -12, -11, -5, -10]]",7,9,0.5625,4,8.75,"[[11, -3]]","[[5], [-5]]",0.9375,0.5625,0.5625,0.9375,1.0,0.5,T-,T+,0.9983583764639992,0.9338877314401818,376,24,376,24
"[[9, -14, -6, -10, 13, -7, 2, -11, 8, -3, 4, 1, -12], [8, -3, -14, -11, -4, -1, -10, -6, 9, 13, 7, 5], [10, 8, 5, 12, 3, 1, -9, -7, -11, 6, -13, -2, -14], [5, 2, 11, 4, 10, 9, 7, -8], [-13, -4, 12, 1, -3, -11, 6, 14, 5, -2, 8, -10], [10, -4, -6], [-6, 3, -11, 5, -4, 14, -1, 9]]",3,13,0.8125,7,9.857142857142858,"[[10, -6, -4]]","[[-3], [3]]",0.6875,0.8125,0.8125,0.6875,1.0,0.5,T-,T+,0.9980532424216393,0.9871167211598645,396,4,396,4
