Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-10, 2, 13], [3, 13, -4], [-6, 7, -11, 1, 3], [12, -3, -10, -7, 5, 6, -2], [-8, -4, 6, -5, -14, -2], [-7, 3, 14, -12, 13, 4, 8, -10], [8, 1, -4, -5, 2, -11, 3, 12, -6, 7]]",12096,4288,0.73828125,7,6,"[[5, 6, 12, 13, -10, -3], [2, 4, 5, 13, -10, -1], [3, -4, 13], [1, -12, -11, -10, 4, 8]]","[[8, -11, -1], [-8, 1, -6], [9, 4, -3], [12, 5, 6, -9], [-12, -10, 14, -9], [2, 7, 10, 11, -5, -3], [3, 11, 14, -6, -5, -1], [-14, 3, -12, 6], [10, 4], [13, -3, 14, -2], [1, 13, -11, -10, 9, -5, -7], [1, -9, 11, 13, 14], [-13, -4]]",0.880859375,0.2508544921875,0.2508544921875,0.880859375,0.7956164383561644,0.2227783203125,T-,T+,0.9768104066809133,0.8908258169391882,123,27,123,27
"[[-10, -12, 7, -8, 2, 5, -6, 3, -11], [2, 7, -5], [-9, -2, -7, 11], [6, 10, -11, 3, -12, -2, 9, 4], [6, -8, 11, 1, -13, 5, -3, 14, -4], [-12, 11, -7, 1, 6, 13, 2, 5, 9, -3, 14], [12, -3, 9, 6, -13, -4, 10, 14], [1, 7, -14, -4, -2, -3, 6, 12, -8, -10, -5, -9]]",13124,3260,0.801025390625,8,8,"[[-7, 11, -2, -9], [3, 4, 6, 8, 9, 10, 13, 14, -12, -11, -1, -2], [2, -5, 7]]","[[1, 3, 13, -9], [10, 5, 6, 7], [10, 2, -1], [-5, 3, -2, 7], [4, 9, 12, 13, -3], [5, 11, -12, -6, -2], [3, 5, 14, -10, -7], [1, 2, 7, -14, -11, -4], [1, -12, -9, -5, -3, -2], [12, 14, -6, -5, -4, -1], [4, -14, -10, -9, -6], [-8, -7, -12, -10], [9, 11, -10], [-9, 8, 12, 13, -1], [-7, -13, -11], [-6, 10, 11, -4]]",0.98876953125,0.35101318359375,0.35101318359375,0.98876953125,0.9872221249781201,0.34869384765625,T-,T+,0.9867410846303829,0.8721232414655516,127,23,127,23
"[[8, 14, -5, 13, -4, -6, -12, 1, -7, 9], [-10, -2, 14, -13, 6, 12], [6, -4, 13, -5, 11, 10, -7, 3, -12], [-8, 14, -2, 12, 11, 4, -10, -7], [3], [-3, 5, -6, -12], [4, 12, 5, -8, -9, 11, -13, 3, 2, 1, 10, -7, -14], [-11, 12, -13, 9]]",6528,9856,0.6015625,8,6.875,"[[5, 13, -12, -11, -10, -6], [5, 7, 9, 14, -13, -11], [5, 11, -9, -7, -6], [3]]","[[-14, -1, -2, -9], [13, -4, 5], [2, 11, -14, -12, -10, -1], [-8, -13, -2, -5], [4, 6, 13, 14, -11, -10, -9, -8], [9, 11, 4, 13], [2, -13, 3, 5, 7, -8, 10], [-3]]",0.91064453125,0.265625,0.265625,0.91064453125,0.95125,0.1953125,T-,T+,0.9640481965554011,0.8409963120419642,81,69,81,69
"[[6, -4, -14, -11, 8, 5, -3, 2, 1, -9, 10], [-12, 4, 13, 3, 14, -7, -6, 5, -9, 2, 10, -1, 11], [-7, -12, 4, 6, -5, -14, 1, -2, 8, 3], [1, 12, 11, -3, 6, 14, -8, 10, -9], [8, -7, -3, -6], [-7, -1, 14, -5, 9, -10, -8]]",15174,1210,0.9261474609375,6,9,"[[4, 6, 9, 12, 14, -13, -11, -2, -10, -8, -7, -5, -3, -1], [8, -7, -6, -3]]","[[-5, 6, -2, -9], [8, 9, -13, -7, -2], [8, 12, -11], [-8], [13], [7], [3]]",0.98870849609375,0.07080078125,0.07080078125,0.98870849609375,0.9989764585465711,0.05963134765625,T-,T+,0.9888589848020958,0.9429065643855523,140,10,140,10
"[[-6, -4], [-1, -13, 3, -11], [10, 11], [-1, 5, -6, 7, -14, 10, -8, -9, 3, -12]]",8446,7938,0.5155029296875,4,4.5,"[[-8, 3, -4, -1], [7, 8, 9, -13, -6], [10, 11], [-6, -4]]","[[8, -5, 6], [-8, 3, -12, 5], [9, -6, 4, -7], [2, 3, 8, 13, -14, -11], [5, 9, 11, -14, -13, -3, -1], [1, 4, 7, 10, 12, -11, -3], [6, 12, 13, -11, -9, -8, -5], [5, -12, -10, -9, -2], [-8, -14, 12, 5], [7, -14, -13, -9, -8, -5, -3], [9, 14, -12, -2, -7, -1], [2, 7, 9, 14, -11, -8], [7, 13, -14, -12, -5], [4, 14, -13, -5, -2], [-7, 2, 11, -10], [4, -10]]",0.9373779296875,0.31396484375,0.31396484375,0.9373779296875,0.9109780439121756,0.3057861328125,T-,T+,0.9470934807139548,0.8446175713372029,90,60,90,60
"[[-8, 1, 9, 10, -12, 5, -13, -4, -7], [11, -13, -4, 9, -14], [13, -4, 10, -11, -9, -6], [10], [-6, -5, -11, 13, 14, 8], [6, -1, -12]]",6816,9568,0.583984375,6,5,"[[4, 6, 8, -12, -11, -10, -1], [11, -13, -12, -9, -1], [9, 12, 13, -11, -5, -3], [10]]","[[-8, -3, -10], [-13, -10, 14], [1, 6, -12, -11, -7, -2], [11, 4, 14, -5], [2, 6, 7, 9, 12, -14, -13], [12, 13, 14, -11, -10], [-7, 11, 5, 9], [3, 4, 9, 12, -14, -11, -7, -1], [3, 4, -13, -11, -9, -7], [-6, 2, 3, 13], [-14, 13, -10]]",0.91796875,0.256103515625,0.91796875,0.91796875,0.8565,0.244140625,T+,T+,0.9706482838175008,0.8912430969929578,72,78,72,78
"[[10, -4, -2, -9, -7, 5, 3, 11, -12, -1, -6, -8], [-6, -14, 4, 7, 3, -1, -10, -11, -13], [-6], [11, -4, 14], [-4, -10, 14, 5, 3, 7, 2, 11, 12, 8, -6, 13], [2, 5, 1, -8, -12, -13]]",7056,9328,0.5693359375,6,7.166666666666667,"[[11, -4, 14, 6], [2, -13, -12, -9], [-6]]","[[4, 12, 6], [2, -12, -11, 6], [-8, -5, 6], [7, 8, -13, -5, -3], [2, 3, 10, 11, -14, -1], [5, 9, 10, 12, -1, -7, -2], [1, 2, 7, 13, -11, -9, -4], [2, 4, 10, 13, 14, -11, -3], [5, -14, -10, -8, -1], [1, 10, -13, 6], [-14, 6]]",0.97265625,0.13818359375,0.13818359375,0.97265625,0.856078431372549,0.1556396484375,T-,T+,0.9766167917948594,0.919331452651618,79,71,79,71
"[[8, -6, 10, -3, 12, 5, 13, 7, -1, 4], [6]]",8176,8208,0.5009765625,2,5.5,[[6]],"[[2, 3, 5, 7, 10, 12, 13, -11, -9, -1], [8, -13, -11, -9, -5, -3], [1, 8, 12, 13, -10, -9, -7], [2, 3, 10, -13, -7], [1, 10, 12, -9, -8, -2], [-8, -5, -3, -10], [-6]]",0.9990234375,0.06787109375,0.06787109375,0.9990234375,1.0,0.06689453125,T-,T+,0.9974765749245066,0.9554456735489091,90,60,90,60
"[[-11, -5, -7, -14, -3, -10, -12, -8, -9, -13, 1, 4, -6], [2, 9], [-5, 6, -12, -14, 11, -9, 8, 2, 4, 10, 7, -1, 3], [-1, -9, 2, 13, 6, -14, -12, 11, -4]]",12252,4132,0.747802734375,4,9.25,"[[9, 2]]","[[-8, 4, -10], [8, -14, 7], [2, 5, -14, -13, -8, -3], [5, 7, 11, 13, -8, -6, -4], [12, -1], [-7], [-9], [-2]]",0.997802734375,0.197265625,0.197265625,0.997802734375,1.0,0.195068359375,T-,T+,0.997052971189702,0.8960071176503219,126,24,126,24
"[[-3, -1, 6, -10, -4, 13, 7, -12, -9, 14, 11, -8], [7, 3, 1, 8, -5, -4, 14, 12], [12, -14, -8, 13, 2, 1, -7, 11, -3], [-5, 1, -13, -7, 6, 3, 9, 2, 11, 10, -14, 8, -4]]",16282,102,0.9937744140625,4,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,0,150,0
"[[-10, 13, 1, 3, 14, 12, 7], [10, 14], [7, 13, -1, -14, 11, 6, 4, 2, 3, -5, 10, -9, -8], [-9, 6, 14, 1, 10]]",12158,4226,0.7420654296875,4,6.75,"[[10, 14]]","[[1, 11, -3, 6], [6, 8, 10, 11, -13, -5, -1], [1, 5, -9, -6, -2], [1, 12, 13, -11, -7, -6, -5], [3, 6, 8, -12, -9, -2], [3, 9, 11, 12, -6, -2], [-13, -4, -11, 7], [4, -13, -11, -9, -3, -1], [8, 2, -3, 7], [-14], [-10]]",0.9920654296875,0.0743408203125,0.0743408203125,0.9920654296875,1.0,0.06640625,T-,T+,0.9970511706665476,0.9071636983177322,117,33,117,33
"[[-2, -9, 1, 3, 7, -12, -10, 6, -4, -8, 13], [6, -13, 8, 11, -9, 1, -4, 3, 2, -5, 7], [10, 7, 8, -2, -11, 13, -3], [-5, -12, -6, -11, 2, -7, -14, 10, -3, -8, -13, -4], [11, -3], [12, -9, 2, -11, -4, 13, 14, 3, -6, 5, 8], [4, -3, 9, -12, -2, 11, 13, 1, 6, -10, -14, 8, 7], [-1, 8, 10, -2, 5, -9, -13, 12]]",12084,4300,0.737548828125,8,9.375,"[[5, 6, 8, 13, -12, -3, -1], [11, -3]]","[[4, 5, 6, 14], [8, -6, -5, -10], [1, 5, 6, 8, 11, 13], [11, -14, -5, -1], [5, 12, -9, -7, -6], [6, 10, 13, -8, -1], [8, 12, -10, -9], [1, 2, 11, 14, -12, -6, -4, -3], [3], [-11]]",0.984619140625,0.10009765625,0.10009765625,0.984619140625,0.9626666666666667,0.091552734375,T-,T+,0.992486261800821,0.9395926333409966,118,32,118,32
"[[-8, 7], [5, 8], [6, -13, -2]]",7168,9216,0.5625,3,2.3333333333333335,"[[8, 5], [-8, 7], [-13, 6, -2]]","[[1, 3, 9, -12, -11, -10, -8, -7, -6, -5, -4], [-12, 13, -2, -9], [-8, -7, 2, -1], [1, 2, 6, 10, -12, -9, -7], [1, 5, 12, 13, -11, -9, -8], [3, 6, 9, 11, -12, -8], [-8, -6, -13, -1], [10, 11, 13, -4, -3], [1, 2, 9, -13, -7], [-3, 4, 13, -10], [8, 2, -5], [10, -4, -2, 7]]",1.0,0.306884765625,0.306884765625,1.0,1.0,0.306884765625,T-,T+,0.9922772954260398,0.883418657026898,78,72,78,72
"[[-9, -4, -1, 12, 7, 14, 8, -6, 10, 11], [-6, -9, -14, 2, 11, 5, -7, -10], [-6, 5, 7, -10, -3, -2, 12, 11, -13, 4, 9, -8, -14], [8, 4, -2, -11, -7, 10]]",16046,338,0.9793701171875,4,9.25,"[[3, 4, 8, 10, -11, -1, -7, -2]]","[[-7], [7]]",0.9832763671875,0.0206298828125,0.0206298828125,0.9832763671875,1.0,0.00390625,T-,T+,0.9938443409742879,0.9743780891234805,147,3,147,3
"[[5, -8, -4, 6, 9, -1, 2, 12, -3], [2, 3, 12], [-9, 1, 3, -2, -10, 4, 11], [-4, 7, 13, -8], [-5, 1, 10, 6, 11, 12, -8, 9, 2, -14], [4, -7, 9, -12, 2, 11], [3, -7, 5, 13, 2, -9], [-8]]",6912,9472,0.578125,8,5.75,"[[2, 3, 8, 9, 12, -13, -6], [11, 3, -10, -9], [2, 10, -13, -12, -7, -1], [-7, 2, 3, 13], [-8]]","[[5, 6, 10, 12, 13, 14, -11, -2, -4, -1], [3, 9, -13, -6, -2], [8, 1, 11, -9], [8, 4, 12, -9], [-6, -12, -4, -10], [3, 10, 11, 13, 14, -12, -5], [7, 8, 10, -14, -6, -2], [8, -12], [8, -3]]",0.927734375,0.11767578125,0.927734375,0.927734375,0.64576802507837,0.15576171875,T+,T+,0.9547185664035892,0.912305143440588,74,76,74,76
"[[7, 13, 8, 4, -14, 11, -5, -9, 10], [-11, -14, 2, -1, 3, 6, 13, -10, -5]]",16320,64,0.99609375,2,9,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,0,150,0
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",15492,892,0.945556640625,7,9.142857142857142,"[[2, 5, 8, 9, 10, 11, -14, -13, -7, -6]]","[[10, -11, 14], [8, 9, 12, -14, -3, -1], [8, 10, 11, -9], [-10], [-2], [-8], [7]]",0.946533203125,0.072998046875,0.072998046875,0.946533203125,0.8418803418803419,0.028564453125,T-,T+,0.9929643501475619,0.9847084578655094,148,2,148,2
"[[-9, 1, -3, -8, -13, 5, 6, 2, -12], [-8, 1, 9], [4, -3, 12, -11, -14, 7, -10, -5, 6, -8, -13, 1], [5, 12, -6, -1, -2, 11], [-2, -7, 9, 12, 13, -14, 11, -5], [14, 5, 2, 11, 6, -10, -13, -1, -9, -12, 8], [-9, 1, 4]]",11960,4424,0.72998046875,7,7.428571428571429,"[[1, 4, 6, 8, -9], [1, 7, 13, -14, -12, -8], [1, 9, 11, -13, -8, -7, -5], [8, 11, -14, -9, -6, -2], [1, 7, 10, -8, -2], [1, 2, 4, 14]]","[[11, -3, 6], [9, 7, 6, -10], [10, 12, -14, -13, -11], [2, 7, 8, -14, -12], [1, -13, -2], [-8, 12, 13], [-7, -11], [-1]]",0.80908203125,0.279296875,0.279296875,0.80908203125,0.7242874845105328,0.197021484375,T-,T+,0.9548962888073991,0.8683420590851574,118,32,118,32
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]",14912,1472,0.91015625,3,5,"[[1, 3, -14, -13, -4], [1, 3, 13, -8, -2]]","[[-5, 13, 6], [-7, -13, -3, 6], [8, 10, 11, 13, -7], [9, 2, -5, 14], [1, -6, -10], [-8, -13, -5], [-2, -1], [4], [12, -9], [9, 3, 7], [-14, -11, 8, 9, -6]]",0.9375,0.176025390625,0.176025390625,0.9375,0.8887959866220736,0.14599609375,T-,T+,0.9836451442717754,0.9357130102740172,142,8,142,8
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]",14238,2146,0.8690185546875,4,6.75,"[[-13, -12, -11, -10, -9, -3], [6, 11, 13, -12, -8, -4, -3]]","[[8, -12, 4, -1], [12], [1], [10], [-6], [-11]]",0.8924560546875,0.1368408203125,0.1368408203125,0.8924560546875,0.8409090909090909,0.04296875,T-,T+,0.9902219885448649,0.9540862867688803,143,7,143,7
"[[6, 14, 5, -9, -12, -3, 1, -4, -13, 2, 7], [5, 11, -10, -4, -13, -7, -12, -3, -14], [7, -5, -8, 11, 9], [-10, 2, -5, -1], [-6, -10, -5, 1, 11, 13, 3, 7, -8, 2, -4], [-4, -6, -3, -12, 8, -11, 7], [-11, 3, 9, -2, -7, 5, -6, -8, 10, -12, 14]]",14740,1644,0.899658203125,7,8.285714285714286,"[[1, 3, 7, 9, 11, -14, -13, -12, -10, -8, -6, -5, -4, -2], [2, -5, -10, -1]]","[[8, 1, -14, -4], [3, 4, 14], [-8, -11, -10], [2, 11, -8, -5, -3], [12], [5], [6], [10]]",0.96221923828125,0.110595703125,0.110595703125,0.96221923828125,0.9606177606177606,0.07904052734375,T-,T+,0.9887990083310847,0.9472812774802025,142,8,142,8
"[[-9, 5], [-7, -11, -3, 10, -14, 12, -2, 5], [2, -11, -6, 9, -13, 14, 1, -8, -5, 7, 10, -12, 4], [-13, 7, -3, -9, -5, -14, -11, 8, 10, 1]]",12238,4146,0.7469482421875,4,8.25,"[[5, -9]]","[[4, -11, -9, -7, -2], [7, 8, 11, 14, -12, -6], [12, 6, -1, -2], [1, 6, 13, -12, -8], [2, 5, -10, -8, -6], [-14, 3, -11], [-5], [9]]",0.9969482421875,0.082275390625,0.082275390625,0.9969482421875,1.0,0.0792236328125,T-,T+,0.9970500797454332,0.9684691058295049,119,31,119,31
"[[-4, -7, -11, -1, 12], [14, -13, -9], [-12], [6, 10, 2], [-8, -14, -9, 12, 2, -10, 6, -4, 7, 13, -5], [-11, -2]]",4304,12080,0.7373046875,6,4.166666666666667,"[[12, -11, -2], [2, 6, 10, 12, -14, -4], [6, 12, 14, -13, -9], [6, 10, 13, 14, -11, -8, -4, -3], [-12]]","[[-6, 11, 12, -3], [-7, 2, -10, 6], [2, 4, 13, -11, -6, -5, -1], [-14, 11, 4, 7], [1, 3, 11, 12, 14, -5, -2], [9, 10, 12, -1], [1, 3, 8, -13, -11, -10, -7, -5, -4], [1, 7, 8, 13, -6, -4, -3], [4, 5, 12, -14, -9, -8, -7], [1, 2, 3, -14, -9, -6], [3, 13, -8, -7, -5, -2], [2, 12, 13, 14]]",0.927734375,0.2584228515625,0.927734375,0.927734375,0.8774752475247525,0.24658203125,T+,T+,0.9826249301295658,0.8829724578729687,53,97,53,97
"[[-14, -12, 8, -7, 10, -6, 13, 5, -3, 2, 1], [2, -1, -10, 6, -13, -11, -3, 8, -7], [-11, -13, 12, 3, 1, -8], [-4, -1, -12, -8, -10, -3, 11, 9], [-4, -14, 5, 13, -9], [11, -3, 6, -4, -13, -5, -10, 9, 12, 7], [5, -9, -4, 6, -7, 11, -1]]",15402,982,0.9400634765625,7,8,"[[2, 3, 5, -11, -10, -9, -8, -7, -6]]","[[8, 1, 3], [1, -4, -3], [13, 4, 5], [-1], [14], [6], [9, -6]]",0.9390869140625,0.0775146484375,0.0775146484375,0.9390869140625,0.8119266055045872,0.026611328125,T-,T+,0.9933708406855045,0.986292336383543,148,2,148,2
"[[14, 6, 11, -7, 1, -2, 10], [-6, -4, -11, -2, -12, -10, 1, 7], [14, -12], [12, -3, -10, 14, 9, 4, 5], [3, -12, -10, -5, 4], [-1, -6, -9, -11, 8, 3, 5, -14, 13, 10], [-9, 1, -14, -6, 4, -3, 8, 12], [9, 10, 5, -4, -12, -14], [12, -8, -3]]",9504,6880,0.580078125,9,6.222222222222222,"[[3, -12, 13, -1], [1, 3, 6, 10, 14, -13, -7], [1, 9, 10, -13, -12, -11, -8, -4, -2], [4, -10, -2, -9], [-8, 12, -3], [-12, 14]]","[[8, 1, -14, 13], [-14, 3, -1], [-7, 12, 5, -2], [-6, 2, 4, -3], [1, 10, -11], [3, 4, 6, 8, 9, -13], [-8, -7, -6, 13], [1, 3, 7, -11, -9], [1, 11, 12, -9, -5], [2, 6, 8, -4, -3], [12, -4, -11, -1], [-14, -12, 6, -10, 9, -3, -2], [-6, 5, 7]]",0.9052734375,0.3841552734375,0.3841552734375,0.9052734375,0.8579408212560387,0.404296875,T-,T+,0.9365884785922394,0.7926263647326655,93,57,93,57
"[[-2, -5, -8, 6, 7, -9, -1, 3, 4, -11, 14, 10], [11, 8, 12, -14, 3, 1, 4, 2, -7], [-3, -10, -4, 9, -13, -11, 7, -5, -12], [11, -1, -4, 8, 12, -9, -10, -7, -13, 2, 5, 14]]",16312,72,0.99560546875,4,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,0,150,0
"[[-14, 3, 7, -4], [12, -11, 3, -2, 9, -6], [12, -7, -11, -13, 14, 1, 3, -4, 9]]",15112,1272,0.92236328125,3,6.333333333333333,"[[3, 9, 12, -11, -2], [-14, 3, -4, 7]]","[[6, 10, 11, -12, -5], [10, 3, -13], [-8, -3], [4, 7], [-6], [14], [-7]]",0.98583984375,0.06982421875,0.06982421875,0.98583984375,0.8392857142857143,0.08203125,T-,T+,0.98432475027893,0.9573859163100048,142,8,142,8
