Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-7, 1, -3, 5, 4, 2, 6], [-5, -8, -6, 7, 2, 4, -1], [-8, 4], [-1, 8, -6, -4, 7, -3, 2], [-3, -7, 5, 4, 1, 6, 2]]",189,67,0.73828125,5,6,"[[1, 2, 4, 5, 6, 8, -7, -3], [2, 7, 8, -6, -5, -4, -3, -1], [-8, 4]]","[[-5, -1, 7], [-7, -1, 6], [5, -3, 6], [-5, -2, 7], [2, 4, 5, 7, -3, -1], [-6, -5], [8], [3], [1, 5], [-4]]",0.99609375,0.23828125,0.23828125,0.99609375,1.0,0.234375,T-,T+,0.9926883647045225,0.8473142110376485,327,73,281,65
"[[5, -4], [4, 3, -2], [-5, -4, -1, -6, -2, 8], [5, 8, -2, -6, -4, 3], [-2, -4, 5], [5, -1, 6, 2, -3, 7]]",154,102,0.6015625,6,4.333333333333333,"[[8, -2, -6, -4, -1], [3, 4, -2], [2, 4, 6, 7, -8, -3, -1], [-4, 5]]","[[-7, 2, -3], [-1], [8, -6], [6, -2], [-5], [-8], [4]]",0.9921875,0.38671875,0.38671875,0.9921875,0.98989898989899,0.38671875,T-,T+,0.9918788665215588,0.7209302586094394,263,137,226,111
"[[2, -1, 7, -8, 6, -5], [2, 4, 8, 1, -5, 3], [1, -5], [7, -2, -3, 6, -4, -5], [-5, -1, 8], [-7, 5, -8, 3, -6, 2]]",151,105,0.58984375,6,4.833333333333333,"[[2, 3, 5, -8, -7, -6, -4], [1, -5], [2, -5, 6, 7], [8, -5]]","[[4, 7, 8, -6, -3, -1], [1, 3, 6, 7, 8, -4, -2], [-8, -5, -1], [8, 1, 2, 6], [1, 2, 7, 8, -6], [-8, -7, 3], [2, -6, -4, -1], [-2, -7, -5, -4, -1], [-8, -6], [3, -1], [4, 6], [2, 4], [5]]",0.98828125,0.31640625,0.31640625,0.98828125,1.0,0.3046875,T-,T+,0.992504568242626,0.7880741131593693,255,145,220,119
"[[-5, -2, -7, -4, -3], [-5, -4]]",192,64,0.75,2,3.5,"[[-5, -4]]","[[6], [-7, -1], [4], [1], [5]]",1.0,0.21875,0.21875,1.0,1.0,0.21875,T-,T+,0.9978796054699149,0.8859197788896042,324,76,231,50
"[[-4], [-4, 2]]",128,128,0.5,2,1.5,[[-4]],"[[-3], [3]]",1.0,0.5,0.5,1.0,1.0,0.5,T-,T+,0.9972988762524135,0.9398408716728834,210,190,37,22
"[[-7, -1, 4, 5, -6], [-8, 5, 7, 1], [-7, 2, 5, 1, -8, -6, -4], [-2, 8, -1, 5, -7], [-2, 1, 3, -4], [6, 1, 2, 3, -7, -4, -5], [-8, 6, 7, 4, 5, 2]]",206,50,0.8046875,7,5.428571428571429,"[[1, 3, -4, -2], [-8, 1, 5, 7], [4, 5, -7, -6, -1], [1, 2, 3, 6, -7, -5, -4], [2, 4, 5, 6, 7, -8, -1], [1, 2, 5, -8, -6, -4], [5, 8, -1, -7, -4, -2]]","[[3], [-3]]",0.9921875,0.1953125,0.1953125,0.9921875,1.0,0.1875,T-,T+,0.9834633470495455,0.8838632763338657,347,53,307,44
"[[6, -8, 1, 3, -7, 4, 2], [1, -3], [5], [5, -4, 1]]",95,161,0.62890625,4,3.25,"[[1, 2, 3, 4, 6, -8, -7], [1, -3], [5]]","[[3, -8, -7, -4, -2], [3, 4, 6, 8, -2, -7, -1], [2, 4, 8, -7, -6, -3], [4, 6, -8, -7, -5, -3, -2], [2, 4, 8, -6, -1], [3, 1, -5], [2, -4, 7], [8, -5, 6], [-8, 2, -4, 6], [6, -2, -8, -7, -3, -1], [6, 8, -7, -4, -3], [1, 8, -5, -4, -2], [2, 4, 6, 7], [-5, -2, 7], [-5, -1], [-8, 2, 4, 7], [-6, 3, -4]]",1.0,0.3203125,1.0,1.0,1.0,0.3203125,T+,T+,0.9947054848244877,0.7927696245431712,166,234,149,190
"[[8], [-7, -1, -3, -6], [-2, 1, 7, 8], [5, 4, -7, 8, -2]]",120,136,0.53125,4,3.5,"[[-7, -6, -3, -1], [8]]","[[1, 2, 4, 6, -5, -3], [2, 4, 5, 6, 7, -3], [2, 3, 6, -5, -1], [3, 4, 5, 6, 7, -2, -1], [1, 3, 4, 6, -5, -2], [-7, 3, 4, -5], [1, -6, -2], [-7, -6, 3, 5], [-6, -5, -4, -2], [2, 7, -6, -3, -1], [1, 4, 5, 6, -7], [1, 2, 3, 7, -5], [2, -4, 5, 6], [-4, -3, 6], [-8]]",1.0,0.3203125,0.3203125,1.0,1.0,0.3203125,T-,T+,0.9966327415648764,0.7853596069439521,204,196,181,170
"[[6, -1], [1, 5, 4, -2, 8, 7], [8, -4], [8], [-7, -5, -4, -3]]",90,166,0.6484375,5,3,"[[-7, -5, -4, -3], [6, -1], [8]]","[[1, 2, 3, 5, 6, -7, -4], [5, -2, -7, -3, -1], [1, 2, 4, -7, -5, -3], [3, 4, 5, -2, -8, -7, -1], [1, 3, 5, -7, -6, -4, -2], [1, 2, 4, 5, 7], [1, 2, 3, 4, 5, -7, -6], [1, 6, -7, -5, -4], [-8, 1], [2, -4, 7], [-8, -5, 4], [-7, 5, -4, -3], [1, 4, 6, 7], [-7, -6, -5, -2], [-8, 3, 4, 7], [-8, -7, 3, -4], [4, 7, -6, -5, -1], [3, 5, 7, -6, -4], [2, -3, 7], [-8, 5, -3], [1, -5, 6, -2], [3, -4, -2, -5], [-8, -6]]",1.0,0.40625,1.0,1.0,1.0,0.40625,T+,T+,0.9954503754116866,0.751830156532393,177,223,156,182
"[[4, 1, 3, -6, -5], [-5, -6, -7, 4, 1], [1, 7, 4], [8, -3, -5, -4, 1, 7], [-4, 3, -5, 6, -8, -2, 7], [-5, 3, 1, -4, 7]]",203,53,0.79296875,6,5.166666666666667,"[[1, 4, 7], [3, 6, 7, -8, -5, -4, -2], [1, -6, -5, 4], [1, -5, 7]]","[[-8, -3, -2, 7], [-1], [4, 6], [2], [5], [-4], [8]]",0.984375,0.1953125,0.1953125,0.984375,0.9259259259259259,0.2109375,T-,T+,0.9754178691799126,0.896695815670891,343,57,292,43
