Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-12, -4, 14], [-8, 9, -13, 14], [-7, 6], [-6, -9]]","[[1, 2, 5, 6, 7, 8, 10, 13, -12, -9, -4, -3], [8, 1, -13, 9], [-14, 3, 4, 13], [10, 11, 14, -3, -1], [10, 11, 12, -13, -4, -2], [1, 6, 12, 13, -5, -3], [4, 6, -12, -11, -10, -3], [3, 4, 6, 7, 9, -11], [1, 5, 8, 10, 11, -14], [10, 13, -12, -11, -5, -3], [2, 3, 9, -10, -8], [2, 3, 10, 12, -6], [-14, 3, 13, -2], [5, 8, -7, -6, -3, -1], [4, 5, 8, 10, -1, -9, -7, -2], [9, -14, -13, -12], [5, 10, -14, -13, -11, -8, -7, -3, -2], [9, -6, 13], [-14, -9, 4, -10, 7, -3], [3, 6, -13, -9, -8, -5, -4, -2], [9, 12, -1], [-13, -1, -5, -8, -7, 11, 14], [7, -2, -10], [1, 2, 5, 11, -13, -10, -9, -6, -3], [-8, 6, 7]]",0.999755859375,0.32989501953125,0.999755859375,0.999755859375,1.0,0.32965087890625,T+,T+,0.9966042826807257,0.8012987911223123,200,250,200,249
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-4], [-2]]","[[2, 8, 11, 12, -14, -13, -10, -7, -5, -3, -1], [1, 2, 7, 9, -14, -13, -12, -11, -10, -8, -6, -5, -3], [3, 5, 6, 9, -14, -12, -11, -10, -8, -7, -1], [2, 8, 9, 14, -11, -7, -5, -3, -1], [1, 2, 8, 11, -13, -12], [8, 9, 4, -10], [4, 7, 13, -10, -8], [2, 6, 9, 13, -14, -3], [4, 6, 8, -10, -9, -7, -3, -1], [2, 7, 8, 10, 11, -6], [2, 7, 13, -12, -11, -9], [5, 12, 13, -11, -8, -6], [2, 3, 6, -14, -10, -9, -7, -5], [1, 3, 4, 12, 14, -13, -11, -5], [4, 5, -13, -8, -7, -6, -3], [10, 11, 13, -12, -8, -7, -5], [2, 4]]",1.0,0.104736328125,1.0,1.0,1.0,0.104736328125,T+,T+,0.9914573956788795,0.9306093055806025,130,320,130,320
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8], [9]]","[[1, 4, 7, 11, -14, -13, -12, -6, -5, -3, -2], [2, 5, 7, 12, -14, -13, -11, -10, -4, -3, -1], [-7, -14, -1, -9], [8, 14, -10, -6, -5], [5, 13, -12, -10, -9, -2], [8, -7, -13, -3], [3, 4, 6, 7, 13, -14, -2], [7, 8, 12, 13, -5, -3, -2], [2, -5, 7, -9], [4, 6, -13, -11, -7], [1, 2, 8, 14, -12, -10, -3], [1, -13, 6, -9], [2, 14, -12, -9, -1], [8, -9]]",1.0,0.178466796875,1.0,1.0,1.0,0.178466796875,T+,T+,0.9961146055597443,0.9191733345370097,130,320,130,320
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[3, 5, 6, 9, 11, -14, -13, -12, -4, -1], [1, 3, 6, 7, 9, 10, 13, -14, -12, -11, -5, -4], [9, -5, -3, -10], [-11, 2, -14, 5], [11, -14, -12, -4, -2], [4, 12, -11, -6, -5], [3, 11, 12, 13, -5], [2, 4, 5, 13, -12, -3], [5, 14, -10, -7, -4, -3], [-8, -12, -4, -10], [9, 10, -13, -7, -1], [3, 4, 7, 9, 11, 14, -10, -1], [1, 3, 4, 7, 13, -8, -6], [1, -8, -7, -6, -5, -4, -2], [4, 5, 7, 13, -9, -3], [1, 4, 9, 12, -13, -7], [6, 11, 14, -8, -1], [3, 4, 7, 8, -13, -12, -11, -10, -6, -2], [-8, -14, -9], [-8, 9]]",0.9979248046875,0.19476318359375,0.9979248046875,0.9979248046875,1.0,0.19268798828125,T+,T+,0.9890942295033682,0.8933965034929119,183,267,183,267
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[9, 10, 3, -2], [10, -11, -2], [-4]]","[[2, 3, 5, 6, 7, 9, -12, -8, -1], [10, 11, 4], [-13, 4, 6], [14, -10, -7, -6, -3], [2, 5, 7, 9, -13, -12, -11], [9, 4, -2, -1], [5, 8, 12, 13, -9], [1, 3, 7, 13, -12], [9, 13, 2, -3], [4, 8, -13, -11, -6], [7, 12, -14, -9, -6, -1], [14, -13, -11, -8, -3, -1], [2, 5, 7, 13, 14], [1, 3, 5, 9, 10, -7, 14], [7, -8, 11, 12, -2], [3, 6, 9, 10, 14, -12, -5, -2], [-14, 8, -7, 11, 13], [5, 8, 11, 14, -1, -9, -6, -2], [3, -12, -10, -5], [2, 4], [4, -10]]",0.9814453125,0.20379638671875,0.9814453125,0.9814453125,0.9297649391107335,0.21551513671875,T+,T+,0.990553956552572,0.8990127152069229,218,232,217,232
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-6, -5, 13], [1, 3, 5, 12, 13, -8, -4, -2], [1, 4, 6, 7, 14, -9, -8, -2], [-7, 2, -6, 4], [-8, 9]]","[[2, 4, 7, 13, -14, -11, -10, -8, -1], [-8, 6, -9], [8, -6, 10, 7], [1, -6, -4, 5], [-6, -1, -9], [-13, -3, -10], [1, 4, -11, -7, -2], [2, 3, 5, 7], [2, 13, -3, 14], [7, -10, -2, -3, -1], [1, 7, -14, -13, -5], [11, -5, -1, 14], [1, -4, 13, -9], [1, 10, -12, -7], [12, -14, -11, -7, -1], [1, 4, 6, 11, 13, 14], [6, -12, -11, -7, -2], [1, 5, 7, 9, 12, 14, -11, -6], [10, 3, 13, -1], [8, 9, 5, -7], [1, 2, 3, 11, 12, 14, -13, -8], [8, 6]]",0.980224609375,0.28009033203125,0.28009033203125,0.980224609375,0.978675645342312,0.27191162109375,T-,T+,0.9911429352170908,0.8170604582641678,292,158,292,158
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[10, -7, -14, 3], [2], [9]]","[[4, 6, 7, 14, -12, -11, -10, -8, -1], [6, 11, 13, -12, -9, -8, -7, -5, -4, -3, -1], [1, 3, 7, 10, 13, 14, -12, -6, -5, -2], [8, 10, 12, 14, -13, -11, -2, -7, -5, -4, -1], [4, 8, 11, 13, -10, -7, -6, -5], [5, 6, 12, -10, -2], [10, -9, -3, 7], [-13, -6, 11, -9], [1, 5, -12, -8, -3], [3, 4, 7, -10, -8, -6], [3, 13, -11, -9, -7, -6, -5], [3, -14, -13, -11, -8, -6, -1], [5, 8, -14, -10, -4, -3, -1], [8, -14, -12, -11, -5, -2], [3, 6, 14, -12, -4], [1, 4, 11, -14, -12, -10, -7, -2], [1, 4, -14, -13, -8, -6, -5], [1, 5, 6, 11, 12, 13, -3], [1, 3, 5, 10, 11, -13, -4], [3, 4, 5, 7, 10, -11], [-2, -9]]",0.9921875,0.1898193359375,0.9921875,0.9921875,0.9604694255713403,0.1976318359375,T+,T+,0.9859927273514819,0.8981156795938207,150,300,150,300
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[4, 5, 8, 9, 10, -14, -12, -11, -2, -7, -6, -3, -1], [3, 6, 8, -13, -1]]","[[-13, 9, -6, 12, -2], [-5, -13], [13], [-3], [4], [-14], [-9], [1]]",0.9984130859375,0.035888671875,0.035888671875,0.9984130859375,1.0,0.0343017578125,T-,T+,0.9961510554555694,0.9858042845825754,443,7,442,7
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450,0,450,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[11, 13, -2], [2, 4, 6, 8, 13, -10, -3], [4, -12, -1, -3, -2], [10, 3], [13, -9], [-10, -1]]","[[7, 8, 11, 14, -2, -9, -6, -5, -4, -3, -1], [2, 3, 6, 7, 8, 13, 14, -12, -11, -5, -4], [4, 5, 6, 10, -14, -12, -11, -2, -9, -8, -7, -1], [1, -13, -10], [8, 1, 14], [2, 4, -11, -10, -8], [-11, -9, -6, -3, -2], [1, -11, -8, -4, -2], [6, 8, 11, -10, -5], [4, 5, 8, -13, -9, -3], [10, -14, -13, -7, -5], [5, 8, 10, 14, -13, -1], [2, 6, 9, 12, 14, -1], [4, 5, 9, 12, -7], [3, 5, 8, 9, -12, -11, -10, -4], [1, 2, -13, -9, -4], [1, 7, 11, 12, -9], [9, 2, -5, 13], [10, -3], [2, 8, 10, 11, 12, -13, -6, -5, -1], [9, -14, 1]]",0.9775390625,0.3228759765625,0.9775390625,0.9775390625,0.9680486877139597,0.3209228515625,T+,T+,0.9737937885928099,0.8153490662100085,199,251,199,251
