Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-4, -12, 14], [9, 12, 14, -13, -8], [4, 14, -13, -8, -6], [-7, 6], [-6, -9]]","[[2, 4, 5, 8, -12, -10, -7, -6, -3, -1], [9, 11, 14, -2, -10, -8, -7, -6, -5, -1], [1, 2, 3, 5, 7, 10, 12, 14, -13, -11, -6], [-8, 6, 7], [9, -6, 13], [9, -14, 5], [-5, -12, 7], [9, -5, 12], [2, 8, 9, -13, -6], [6, 8, 10, -14, -2], [3, 5, 7, 8, 13, -10, -2], [2, 3, 9, 11, -12, -10, -8], [3, 5, 10, 12, -4, -1], [1, 2, -14, -11, -4, -3], [10, 11, 14, -3, -1], [4, 7, 8, 11, 12, 13, -14], [4, 10, -14, -12, -1, -7, -2], [4, 5, -12, -10, -9, -3, -2], [7, -13, -10, -8, -3], [-9, -3, 6, 7], [-8, 3, 6, -2]]",0.995849609375,0.28375244140625,0.995849609375,0.995849609375,1.0,0.27960205078125,T+,T+,0.9938944133425851,0.8161625911453048,160,190,160,189
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[1, 2, 6, 8, 9, 12, -13, -10, -3], [1, 4, 10, 11, 13, -12, -9, -8, -7, -5], [1, 2, 8, 10, 11, -12, -5], [11, 12, -14, -10, -7, -3, -1], [2, 6, 8, -14, -11, -7], [2, 7, 13, -12, -11, -9], [-5, 4, 13, -10], [3, 7, 8, -13, -6], [3, 4, 9, 12, 14, -11, -7], [1, 4, -8, -6, -3], [3, 6, 11, 14, -13, -12, -8, -7], [2, 12, 5, -9], [2, 4]]",1.0,0.12939453125,1.0,1.0,1.0,0.12939453125,T+,T+,0.9950228139799538,0.9208439538811544,105,245,105,245
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[9], [-8]]","[[8, 14, -12, -11, -2, -6, -5, -4, -3, -1], [3, 6, 7, 8, 11, 12, 13, -14, -10, -2, -1], [5, 6, 13, -11, -10, -2, -1], [8, 1, -12, -3], [4, 6, 7, 8, 12, -5], [5, 8, 12, 14, -6], [4, 10, -14, -9, -7, -5, -3], [1, 2, -12, -10, -9], [6, -13, -11, -9, -5, -2], [4, 7, -14, -12, -6, -3, -2], [2, 3, 12, -14, -9, -7, -1], [2, 6, 14, -11, -7, -5, -3], [1, 3, 12, 14, -10, -9], [8, -9]]",1.0,0.10980224609375,1.0,1.0,1.0,0.10980224609375,T+,T+,0.9984640995465083,0.9210594182828656,100,250,100,250
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[1, 4, 6, 9, 11, 14, -13, -12, -10, -5, -3, -2], [-8, 9, -1], [-8, 1, 13], [2, 4, -14, -10, -8], [7, 14, -10, -8, -5, -2], [3, 6, -12, -10, -8], [4, 7, 9, 10, -5, -3], [2, 12, -14, -11, -10, -3, -1], [2, 3, 7, 9, -14, -12, -5], [4, 5, 9, 12, 14, -7, -6], [5, -14, -12, -11, -9, -3], [-12, -10, -7, -3, -1], [2, 5, 10, 11, -14], [4, 6, 9, 10, 12, 13, -7], [3, 7, 12, -9, -8, -5, -4], [-8, -11, 2, 5], [10, -14, 13, -2], [3, 4, 9, 12, 14, -11, -6, -1], [1, 3, 6, 8, 11, -12, -9, -7, -4], [-8, 10, -13]]",0.9979248046875,0.22552490234375,0.9979248046875,0.9979248046875,1.0,0.22344970703125,T+,T+,0.9982041726911329,0.9072617546161069,163,187,163,187
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[1, 5, 7, 9, 14, -12, -11, -8, -6, -2], [2, 4, -12], [1, 3, 4], [1, 4, 6, 9, -3], [2, 8, 13, 14, -12, -11], [7, 8, 10, 11, -2], [4, 8, -12, -7, -2], [2, 11, 12, -9, -6], [-9, -13, -11, -10, -1, -2], [1, 11, -13, -10, -8, -6, -2], [6, 7, 11, 13, -10, -5, -2], [5, 6, 7, 10, -1], [2, 3, 5, 6, 14, -8], [1, 4, 5, 12, -7], [9, 10, -13, -7, -5], [7, -11, -9, -8, -3], [3, 6, 8, -14, -9, -2], [11, -12, -8, -7, -1], [-12, -8, -6, 13, 14], [3, 5, 7, 13, -14, -11, -10, -9, -8, -6, -4], [12, 4, -1]]",0.99609375,0.23565673828125,0.99609375,0.99609375,0.9989487516425756,0.23223876953125,T+,T+,0.9979557782369738,0.8748190972169025,160,190,160,190
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-7, -6, 2, 4], [1, 12, 14, -10, -8, -3, -2], [6, 10, 12, 14, -13, -11, -8], [-6, -5, 13], [-8, 9]]","[[8, 5, 14], [2, 13, 6], [-13, 12, -1], [5, 13, -12, -11, -7, -2], [13, -1, -10], [8, 9, -13, -4], [-6, 13, 5, -9], [3, -12, -10, -5], [9, -13, -7, -3, -2], [1, 5, 7, 13, -12], [6, -14, -8, -7, -4], [4, -10, -9], [10, 3, 7, -13], [6, 9, 14, -13, -11, -3], [4, 8, 9, 13, -7, -1], [1, 3, 13, -14, -6], [4, 7, -10, -6, -1], [1, -13, 12, -9], [-12, -9]]",0.980712890625,0.3035888671875,0.3035888671875,0.980712890625,0.9817956143980141,0.2950439453125,T-,T+,0.9864242592552184,0.7970546602451901,229,121,229,120
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[2], [9]]","[[3, 5, 11, -13, -10, -4, -2], [14, -12, -10, -9, -3], [-6, -5, 13, -9], [1, 3, 6, 10, 11, -12, -8], [1, -12, -11, -10, -7, -2], [4, 5, 6, 7, 8, -12], [4, 6, -11, -9, -8, -7], [3, 6, 7, 10, 12, 13, 14], [10, 11, -14, -9, -7, -3], [3, 12, -14, -8, -4, -1], [5, 6, 12, -14, -13, -8], [6, 14, -13, -9, -1], [1, 3, 4, -8, 11, 13, 14], [-5, -3, -2, 6], [-2, -9]]",0.9921875,0.1689453125,0.9921875,0.9921875,1.0,0.1611328125,T+,T+,0.9984599012264934,0.8898540974120114,97,253,97,253
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[12, -11, 7], [-6, 3, 13, -5], [-8], [-12], [-3], [-7], [1]]",0.998291015625,0.038818359375,0.038818359375,0.998291015625,1.0,0.037109375,T-,T+,0.9980038877538545,0.9732642229991083,342,8,342,8
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,350,0,350,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[1, 13, -9], [8, 10, 13, -2], [-14, 4, 13, -2], [5, 10, 13, -7, -6, -1], [9, 11, -14, -12, -8, -4], [9, 11, 12, 13, -10, -7], [2, 7, 13, -11, -5, -3], [13, 14, -12, -5, -2], [-10, -1], [1, 2, 5, 6, 8, 9, 12, -14, -11, -10, -4], [10, 3]]","[[4, 6, 7, 10, 12, 14, -11, -2, -9, -5, -1], [1, 6, 10, 11, 14, -12, -9, -5, -4, -3], [7, 9, 11, -14, -12, -10, -8, -6, -5, -4, -3, -2], [10, -13, -3], [-8, -13, 4, 7], [9, 10, -3, 5], [1, 6, 8, -7, -5, -3], [1, 3, 5, 9, -8], [4, 6, 9, 12, 13, -11, -7], [2, 5, 11, 13, -14, -12, -4], [11, 12, -13, -4, -3], [1, 4, 10, -14, -11, -5], [2, 6, -13, -12, -11, -10], [7, 11, 12, -14, -13], [2, 4, 5, 10, 11, -13, -8, -7], [-3, -14, 5, 6], [5, 7, 9, 14, -6], [-13, -11, -9, -7, 10, -5, 12], [1, -12, -6, -4, 14], [4, 7, 8, 9, 13, 14, -12, -6, -5, -2], [1, -7, -10]]",0.929931640625,0.25909423828125,0.929931640625,0.929931640625,0.8505773149196287,0.26959228515625,T+,T+,0.94251319245789,0.8427817660882916,141,209,141,209
