Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-8, -13, 12, 14], [3, 4, 11, -6, -5], [-6, -9], [-7, 6], [-12, -4, 14]]","[[9, 11, 14, -2, -10, -8, -7, -6, -5, -1], [2, 9, 10, 11, 14, -8, -6, -4, -3, -1], [9, -14, -13], [3, 10, 11, 12, -13, -4], [5, 6, 7, 12, -8], [4, 11, 14, -13, -12, -6, -3], [3, 4, 9, -14, -8], [10, 13, -11, -5, -3], [1, 7, 12, 14, -11, -6], [3, 5, 8, 12, -14, -11, -4, -1], [-8, -3, -10, 7], [1, 2, 9, 11, -12, -6], [3, 7, 11, 13, -12, -2], [6, 12, -13, -9, -8, -5, -4], [1, 7, 8, 10, -3], [1, 2, -10, 6, 8, 12], [9, -6, 13], [8, 11, 12, 13, -14, -10, -6, -3, -1], [1, 5, 8, -13, -12, -11, -10, -9, -7, -3, -2], [4, 6, 7]]",0.967529296875,0.20892333984375,0.967529296875,0.967529296875,0.8933333333333333,0.22430419921875,T+,T+,0.9822091737954648,0.9037920046389347,133,167,133,166
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-2], [-4]]","[[1, 2, 7, 8, 10, 11, -12, -6, -5, -3], [2, 13, -14, -8, -1], [2, 12, 5, -9], [1, 2, 3, 7, 8, 11, -13], [2, 5, 6, 11, 14, -8], [1, 2, 6, 8, 9, 10, -14, -11, -7], [2, 6, 7, 10, 13, -12, -9, -1], [1, 4, 6, 12, -11, -8, -5], [2, 8, 12, -13, -10, -3], [4, -11, -8, -6, -3], [3, -13, -11, 7, 9, -6, 12], [8, -7, 4, -10], [2, 4]]",1.0,0.1195068359375,1.0,1.0,1.0,0.1195068359375,T+,T+,0.9982109457213116,0.9211306215425296,87,213,87,213
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8], [9]]","[[8, 12, 5], [3, 5, 13, 14, -10, -4, -2], [3, 5, 6, -14, -11, -10, -9], [7, 8, 10, -11, -6, -5, -2], [4, 7, 12, 14, -13, -11, -5], [-12, -11, -9, -7, -5, -2], [4, 6, 10, 11, 12, 13, -14, -5, -3], [1, 2, 13, 14, -10, -7, -4, -3], [1, 4, 11, -13, -12, -6, -2], [7, 13, -14, -10, -2, -1], [9, 14, -11, -1, -6, -5, -4, -3, -2], [8, -9]]",1.0,0.11083984375,1.0,1.0,1.0,0.11083984375,T+,T+,0.9941301273417027,0.9259551051902924,85,215,85,215
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[14, -9], [8]]","[[1, 5, 6, 7, 9, 10, 14, -12, -4, -3, -2], [1, 2, 4, 6, 7, -12, -10, -9, -5, -3], [2, 5, 7, 9, 10, 11, 12, 13, -14, -6, -3, -1], [-8, 11, 10, -13], [1, 3, 4, 10, 13, -11, -5], [-7, -14, -1, -9], [2, -12, -10, -8, -5, -3, -1], [6, 9, 10, 11, 12, -7, -2], [1, 4, 11, -12, -3, -2], [2, 7, 9, 11, -5], [1, 2, 10, -12, -9, -8, -6, -4], [3, 4, 9, 10, -11, -6, -2], [5, 7, 12, -14, -10, -4], [4, 14, -11, -10, -8, -1], [-8, -14], [-8, 9]]",0.9979248046875,0.105712890625,0.9979248046875,0.9979248046875,1.0,0.1036376953125,T+,T+,0.9904073508689566,0.9309278019215989,137,163,137,163
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[3, 5, 6, 13, -8, -2], [10, -11, -2], [-4]]","[[3, 6, 9, 14, -12, -11, -10, -8], [9, 2, 4], [-8, 4, 13], [3, 4, 11, 14, -12, -5, -2], [8, -7, -6, -3], [9, 12, -2], [1, 2, 5, 6, 14], [12, -14, -9, -6, -3], [9, 14, -11, -10, -7, -5], [6, 8, -14, -10, -2], [6, 11, -1, -8, -2], [4, 5, 10, -13, -11, -1], [13, -10, -9, -6, -1], [1, 2, 3, 7, 13, -11, -9], [3, 6, 7, 8, 9, 12], [1, 4], [5, 6, 7, 10, 13, -14, -11, -4, -1], [8, 4, -9]]",0.9921875,0.258544921875,0.258544921875,0.9921875,0.9812558575445174,0.260498046875,T-,T+,0.9955474018978245,0.8507142894556208,159,141,159,141
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-6, -5, 13], [-7, -6, 2, 4], [1, 12, 14, -8, -5, -4, -2], [1, 4, 5, 6, 10, -8, -2], [-8, 9]]","[[1, 3, 4, 7, 13, -11, -9, -8, -6], [8, 3, -4], [12, -11, 6], [11, 14, -9], [2, -12, 7], [-14, 3, -2, -9], [-7, -12, 6, -10], [4, 8, 9, 10, 13], [1, 5, 11, 12, -10, -7, -4], [10, -11, 14, -2], [2, 6, 8, -3, -1], [11, -14, -10, -6, -2], [3, 5, -1], [-7, -13, -4, -9], [8, -11, 2, 5], [1, 2, 12, 13, -14, -9, -8], [3, 6, 9, 10, -14, -5], [7, 11, 12, 14, -1], [8, 11, -12, -2], [-3, 4, -11, -12, 9, -7, 14], [-13, 12, -5]]",0.980224609375,0.33349609375,0.33349609375,0.980224609375,0.9904580152671756,0.31982421875,T-,T+,0.9871367053139355,0.8361614272626207,209,91,209,91
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[3, 10, -14, -13, -9, -7, -1], [9], [2]]","[[1, 4, 5, 8, 13, -14, -12, -11, -10, -7, -3, -2], [3, 7, 10, -13, -12, -11, -8, -6, -4], [1, 5, 7, 10, 11, 13, 14], [-9, -8, -6, -4, -1], [11, 14, -6, -5, -4, -3, -2], [4, 10, 14, -13, -12, -9, -1], [3, 5, 7, -13, -4, -2], [4, 14, -11, -10, -9, -5], [1, 3, 4, 7, -12], [7, -14, -13, -10, -1, -6, -2], [6, 12, -13, -8, -7, -2], [-2, -9]]",0.99609375,0.0872802734375,0.99609375,0.99609375,1.0,0.0833740234375,T+,T+,0.9814209620853971,0.9214999244084416,91,209,91,208
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[2, 3, 4, 6, 7, 8, 9, 12, -14, -13, -10, -5, -1]]","[[-14], [14]]",0.9671630859375,0.032958984375,0.032958984375,0.9671630859375,1.0,0.0001220703125,T-,T+,0.9959508112236554,0.9941506906795473,299,1,299,1
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,300,0,300,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[-14, 5, -1], [-7, -4, -1], [-13, -1, -10, 7], [1, 11, 13], [3, 4, 14, -12, -9, -6, -5, -1], [8, -12, 13, 7], [3, 5, 13, -12, -10, -6], [12, -11, -1], [-14, -6, -11, -9], [-8, 4, -10, -1], [-3, -12, -8, 11, -4, 13], [-3, -9, 7, 12, 13], [10, 3]]","[[4, 8, 11, 13, -10, -7, -6, -5], [1, 4, 8, 9, 10], [12, 5, 6, -2], [-13, 4, -12, -9], [9, -12, 13, 7], [-8, 9, 2, 1], [2, 6, 9, -12, -10, -7, -4, -3], [5, -11, -10, -8, -7, -6], [14, -13, -12, -9, -8, -4], [1, 5, 7, 8, -4], [2, -14, 4, -11, 6, 8, 9], [3, -10, 7, 12, 14], [-8, -7, 2, -3], [-14, -5, 7, -8, 10, 11, -2], [10, -3, -1], [3, -13, -11, -6, 12, -4, 14], [2, 3, 4, 5, 8, 11, 13, -14, -12, -7, -6], [1, -13, -10]]",0.833251953125,0.316162109375,0.833251953125,0.833251953125,0.6907730673316709,0.3916015625,T+,T+,0.8653196508010459,0.8082012959750766,131,169,131,169
