Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # LitralsT+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-10, 2, 13], [3, 13, -4], [-6, 7, -11, 1, 3], [12, -3, -10, -7, 5, 6, -2], [-8, -4, 6, -5, -14, -2], [-7, 3, 14, -12, 13, 4, 8, -10], [8, 1, -4, -5, 2, -11, 3, 12, -6, 7]]",12096,4288,0.73828125,7,6,"[[2, 13, -10], [6, 7, 12, -14, -8, -5, -4, -2], [1, 3, 7, 14, -11, -6], [5, 6, 12, -10, -7, -3], [3, 8, 11, 13, 14, -12, -10, -5, -2], [3, -4, 13]]","[[10, -14, -3], [4, -1, -2], [3, 4, 7], [-3, 11, 13], [-6, 7, -9], [11, 12, 14, -2], [-8, -7, 10, -5], [8, 9, -10, -2], [-2, 13, 6, -9], [7, 9, 11, -14, -12], [2, 3, 14, -10, -7, -6, -4, -1], [-8, 12, 6], [1, 4, -7], [9, 4, 14], [-11, -4, -3], [-13]]",0.974609375,0.19586181640625,0.19586181640625,0.974609375,0.975485188968335,0.17926025390625,T-,T+,0.9860167954816828,0.8599050173740636,395,105,393,105
"[[-10, -12, 7, -8, 2, 5, -6, 3, -11], [2, 7, -5], [-9, -2, -7, 11], [6, 10, -11, 3, -12, -2, 9, 4], [6, -8, 11, 1, -13, 5, -3, 14, -4], [-12, 11, -7, 1, 6, 13, 2, 5, 9, -3, 14], [12, -3, 9, 6, -13, -4, 10, 14], [1, 7, -14, -4, -2, -3, 6, 12, -8, -10, -5, -9]]",13124,3260,0.801025390625,8,8,"[[-7, 11, -2, -9], [3, 4, 6, 9, 10, -12, -11, -2], [3, 5, 9, -14, -13, -12, -11, -10, -8, -6, -4, -1], [2, -5, 7]]","[[-5, -11, -2], [11, -5, 6], [-6, 12, -2], [9, 3, 12, -10], [-14, -4, -12], [-6, -5, -3, -1], [9, 4, -12, -1], [1, 6, -10, -8, -3], [1, 3, 4, -13], [12, 13, 6, -9], [-13, -11, -9], [-3, -10, 7, -1, -4, 13, 14], [-7, 2], [8, -6, 12, -4], [-7, 6], [5, 7], [10]]",0.9923095703125,0.18988037109375,0.18988037109375,0.9923095703125,0.9989969909729187,0.18255615234375,T-,T+,0.9945140797624655,0.8598280560005023,423,77,423,77
"[[8, 14, -5, 13, -4, -6, -12, 1, -7, 9], [-10, -2, 14, -13, 6, 12], [6, -4, 13, -5, 11, 10, -7, 3, -12], [-8, 14, -2, 12, 11, 4, -10, -7], [3], [-3, 5, -6, -12], [4, 12, 5, -8, -9, 11, -13, 3, 2, 1, 10, -7, -14], [-11, 12, -13, 9]]",6528,9856,0.6015625,8,6.875,"[[-6, -12, 5], [9, 12, -13, -11, -3], [9, 11, 12, -5, -2], [3]]","[[2, 9, 10, 11, 12, -13, -7, -4], [4, -3, -2], [-6, -5, -3], [2, 5, 12, -6, -3], [-13, -12, -11, 6], [1, -8, -7, -6, -4], [-3, -11, 14, -9], [-14, 11, -4, -1], [6, 7, 9, -11, -8], [10, 11, 12, 14, -6], [2, 4, -9, -8, -6, -5, -1], [4, 6, 8, 11, -13, -5], [2, 7, -14, -11, -3], [1, 8, 11, -12, -5], [1, 4, 5, 8, 12, 13, 14], [1, 13, -9, -7, -4, -3, -2], [5, 6, 10, 13, -9, -4, -2], [5, 13, -12, -11, -3], [9, 10, -1, -5, -2], [-3, 6]]",0.979248046875,0.23052978515625,0.979248046875,0.979248046875,0.9400768245838669,0.23834228515625,T+,T+,0.9815223492891592,0.8784373312979954,233,267,233,267
"[[6, -4, -14, -11, 8, 5, -3, 2, 1, -9, 10], [-12, 4, 13, 3, 14, -7, -6, 5, -9, 2, 10, -1, 11], [-7, -12, 4, 6, -5, -14, 1, -2, 8, 3], [1, 12, 11, -3, 6, 14, -8, 10, -9], [8, -7, -3, -6], [-7, -1, 14, -5, 9, -10, -8]]",15174,1210,0.9261474609375,6,9,"[[8, -7, -6, -3], [2, 9, 14, -10, -8, -7, -5, -1]]","[[12, -1, 7], [10, 4, 6], [3], [14], [-10], [-4], [-8], [5]]",0.9925537109375,0.0728759765625,0.0728759765625,0.9925537109375,1.0,0.0654296875,T-,T+,0.9972457273571926,0.9563656778573889,477,23,477,23
"[[-6, -4], [-1, -13, 3, -11], [10, 11], [-1, 5, -6, 7, -14, 10, -8, -9, 3, -12]]",8446,7938,0.5155029296875,4,4.5,"[[10, 11], [3, -11, -1, -13], [-6, -4]]","[[-7, 4, -11], [4, 14, 7], [12, -4, 6], [9, 2, -5, -12], [8, -14, 7], [-7, 11, -10, 14], [-11, -12, 5, 7], [3, 4, 8, -9, -6], [3, 13, -12, -8, -7], [12, 14, -2, -3, -1], [1, 8, -14, -13, -9, -7], [3, 7, 11, -10, -8], [10, -11, 6, -2], [1, 2, 6, 8, 10, -14], [1, 2, -14, -12, -8, -5], [-8, -3, -11, 5], [12, 4, 13, 7], [2, 10, 12, 13, 14, -8, -4, -3], [-7, -14, -1], [6, -10], [3, 7, 11, 12, 14, -13, -9, -8, -5, -4], [1, 5, -2]]",0.9998779296875,0.3468017578125,0.3468017578125,0.9998779296875,1.0,0.3466796875,T-,T+,0.9976616858110499,0.7709980079006035,311,189,311,188
"[[-8, 1, 9, 10, -12, 5, -13, -4, -7], [11, -13, -4, 9, -14], [13, -4, 10, -11, -9, -6], [10], [-6, -5, -11, 13, 14, 8], [6, -1, -12]]",6816,9568,0.583984375,6,5,"[[-12, -1, 6, -10], [9, 11, -14, -13, -10, -4], [14, -12, -11, -9, -5, -1], [10]]","[[5, 8, 9, -14, -13, -11, -10, -4], [2, 3, 7, 13, 14, -12, -11, -9, -8, -5, -4, -1], [2, 7, 12, -13, -11, -9, -8, -5, -1], [1, 5, -10], [-5, -10, 7], [1, 3, 6, -9], [-14, -6, -4, -2], [5, 6, -13, -8, -7], [4, -3, -10, -9], [5, 2, -4, 13], [1, 6, 11, 12, 14, -2], [12, 13, -11, -8, -6, -2], [7, 9, 11, -1, -6, -2], [3, 5, 9, -10, -7], [-14, -12, -11, -4, -3], [4, 8, 12, -14, -9, -6, -1], [1, 14, -12, -9, -7, -2], [2, 5, 6, 7, 11, 12], [1, 3, -14, -8, -6, -2], [-13, -11, -2, -9, 14], [1, 3, 5, 7, 8, 9, 12, -4], [-7, -5, -4, 9], [-14, 3, -13, -11, 6, 9, -5], [-7, -6, -12, -1], [12, -10]]",0.990234375,0.2899169921875,0.2899169921875,0.990234375,0.9882978723404255,0.286865234375,T-,T+,0.989400125189273,0.8399900619770597,254,246,254,246
"[[10, -4, -2, -9, -7, 5, 3, 11, -12, -1, -6, -8], [-6, -14, 4, 7, 3, -1, -10, -11, -13], [-6], [11, -4, 14], [-4, -10, 14, 5, 3, 7, 2, 11, 12, 8, -6, 13], [2, 5, 1, -8, -12, -13]]",7056,9328,0.5693359375,6,7.166666666666667,"[[1, 2, -12, -10, -8, -7], [1, 2, 5, 6, -14, -13, -12, -8, -7, -3], [11, -4, 14], [-6]]","[[1, 3, 9, 11, 12, -10, -7, -2], [3, 4, 5, 13, 14, -2, -9, -8, -7, -10, -1], [2, 4, 5, 7, 8, 9, 10, 13, -3, -1], [-14, -4, 6], [1, 13, -3, 7], [2, -12, 5, -1], [4, 7, 8, 9, -10, -5], [8, 10, 12, 14, -9, -3], [1, 2, 12, -14, -5, -4], [5, 10, 12, -7, -1], [1, 3, 14, -12, -5], [2, 3, -13, -9, -5, -4, -1], [1, 6, 9, 11, 12, 13, -10], [1, 10, 11, -13, -8], [1, 2, 7, 8, -12, -3], [3, 5, 6, 13, 14, -8], [4, 7, 13, -11, -8, -1], [1, 10, -13, 6], [14, -13, -11, -8, -7, -5, -3], [1, 2, 4, 5, 7, 11, -14], [7, 11, 13, -14, -12, -8], [1, 10, 13, -14, -5, -2], [-13, 11, -2, -1], [4, 7, 8, 13, -12, -10, -9, -3], [-12, -10, 7, 8, 9, -5, 13], [-11, 6], [4, 6]]",0.990234375,0.23211669921875,0.23211669921875,0.990234375,0.9779585410653372,0.23260498046875,T-,T+,0.993108266235211,0.8716211617655595,259,241,258,241
"[[8, -6, 10, -3, 12, 5, 13, 7, -1, 4], [6]]",8176,8208,0.5009765625,2,5.5,[[6]],"[[11, -4, 7], [-4, -12, -11, -9], [-12, -11, -2, -10], [1, 2, 10, 9], [11, 12, -9, -7, -4], [2, 9, -12, -11, -5, -1], [8, 10, -5, -4], [3, 13, -11, -8, -1], [4, 5, 12, -13, -3], [3, 5, 8, -12, -7, -4], [3, 7, 10, 12, 13, -9], [1, 5, 9, -10, -3], [4, -2, -5, 11, -1], [1, -13, -12, 8, 9, 10, -3], [3, -11, -10, 7, -5, -1], [1, 10, 12, -13, -11, -8, -7, -5], [1, 5, 7, 8, 9, 10, -2], [13, 4, -3, -9], [-6]]",0.9990234375,0.2786865234375,0.2786865234375,0.9990234375,1.0,0.2777099609375,T-,T+,0.9992398350533752,0.8512038849227657,311,189,308,189
"[[-11, -5, -7, -14, -3, -10, -12, -8, -9, -13, 1, 4, -6], [2, 9], [-5, 6, -12, -14, 11, -9, 8, 2, 4, 10, 7, -1, 3], [-1, -9, 2, 13, 6, -14, -12, 11, -4]]",12252,4132,0.747802734375,4,9.25,"[[9, 2]]","[[-14, 11, 6], [5, 13, 14, 6], [1, 10, 11, 9], [-11, -1, 6], [7, 13, -6, -3, -1], [-7, 10, 4], [1, 8, 12, 14, -10], [1, -14, 7], [3, 5, 12, -14, -8], [-13, -12, -1, -5], [2, 8, 12, 13, -10, -7], [1, 10, -12, 14], [-3, 2, -13, -5, 9, 11, -7], [-2], [-9]]",0.997802734375,0.1710205078125,0.1710205078125,0.997802734375,1.0,0.1688232421875,T-,T+,0.9991132821053886,0.868359765038245,389,111,389,111
"[[-3, -1, 6, -10, -4, 13, 7, -12, -9, 14, 11, -8], [7, 3, 1, 8, -5, -4, 14, 12], [12, -14, -8, 13, 2, 1, -7, 11, -3], [-5, 1, -13, -7, 6, 3, 9, 2, 11, 10, -14, 8, -4]]",16282,102,0.9937744140625,4,10.5,None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,500,0,500,0
"[[-10, 13, 1, 3, 14, 12, 7], [10, 14], [7, 13, -1, -14, 11, 6, 4, 2, 3, -5, 10, -9, -8], [-9, 6, 14, 1, 10]]",12158,4226,0.7420654296875,4,6.75,"[[1, 2, 3, 5, 7, 11, 12, 13, -10, -8, -6, -4], [1, 3, -11, -10, 8, 9, 12], [10, 14]]","[[8, -7, 3, 9], [2, 13, 5, 6], [6, 11, 13, -12, -2], [7, -13, -8, -5, -2], [11, 12, -9, -4, -2], [8, 1, 2, -4], [1, 3, -11, -7], [-3, -12, 6, -9, -8, 13, -2], [-8, 4, -1], [2, 8, 9, 12, 14, -11, -7, -5], [2, 3, 7, 8, 10, 13, -12, -11, -6, -5, -1], [-8, 9, -4], [-14], [-10]]",0.9862060546875,0.1353759765625,0.1353759765625,0.9862060546875,0.9486486486486486,0.135498046875,T-,T+,0.9933718944606581,0.9057795337057241,391,109,391,109
"[[-2, -9, 1, 3, 7, -12, -10, 6, -4, -8, 13], [6, -13, 8, 11, -9, 1, -4, 3, 2, -5, 7], [10, 7, 8, -2, -11, 13, -3], [-5, -12, -6, -11, 2, -7, -14, 10, -3, -8, -13, -4], [11, -3], [12, -9, 2, -11, -4, 13, 14, 3, -6, 5, 8], [4, -3, 9, -12, -2, 11, 13, 1, 6, -10, -14, 8, 7], [-1, 8, 10, -2, 5, -9, -13, 12]]",12084,4300,0.737548828125,8,9.375,"[[1, 7, 8, 10, 13, -3, -2], [11, -3]]","[[-8, 2, -6], [-14, -5, -1, -10], [-5, 4, 7], [8, 10, 14, -9, -1], [8, 12, -2], [1, 5, -14, -8, -2], [9, 2, -14, -4], [4, 14, -13, -12, -9, -1], [12, 4, 5, -9], [-8, 9, 10, 4], [8, 1, -12, -4], [1, 5, 14, -10, -6], [6, 13, 14, -12, -8, -5, -3, -1], [-11], [3]]",0.991455078125,0.166748046875,0.166748046875,0.991455078125,1.0,0.158203125,T-,T+,0.9977366055336571,0.8861908444552347,398,102,395,101
"[[-8, 7], [5, 8], [6, -13, -2]]",7168,9216,0.5625,3,2.3333333333333335,"[[-13, -2, 6], [8, 5], [-8, 7]]","[[1, 5, 6, 10, 13, -11, -9, -3, -2], [8, 10, -5], [-8, -7, 13], [-6, -5, -3], [-5, 4, 13], [9, -6, -11, -1], [8, 11, -4, 13], [-7, 10, -1, -9], [4, 6, 7, 8, 12, -1], [5, 9, -12, -8, -4], [9, 3, 13, -2], [-7, -4, -10, -9], [4, -12, -11, -9, -3, -1], [3, 5, -10, -8, -1], [3, -13, 7, 8, -5], [1, -12, -11, -9, -8, -6, -4], [-8, -7, -6, 12], [4, 7, 8, 11, -1, -9, -6, -3, -2], [-7, -12, -10], [6, 7, 13, -11, -1, -9, -8, -2], [4, 10, 11, -13, -9, -8, -3, -1], [1, -5, -12, 6], [3, -9, -11, 7, -5, 13, -1], [1, -13, 4, -9, 7, 8, -3], [-7, 2, 6]]",1.0,0.3084716796875,0.3084716796875,1.0,1.0,0.3084716796875,T-,T+,0.9952324174148105,0.8222213757819774,266,234,264,234
"[[-9, -4, -1, 12, 7, 14, 8, -6, 10, 11], [-6, -9, -14, 2, 11, 5, -7, -10], [-6, 5, 7, -10, -3, -2, 12, 11, -13, 4, 9, -8, -14], [8, 4, -2, -11, -7, 10]]",16046,338,0.9793701171875,4,9.25,"[[4, 8, 10, -11, -7, -2], [5, 11, 12, -9, -6, -3, -1]]","[[-5], [5]]",0.9886474609375,0.0206298828125,0.0206298828125,0.9886474609375,0.6979166666666666,0.0234375,T-,T+,0.9970563849690587,0.9779288356928225,489,11,489,10
"[[5, -8, -4, 6, 9, -1, 2, 12, -3], [2, 3, 12], [-9, 1, 3, -2, -10, 4, 11], [-4, 7, 13, -8], [-5, 1, 10, 6, 11, 12, -8, 9, 2, -14], [4, -7, 9, -12, 2, 11], [3, -7, 5, 13, 2, -9], [-8]]",6912,9472,0.578125,8,5.75,"[[2, 4, 6, 11, -12], [3, 4, 11, -10, -9, -5, -2], [2, 3, 12], [5, 8, 13, 14, -12, -11, -10, -9, -7, -6], [-8]]","[[5, 7, 9, 12, 13, -11, -10, -2, -6, -1], [-14, 11, -3, 7], [-4, -1, 14, -10], [9, -13, -2, 1], [11, -12, -9, -7, -5, -2], [1, 3, 6, 7, 13, -14], [4, 10, -1, -7, -3, -2], [7, -12, -11, -9, -6, -1], [1, 6, 7, 12, 14], [7, 9, 10, 13, 14, -12, -4], [2, 5, 9, 11, -3, -1], [1, 2, 4, -11, -7, -6], [6, 7, 12, 13, -14, -10, -9, -8, -2], [3, 6, 9, 11, 13, 14, -12, -8, -7, -1], [8]]",0.97705078125,0.2314453125,0.97705078125,0.97705078125,0.9411157024793388,0.236328125,T+,T+,0.9856330721628307,0.8729956473982755,248,252,247,252
"[[7, 13, 8, 4, -14, 11, -5, -9, 10], [-11, -14, 2, -1, 3, 6, 13, -10, -5]]",16320,64,0.99609375,2,9,"[[2, 3, 6, 8, 12, 13, -14, -11, -10, -7, -5, -4, -1]]","[[-14], [14]]",0.9962158203125,0.00390625,0.00390625,0.9962158203125,1.0,0.0001220703125,T-,T+,0.9975807258144415,0.9965052054068237,499,1,498,1
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",15492,892,0.945556640625,7,9.142857142857142,"[[3, 4, 7, 10, 11, 12, -14, -13, -9, -8, -6, -5, -2], [2, 5, -14, -7, -6], [2, 4, 7, -13, -12, -1]]","[[-8, -7, -5], [11, 13, -9], [11, -3, -13], [-7, 3, 14], [-5, 12, -4, -13], [9, 10, -6, 13], [8, 1, 11, 12], [9, 4, -3], [12, -9, -7, -6, -1], [3, 9, 11], [-8, 5, -1], [1, -9, -10, 7, -6], [-11], [-12], [6]]",0.9925537109375,0.05859375,0.05859375,0.9925537109375,1.0,0.0511474609375,T-,T+,0.9952831595006021,0.9596333862618995,482,18,482,18
