minSup,numCands,numAlphUsed,numSetsUsed,numSets,countSum,dbSize,ctSize,totalSize,seconds
333,0,45,0,0,4750,23262,566,23829,0
302,2,45,0,0,4750,23262,566,23829,0
202,52,44,9,9,3218,16635,739,17373,0
102,534,45,25,25,2606,14551,1156,15706,0
2,17873,40,54,54,1644,10032,2554,12586,0
