:: flare-all-1d-pop-cccp-20210109110449
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;1;0.7588;0.0332;0.8058
Last:;1;0.7588;0.0332;0.8058

:: flare-all-1d-pop-cccp-20210109110449
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.7588;0.0332;0.8058
Last:;1%;0.7588;0.0332;0.8058

