Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Literals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-7, 6], [-8, 9, -13, 14], [-6, -9], [-12, -4, 14]]","[[1, 2, 3, 4, 10, 12, 14, -13, -11, -9], [1, 3, 5, 7, 9, 10, 14, -11, -8, -6, -4, -2], [1, 2, 3, 4, 11, 12, 14, -13, -10, -9, -8], [2, 3, 6, 8, 11, 13, -12, -10, -1], [1, 4, 5, 10, 12, -13, -11, -8, -7, -6, -2], [1, 5, 6, 8, 11, 12, -14, -10, -9, -3, -2], [4, 5, -13, -12, -11, -2, -8, -7, -6, -3, -1], [2, 3, 5, -13, -12, -11, -9, -4, -1], [4, 6, 10, 14, -13, -12, -11, -2, -9, -8, -3, -1], [2, 3, 14, -11, -10, -8, -7, -6], [5, 8, 11, 12, 14, -13, -2, -10, -7, -6, -3, -1], [1, 2, 10, -14, -7, -4, -3], [2, 8, 13, -14, -12, -11, -10, -7, -6, -5, -3, -1], [-8, -14, -12, 7], [-7, -6, 9], [9, -5, 12, 7], [8, 9, 11, -10, -6], [2, 6, 10, -13, -11], [9, 12, -11, -10], [4, 10, -14, -12, -3], [1, 6, 12, 13, -8], [1, 2, 4, 5, 12, 13, 14, -10, -8], [2, 13, -14, -10, -8, -5, -4, -1], [-13, 3, 7, -9], [9, -6, 11, 5], [-8, 11, -1, 7], [3, 4, 5, 6, 8, 12, -10, -9, -1, -2], [10, -14, 11, 13], [2, 5, 8, 13, 14, -9, -6, -4, -1], [9, -3, -10, 7], [8, 10, -13, 4], [6, 13, -12, -11, -1, -5, -3, -2], [1, 2, 4, 5, 6, 13, -10, -8], [9, -14, 3, -1], [6, 7]]",0.999755859375,0.722900390625,0.999755859375,0.999755859375,0.999755859375,0.99966239027684,0.72314453125,T+,T+,T+,0.9687162951588234,0.8446227112726257,729.277396331543,3622.1139774662283,219,231,219,231
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[-8, 4, -2], [8, -2], [-12, -4], [12, -4]]","[[6, 8, 9, 11, -14, -12, -7, -5, -3], [1, 5, 9, 10, 12, -13, -11, -8, -7, -6, -3], [2, 5, 6, 9, 10, 12, -14, -13, -11, -8, -1], [5, 7, 10, 11, 12, -14, -13, -9, -8, -6, -3, -1], [4, 6, 8, 10, 11, -13, -9, -5, -1], [1, 8, 10, 11, 12, -14, -13, -9, -6, -3], [4, 5, 6, 8, 9, 10, 12, -13, -11, -7, -1], [1, 2, 5, 6, 7, 10, 11, 14, -13, -12, -9, -8, -3], [2, 3, 14, -11, -10, -8, -7, -6], [2, 6, 11, 14, -13, -12, -10, -9, -7, -5, -3], [4, 6, 14, -9, -1], [2, 12, -11, -9], [2, 13, -12, -10, -1], [-6, 4, -1, 7], [2, 9, 10, -6, -5, -1], [4, 6, -13, -10, -9], [2, 5, 7, 13, -8], [2, 6, 13, -11, -10], [1, 5, 8, 13, -14, -12, -10, -7, -6], [3, 4, -13, -11, -9], [3, -13, 6, 8, -7, 12, -1], [2, 5, -10, 9, -3], [1, 3, 7, 9, 11, 13, -12, -8, -5, -2], [7, 8, 10, 13, -12, -11, -9, -5, -3, -2], [2, 4]]",1.0,0.835693359375,1.0,1.0,1.0,1.0,0.835693359375,T+,T+,T+,0.9896194449680457,0.9008715651325158,241.98873453810586,2310.855675489769,127,323,127,323
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8, -14, -12], [-8, 3, 14], [-8, -3, -9], [-8, 12, 13], [9, -3, -10], [-8, 10, -6, 5], [1, 4, 6, -10, -8], [9, 3, 12], [9, -5, -2, -13], [-8, -13, -1], [-7, 9], [9, -4]]","[[3, 4, 6, 11, 14, -12, -10, -9, -7, -5, -1], [1, 2, 4, 5, 7, 11, 13, 14, -12, -10, -9, -6], [2, 3, 6, 8, 11, 13, -12, -10, -1], [4, 10, -14, -13, -9, -7, -6, -5, -3, -2], [2, 5, 6, 13, 14, -12, -11, -10, -7, -4, -3], [5, 6, 7, 11, -13, -12, -10, -2, -4, -3, -1], [2, 5, 6, 12, 14, -13, -11, -10, -7, -4, -3, -1], [2, 6, 7, -14, -13, -12, -11, -10, -5, -4, -3], [2, 3, 5, -13, -12, -11, -9, -4, -1], [1, 3, 4, 6, 8, 11, 13, 14, -12, -7, -2], [1, 3, 5, 13, 14, -12, -11, -10, -9, -7, -6, -2], [1, 2, 10, -14, -7, -4, -3], [8, -9], [2, 10, -13, -11, -9], [8, -4, 5, 6], [-5, -9, 14, -13], [1, 2, 5, -9, -7], [8, -10, -6, -3, -1], [2, 8, -14, -6, -3], [1, 12, -14, -13, -9], [7, 11, 12, -9, -6], [8, 10, 4, 12], [6, 13, -12, -11, -1, -5, -3, -2]]",0.9638671875,0.82244873046875,0.9638671875,0.9638671875,0.9638671875,0.9826901461221431,0.81451416015625,T+,T+,T+,0.9897321760525204,0.9055349648095266,239.36077751739262,2202.1437440938607,142,308,142,308
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[8, -14, -9], [8, 9, -7], [8, 10, 7], [14, -9], [8, -10]]","[[4, 10, -14, -13, -9, -7, -6, -5, -3, -2], [2, 5, 6, 13, 14, -12, -11, -10, -7, -4, -3], [1, 3, 5, 9, 11, 12, -14, -10, -7, -6, -4], [5, 6, 7, 11, -13, -12, -10, -2, -4, -3, -1], [2, 5, 6, 12, 14, -13, -11, -10, -7, -4, -3, -1], [1, 2, 3, 7, 10, 12, -14, -13, -11, -9, -6], [2, 3, 5, -13, -12, -11, -9, -4, -1], [2, 5, 9, 11, 14, -13, -12, -10, -6, -3, -1], [1, 2, 10, -14, -7, -4, -3], [2, 3, 6, 10, -14, -13, -12, -11, -9, -5, -4, -1], [-8, 3, 12, -4], [-8, 12, -3], [-8, 3, -12, 14], [-7, 2, -14, 9], [3, 9, 10, 11], [9, -13, 4, -12], [-8, -1, -10, 7], [1, 2, 8, 11, -14, -13, -9, -7, -6], [-12, 5, -8, 10, -4], [2, 4, 7, 11, 12, 13, -9, -6, -3, -1], [1, 3, 5, 12, -13, -11, -9, -7, -4, -2], [-14, -5, 6, -10], [1, 2, 8, 10, 12, -14, -13, -11, -9, -7, -6, -3], [-8, 4, 5], [1, 3, 7, 8, 11, 12, -14, -13, -10, -9, -2], [3, 5, 8, 10, 12, 14, -13, -7, -6, -4, -1], [-8, 9, -11], [2, 3, -10, -9, -7, -6, 14], [-8, -14]]",0.9979248046875,0.7674560546875,0.9979248046875,0.9979248046875,0.9979248046875,0.9973821989528796,0.7694091796875,T+,T+,T+,0.9959732638437542,0.8617102675585341,93.8702009448639,3223.7734157865375,200,250,200,250
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[-4, -3], [4, 5, 7, 11, 13, 14, -12, -8, -6, -1], [10, -11, -2], [3, -4]]","[[1, 2, 3, 6, 8, 9, 13, 14, -12, -11, -10, -7], [2, 3, 8, 11, 13, -14, -12, -10, -9, -7, -6, -5, -1], [2, 3, 6, 8, 11, 13, -12, -10, -1], [1, 3, 5, 7, 8, 14, -13, -11, -10, -9, -6, -2], [2, 3, 14, -11, -10, -8, -7, -6], [5, 6, 7, 8, 9, 13, 14, -10, -2, -3, -1], [4, -10, -9], [5, 7, 13, 14, -11, -9, -8, -6, -4], [3, 7, 9, 11, 12, -13, -6, -5, -4, -1], [5, 6, 9, 12, -14, -13, -11, -8, -4, -1], [5, 6, 8, 12, 14, -13, -11, -9, -4, -3, -1], [1, 3, 7, 12, -14, -13, -11, -9, -6, -4], [1, 5, 6, 7, 11, 14, -13, -12, -9, -8, -4, -3], [3, 5, 6, 7, 13, 14, -12, -11, -8, -4, -1], [9, -14, 4, 13], [-13, 4, 14, 7], [3, 5, 13, -10, -9], [1, 2, 5, 6, 9, -13, -12, -11, -10], [-7, -5, 6, -10], [2, 6, 7, 8, 9, 11, -12, -10, -3, -1], [-8, -14, 5, 13], [2, 3, 6, 8, 9, 12, -13, -10, -4], [-7, 4, 5, -1], [1, 5, 7, -14, -13, -10, -8, -3, -2], [4, -5, -12, -11], [1, 5, 9, 10, 12, -11, -8, -7], [-7, -14, -5, -3], [1, -12, -10, 7, -8, -6, -2], [3, 7, 8, 10, 14, -13, -12, -9, -5], [1, 12, -2, 6], [-6, 11, -3, -13], [-10, 8, 9, 12, 13, -2], [11, 4, -2], [6, 7, 13, 14, -12, -10, -9, -8, -5, -4, -3, -1], [2, 4]]",0.99609375,0.7763671875,0.99609375,0.99609375,0.99609375,0.9956140350877193,0.779296875,T+,T+,T+,0.995589473142046,0.8657179496417378,102.81702757869525,3130.34739831829,219,231,219,231
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[2, 4, -14, -7, -6], [-6, -5, 13], [-8, 1, 11, 14], [-8, 1, 14, -2], [2, 4, -12, -11, -6], [-8, 9]]","[[2, 3, 14, -11, -10, -8, -7, -6], [-13, 6, -9], [8, -4, 5], [8, 11, -2], [-6, -13, 5], [8, 10, -5, -11], [1, 5, -12, -11, -7], [-8, 2, 3, 7], [3, -4, 13], [3, 4, 14, -9], [4, -3, 7], [8, -5, -4, -13], [8, 9, -7, 6], [-14, 4, -2, -9], [-6, 12, -1, 7], [10, 5, 13, 14], [-12, -10, 7], [10, -14, -9], [3, -4, -12], [1, 3, 5, -10], [-5, 4, 14, 6], [-7, 2, -4, -3], [13, -10, 6], [-2, -9, -8, -1, -6, 11, 14]]",0.95947265625,0.6839599609375,0.6839599609375,0.95947265625,0.95947265625,0.9847342284347986,0.6636962890625,T-,T+,T+,0.9776119569742873,0.8288165462927228,521.9040970256195,3990.5830862579087,318,132,318,132
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[9, -12, -2], [-14, 2, 4], [9, 11, 12], [3, 9, 14, -6, -4], [9, -5, 7], [-7, 9], [2, -4], [3, 5, 6, 10, -14, -13, -12, -11, -9, -7, -4, -2], [8, 9, -1], [2, 14]]","[[4, 7, 8, 11, 12, 13, -10, -9, -6, -1], [4, 7, 14, -13, -12, -10, -8, -6, -1], [1, 7, -14, -12, -10, -8, -6, -5, -3, -2], [1, 5, 6, 7, 8, 10, 11, 12, 13, -14, -4, -3], [3, 5, 7, 10, 12, 14, -13, -2, -8, -6, -4, -1], [8, 10, 12, -14, -13, -9, -7, -5, -4, -3, -1], [4, 5, 6, 8, 12, 14, -13, -9, -7, -1], [3, 5, -14, -13, -12, -11, -10, -9, -8, -6, -4, -1], [5, 7, 10, -14, -13, -12, -11, -8, -6, -4, -3], [3, 7, 8, 10, 12, 13, 14, -11, -9, -6, -5, -4], [4, 5, 7, 8, 10, 11, 12, 14, -13, -6, -3, -1], [7, 11, 12, -13, -8, -6, -4, -3, -1], [5, 7, 8, 12, 13, -14, -11, -9, -6, -4, -3, -1], [5, 8, 13, -12, -11, -10, -9, -6, -4, -3], [4, 5, 7, 10, 11, 13, 14, -12, -2, -8, -6, -1], [5, -13, -7, -6, -2], [10, -5, 4, -9], [3, 13, -8, -4, -2], [4, -12, -11, -3, -2], [10, 11, 12, -14, -9], [1, 3, 4, -12, -9], [5, 7, 10, -13, -11, -9, -8, -1], [3, 4, 6, 11, 14], [1, 5, 6, 8, 9, 10, 13, -12, -11, -4], [-7, 3, 14, -9], [1, 3, 4, 5, 12, -11, -8, -7], [-2, 7, -10, 6], [-2, -9]]",0.9814453125,0.813232421875,0.9814453125,0.9814453125,0.9814453125,0.9865470852017937,0.816650390625,T+,T+,T+,0.9904406309802992,0.8972966074793515,222.8454649042652,2394.194136280498,144,306,144,306
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[3, 6, 8, -13, -1]]","[[-4, 5, 14], [4, 14, -9], [9, -5, 12], [9, 5, -7], [13, -10, 7], [2, 10, -11], [2, -12, -10], [8, -5, -12], [11, -3, -2, -10], [-13, 4, -2], [-8, -6, 7], [-8, 3, 14], [10, 11], [8, -9], [-8, -14]]",0.998291015625,0.953857421875,0.953857421875,0.998291015625,0.998291015625,0.9982115482881962,0.95556640625,T-,T+,T+,0.9984384496518224,0.9716521834883373,36.40244587209676,660.8367494280506,442,8,442,8
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,450,0,450,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[1, 2, 3, 4, 5, 6, 8, 12, -14, -13, -11, -10, -9, -7], [1, 2, 4, 7, 8, 9, 12, 14, -13, -11, -10, -6, -5, -3], [8, 13, -3], [-6, 13, -12, 5], [3, 12, 13, -6, -4], [1, 6, 11, 13, -2], [10, 3], [-10, -1], [4, 6, 10, 14, -13, -12, -11, -1, -3, -2], [-8, 13, -9]]","[[3, 4, 6, 7, 9, 12, 13, -14, -10, -5, -2], [2, 4, 5, 6, 7, 8, 10, 12, 13, 14, -11, -1], [2, 3, 14, -11, -10, -8, -7, -6], [2, 3, 4, 6, 7, 13, 14, -12, -11, -10, -8, -5], [8, 1, 11, 12], [9, 2, 13, 1], [1, 5, -14, -7, -6], [9, -11, 13, -10], [10, -3, -1, 6], [1, 2, 14, -12, -4], [4, 6, 7, 8, 10, 11, -1], [-13, -7, -5, -9], [3, 6, 7, 8, 11, -12, -10, -4, -2], [1, 3, 6, 7, 13, -14, -12, -11, -4], [1, 3, 4, 6, 7, 11, 14, -12, -5], [8, 1, -2, -10], [-8, 9, 4, 1], [-7, -13, 4, 5], [1, 3, -11, 6, -10, 12, 13], [7, 8, 11, 13, -14, -12, -10, -5, -4], [9, -6, 2, -7], [1, 2, -14, -7, 10, 12], [-13, 7, -8, -6, 11, 12, -1], [2, 4, 7, 10, 12, -11, -9, -6], [-8, -3, -2], [2, 3, 5, 6, 9, 12, -14, -11, -8, -1], [10, -13, -3], [3, 6, 9, 11, 12, 14, -7, -4, -1], [1, -13, -10], [4, 6, 8, 9, 11, -14, -7, -5], [-4, -12, -3]]",0.9259033203125,0.65057373046875,0.9259033203125,0.9259033203125,0.9259033203125,0.9486083404578702,0.64251708984375,T+,T+,T+,0.9526313414889911,0.8174746765489557,1104.2455528207572,4254.981733357373,192,258,192,258
