Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Literals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[7, -1, -5, 9, -8, -14, -12, -4, 3, -10, -2, -6, 13], [6, -7], [9, -8, -13, 14], [-14, 7, -12, 11, -1, 8, -6, -2, -9, 3, 10, 4], [-9, -6], [-10, 9, -14, 5, 8, -2, 7, 3, 11, 13, -12, -1, -4], [-9, 5, -14, -4, 11, -7, 13, 10, -12, 3, -1, 2], [14, -12, -4]]",6588,9796,0.597900390625,8,7.625,"[[-4, -12, 14], [4, 5, 11, -13, -10, -8, -7], [-6, 3, 5, 14], [-6, -9], [-7, 6]]","[[7, 11, 12, -13, -8, -6, -4, -3, -1], [9, -6, 11, 5], [7, -10, 6], [-8, -14, 4, -2], [10, 9, 2, -5], [2, 9, -11, -10, -6, -3], [1, 5, 11, 12, -14, -9, -2], [10, -13, 14, 7], [5, -14, -13, -11, -8], [3, 11, 13, -14, -8], [1, -6, 10, 5], [2, 7, -10, -4, -1], [10, -5, 4, 6]]",0.952392578125,0.6683349609375,0.952392578125,0.952392578125,0.952392578125,0.9591836734693877,0.6759033203125,T+,T+,T+,0.956298585178918,0.8218685342048913,340.6043105593897,1388.338234459348,70,80,70,80
"[[-2], [14, -10, -2, 7, -12, 6, -13, -1, -5, -11], [-4, 2]]",4096,12288,0.75,3,4.333333333333333,"[[4, -12, -2], [12, 6, -2], [-6, 10, 11, -3], [5, -2], [-4]]","[[1, 3, 4, 7, 9, 11, 13, -14, -12, -8, -5], [4, 6, 8, 10, 11, -13, -9, -5, -1], [2, -6, 4, -3], [3, 4, 6, -13, -9], [3, 8, 13, -14, -12, -10, -9, -7, -6], [2, 5, 6, 8, -10, -1], [6, 10, 12, -13, -11, -1], [2, 3, 6, 13, 14, -12, -11, -10], [2, 9, 11, 12, 14, -7, -6]]",0.95703125,0.80078125,0.95703125,0.95703125,0.95703125,1.0,0.7578125,T+,T+,T+,0.9732288756301706,0.935663163095731,208.65137653361816,501.434657597841,36,114,36,114
"[[9], [-2, 12, -7, -4, 5, 6, -8, 13, -10, -14], [-8], [14, 9, -5, -11, 6, -7, 12, -2, -8, -1]]",4096,12288,0.75,4,5.5,"[[-8], [9]]","[[5, 6, 7, 11, -13, -12, -10, -2, -4, -3, -1], [2, 4, 7, 11, 12, 13, -14, -10, -9, -6, -5, -3, -1], [1, 5, 14, -12, -7], [1, 12, -14, -13, -9], [4, 6, 8, 10, -11, -5, -1], [8, 2, -4, 5], [8, -9]]",1.0,0.92730712890625,1.0,1.0,1.0,1.0,0.92730712890625,T+,T+,T+,0.9812709118386284,0.9470586295884738,145.97257747208312,412.61956947875166,47,103,47,103
"[[-5, 7, -12, -13, 2, 1, -4, 6, -3, 10, 14, 9], [-8, -9, 14], [8], [1, -13, 7, 4, -9, 2, -3, -14]]",6110,10274,0.6270751953125,4,6,"[[13, -11, -10, -9, -6, -2], [3, -4, -12, -9], [1, -12, -9, -7, -3], [3, 4, 14, -13, -9], [2, 7, -9, -6, -4], [8, -5], [8, 5]]","[[1, 3, 5, 9, 11, 12, -14, -10, -7, -6, -4], [-8, -14, -2], [-8, 11, -4, -1], [-8, -13, 12, 5], [9, 10, 14, -13, -12], [1, 3, -14, -13, -10, -9], [7, 12, 13, -10, -5, -3], [-8, 2, 3], [1, 5, -14, -11, -7, -3], [5, 7, 11, -2, -4, -1], [-8, 9]]",0.8885498046875,0.87744140625,0.8885498046875,0.8885498046875,0.8885498046875,0.9553040197358874,0.8411865234375,T+,T+,T+,0.9488316107795487,0.9254537047459939,398.8011373137245,581.0061208246905,70,80,70,80
"[[-2, 10, -11, 4], [11, -2, -1, 5, -8, 13, 14], [-4]]",7104,9280,0.56640625,3,4,"[[10, -11, -2], [-4]]","[[1, 2, 3, 6, 8, 9, 13, 14, -12, -11, -10, -7], [2, 5, 6, 9, 10, 12, -14, -13, -11, -8, -1], [3, 4, -10, -9], [10, 4, 6], [5, 6, 8, -10, -1], [1, 6, 8, -14, -9, -2], [1, 3, 5, -10, -6, -2], [8, 13, -14, -12, -10, -9, -6], [-8, -5, 4], [2, 5, 8, 9, 11, 12, 14, -13, -10, -7, -4], [-6, 4, -3]]",0.99609375,0.8013916015625,0.99609375,0.99609375,0.99609375,0.9969572493534155,0.8023681640625,T+,T+,T+,0.9870273652013287,0.9116933538701536,101.10737489461366,688.252873414034,68,82,68,82
"[[-10, 1, -12, 14, -8, 11], [-5, -6, 13], [1, 14, 5, 3, 11, -12, 6, 4, 9, 2], [9, -8], [-6, -2, 8, -13, 12, 7, 1, 3, -9, 11, -5, -14, -4], [-7, 2, -6, 4], [-2, 14, 12, 1, -9, -8]]",9836,6548,0.600341796875,7,6.285714285714286,"[[-6, -5, 13, -9], [2, 4, -14, -7, -6, -3], [1, 12, 13, 14, -11, -10], [-8, 9]]","[[1, -12, 5], [8, 2, -1, 7], [8, 9, 14, -13, -3], [3, -13, -9], [10, 3, -4], [-14, 12, -2, 6], [8, -11, -12, 13], [2, 6, 12, -13, -1], [-7, -14, -4], [-4, -10, 7], [10, -13, 4], [-5, 4, -12, 6], [11, 12, -4]]",0.91845703125,0.6337890625,0.6337890625,0.91845703125,0.91845703125,0.9171122994652406,0.6619873046875,T-,T+,T+,0.9858737591933334,0.8256203955427529,110.09846089535455,1359.0966149482038,106,44,106,44
"[[3, 2, -4, -8, 7, -6, 14, 1, 5, -12], [9, -10, -4, -1], [9], [10, -13, 3, -7, -14], [2]]",3968,12416,0.7578125,5,4.2,"[[2], [9]]","[[7, 11, 12, -13, -8, -6, -4, -3, -1], [1, 3, 4, -10, -9], [5, -13, -8, -7, -6, -2], [6, 7, 12, 13, -10, -8, -5, -2], [3, 10, 11, 12, 13, -14, -8, -4], [6, 7, 11, -13, -12, -10, -4, -2], [3, 5, 8, 14, -11], [6, 8, 9, 13, -12, -11, -5, -3, -2], [10, 4, -1, -9], [-2, -9]]",0.9921875,0.90576171875,0.9921875,0.9921875,0.9921875,0.9914484233030465,0.91357421875,T+,T+,T+,0.9964138100567387,0.9417566975161051,27.950393783825064,453.94228009430526,50,100,50,100
"[[-1, -13, 8, 6, 3], [9, -1, 10, -2, -14, -11, -7, 8, -12]]",15844,540,0.967041015625,2,7,"[[2, 3, 6, 8, 12, -13, -1]]","[[-7, -6, 5], [-8, 10, 11], [8, 2, -4], [-13, 5, 6, -1], [2, -10, -1, 7], [-5, -3, 6, -2], [11, -13, 4, -9], [8, 1, 3, 5], [8, 9, -5], [1, -13, -7, -4, -3], [3, -12], [-4, 7], [-2, -9]]",0.974853515625,0.8275146484375,0.8275146484375,0.974853515625,0.974853515625,0.9706429901188601,0.8524169921875,T-,T+,T+,0.9942811185627551,0.9512839260129082,44.57237087353907,379.6880458325355,147,3,147,3
"[[-1, 12, 3, 5, -9, 11, -6, 14, -4, 13, 10], [12, 2, -11, 3, -6, 7, 1, -5, -4, 10]]",16360,24,0.99853515625,2,10.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,150,0,150,0
"[[-1, -10], [-11, 2, 14, -10, -5, -3], [-9, 13], [-8, 6, 4, 14, -13, -2, -1], [-2, 13, 11, 9], [10, 7, -2, -12, 13, 11, 9], [12, 5, 2, 6, -14, -10], [10, 3], [12, 2, -14, 1, 5, 6, 11, -10, 13, -9, -7]]",5408,10976,0.669921875,9,5.222222222222222,"[[1, 13, -7, -2], [2, 8, 12, 14, -11], [4, 5, 10, 11, 13, -14, -6, -3, -1], [13, -9], [10, 3], [-10, -1]]","[[1, 3, 4, 7, 9, 11, 13, -14, -12, -8, -5], [1, 3, 14, -12, -10], [10, -14, -12, -6, -3], [5, 11, -10, -7, -6], [4, 6, 7, -11, -10, -8], [8, 10, 4, -1], [-14, -13, -9, -7, -4], [3, 8, -12, -10, -5, -2], [5, 10, 12, -13, -11], [10, 4, -3], [1, -13, 5, -9], [-3, -14, 8, 12, 13], [7, 11, 12, -13, -9, -8, -6, -1], [9, -4, -3]]",0.9462890625,0.685791015625,0.9462890625,0.9462890625,0.9462890625,0.9569361101306036,0.691650390625,T+,T+,T+,0.973154357385694,0.8708722770350261,209.2321640295831,1006.4081273948088,67,83,67,83
