Used Theory,Total Unique Positives,Total Unique Negatives,Default Accuracy,# Clauses,Mean # Literals,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity of T_MDL,Similarity - Common,Overlap Size,MF Theory,Comp Theory,MDL Theory,Compression of T+,Compression of T-,DL of T+,DL of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-7, 1, -3, 5, 4, 2, 6], [-5, -8, -6, 7, 2, 4, -1], [-8, 4], [-1, 8, -6, -4, 7, -3, 2], [-3, -7, 5, 4, 1, 6, 2]]",189,67,0.73828125,5,6,"[[2, 5, 7, 8, -6, -4, -3, -1], [-8, 4]]","[[-3, -2, -1], [-6, -5], [-8, -4], [6, 7], [1, 3, -2], [8], [2], [-1, 6]]",0.9921875,0.76171875,0.76171875,0.9921875,0.9921875,0.9898477157360406,0.76953125,T-,T+,T+,0.9954060035686079,0.8521555421325087,46.39310888134963,1493.0277229823937,318,82,279,67
"[[5, -4], [4, 3, -2], [-5, -4, -1, -6, -2, 8], [5, 8, -2, -6, -4, 3], [-2, -4, 5], [5, -1, 6, 2, -3, 7]]",154,102,0.6015625,6,4.333333333333333,"[[8, -2, -7, -6, -5, -4, -1], [2, 4, 5, 6, 7, 8, -3, -1], [7, 8, -1, -4, -2], [3, 4, -2], [-4, 5]]","[[2, 3, -1], [-8, -1, 7], [-7, -6, -3], [8, 4, 7], [6], [-5], [1]]",0.98828125,0.62890625,0.62890625,0.98828125,0.98828125,0.99375,0.625,T-,T+,T+,0.9857205279284074,0.7680351626772518,144.2032253352981,2342.5290191829135,272,128,247,99
"[[2, -1, 7, -8, 6, -5], [2, 4, 8, 1, -5, 3], [1, -5], [7, -2, -3, 6, -4, -5], [-5, -1, 8], [-7, 5, -8, 3, -6, 2]]",151,105,0.58984375,6,4.833333333333333,"[[2, 3, 5, -8, -7, -6], [6, 7, -5, -4, -3], [2, -5, 6, 7], [1, -5], [8, -5]]","[[2, 3, 6, -8, -4], [-4, 6, -2], [8, 2, -3, 7], [-8, 2, -6], [-8, -3], [1, 3, 8, -4, -2], [-6, 4, 7], [5], [-7], [-1]]",1.0,0.625,0.625,1.0,1.0,1.0,0.625,T-,T+,T+,0.9905484737280421,0.7577189714693302,95.44754637456376,2446.708504103604,277,123,240,106
"[[-5, -2, -7, -4, -3], [-5, -4]]",192,64,0.75,2,3.5,"[[-5, -4]]","[[2, 3, -4, 6], [-7, -2], [5, -1], [2, -4, -3, 7], [4], [1], [-6]]",1.0,0.7734375,0.7734375,1.0,1.0,1.0,0.7734375,T-,T+,T+,0.9978669231213046,0.8758148622150045,18.10792210119612,1054.221169240016,312,88,219,59
"[[-4], [-4, 2]]",128,128,0.5,2,1.5,[[-4]],"[[1, 3], [2, -3], [-1], [-2]]",1.0,0.5,0.5,1.0,1.0,1.0,0.5,T-,T+,T+,0.9972758187937556,0.9293914599857763,11.037134732729697,286.07346957389217,211,189,42,25
"[[-7, -1, 4, 5, -6], [-8, 5, 7, 1], [-7, 2, 5, 1, -8, -6, -4], [-2, 8, -1, 5, -7], [-2, 1, 3, -4], [6, 1, 2, 3, -7, -4, -5], [-8, 6, 7, 4, 5, 2]]",206,50,0.8046875,7,5.428571428571429,"[[1, 2, 3, 6, 8, -7, -5, -4], [-8, 1, 5, 7], [1, 3, -4, -2], [4, 5, -7, -6, -1], [5, 8, -2, -7, -1], [1, 2, 5, -8, -7, -6, -4]]","[[-4], [4]]",0.98828125,0.8046875,0.8046875,0.98828125,0.98828125,0.9856459330143541,0.81640625,T-,T+,T+,0.9860227318951593,0.8940559608888572,141.15137674479695,1069.8905441517247,348,52,306,40
"[[6, -8, 1, 3, -7, 4, 2], [1, -3], [5], [5, -4, 1]]",95,161,0.62890625,4,3.25,"[[1, -3], [5]]","[[3, 4, 6, -8, -7, -1], [4, 8, -2, -7, -3, -1], [-8, 2, -6], [2, 4, 7, 8, -6, -3, -1], [4, 7, -2, -8, -6, -1], [2, 8, -7, -6, -4, -3, -1], [8, 1, 3], [3, 2, -6], [-1, 6, -2], [7, -8, -6, -4, -3], [2, 6, -8, -3, -1], [1, 3, 6, -4, -2], [8, -6, 3, 7], [-8, 2, 3, -4], [-5]]",0.99609375,0.58984375,0.99609375,0.99609375,0.99609375,0.993421052631579,0.59375,T+,T+,T+,0.997317073874155,0.7652271886711925,27.09390086296235,2370.885733373837,189,211,167,179
"[[8], [-7, -1, -3, -6], [-2, 1, 7, 8], [5, 4, -7, 8, -2]]",120,136,0.53125,4,3.5,"[[-7, -6, -3, -1], [8]]","[[-2, -7, -6, -5, -1], [3, -6, -5, -4, -1], [1, 3, 4, -7, -6, -5, -2], [-7, -6, -5, -3], [2, 3, -7, -6, -4, -1], [1, 2, -7, -4, -3], [1, 2, 3, -6, -5], [1, 3, 6, -7, -4, -2], [4, 5, -2], [1, 2, -6, 4], [6, -1, -2], [2, -5, 7], [3, 2, -5, 6], [2, 3, 4, 5, 7, -1], [1, 3, 5, 7, -2], [-8]]",1.0,0.66796875,0.66796875,1.0,1.0,1.0,0.66796875,T-,T+,T+,0.9966331311181438,0.7956935340760379,34.00079145857087,2063.217127032433,222,178,198,148
"[[6, -1], [1, 5, 4, -2, 8, 7], [8, -4], [8], [-7, -5, -4, -3]]",90,166,0.6484375,5,3,"[[-8, -7, -5, -4, -3], [6, -1], [8]]","[[2, 4, 7, -6, -5], [3, 5, 6, -7, -2], [-2, -7, -6, -5, -1], [4, 6, -8, -7, -5, -3], [2, 3, 4, 5, 7, -6, -1], [3, -6, -5, -4, -1], [2, 3, 6, -8, -4], [-7, -6, -5, -3], [2, 3, -7, -6, -4, -1], [1, 2, -7, -4, -3], [4, 5, -2, -7, -6, -3, -1], [1, 3, 6, -7, -4, -2], [-8, 1, 6], [1, -6, 4], [-8, 4, -2], [-8, -7, -4], [3, 1, 2, -5], [1, 5, -2, 7], [-8, -5, 7], [2, 7, -5, -4, -3], [-8, -6]]",1.0,0.6640625,1.0,1.0,1.0,1.0,0.6640625,T+,T+,T+,0.9951421611974278,0.7827806518917338,49.05755758880351,2193.619655222234,173,227,153,193
"[[4, 1, 3, -6, -5], [-5, -6, -7, 4, 1], [1, 7, 4], [8, -3, -5, -4, 1, 7], [-4, 3, -5, 6, -8, -2, 7], [-5, 3, 1, -4, 7]]",203,53,0.79296875,6,5.166666666666667,"[[1, 4, 7], [1, 4, -7, -6, -5], [1, -5, -4, 7], [3, 6, 7, -8, -5, -4, -2]]","[[2, -5], [8, 7], [-7], [-6], [-1], [-2], [-4]]",0.984375,0.80078125,0.80078125,0.984375,0.984375,1.0,0.78515625,T-,T+,T+,0.9824887142010158,0.8846291799262331,176.84014362164467,1165.0881965946392,351,49,302,44
"[[-4, 3], [8], [-2, 6, 7, 8], [1, -8, 4, 2], [-6, 2, -4, 8, 1, -5], [-5, -7, -2, -4, -3], [4, -1, -8, -6, 3, 7, 2]]",74,182,0.7109375,7,4.142857142857143,"[[2, 3, 7, -6, -1], [-8, -7, -5, -4, -3, -2], [1, 2, 4], [8], [3, -4]]","[[2, 3, 4, 6, -7, -5, -1], [1, 3, 4, -7, -6, -5, -2], [-8, 2, -6], [-7, -6, -5, -3], [1, 2, -7, -4, -3], [2, 3, 4, 5, 6, 7, -1], [6, 7, -2, -4, -3, -1], [-8, -4, -3], [-8, 4, -2], [-8, -6, 5], [-8, 1, 6, 7], [-8, -7, -5], [1, 3, 4, 5], [-7, -1, -2], [-5, -4, -3, 7], [2, -5, 4, 7], [3, 5, 6, -2], [-8, -1]]",1.0,0.578125,1.0,1.0,1.0,1.0,0.578125,T+,T+,T+,0.9912544385044487,0.7202331468751132,88.31826335761879,2825.2642927026145,142,258,130,216
"[[4, 2, 1, -5, -8, -3], [-2, 1, 4, -8], [-8], [5, 1, 3], [-3, 1, -2], [-1, -2]]",64,192,0.75,6,3.1666666666666665,"[[1, 3, 5], [8, -3, -2], [-1, -2], [-8]]","[[2, 3, 4, 6, -7, -5, -1], [4, 7, 8, -5, -3], [3, -6, -5, -4, -1], [-7, -6, -5, -3], [1, 2, -7, -4, -3], [1, 2, 3, -6, -5], [1, 3, 6, -7, -4, -2], [8, 1, -4], [1, -6, 2, 4], [8, 3, 4], [2, 4, 7], [3, 1, -5, 6], [1, 4, -7, -5, -2], [3, -7, -6, -4, -1], [2, 7, -5, -4, -3], [8, 2], [8, -6]]",1.0,0.59375,1.0,1.0,1.0,1.0,0.59375,T+,T+,T+,0.9942686792734851,0.7610463596638832,57.87853570851987,2413.1064138308366,123,277,109,237
"[[1, 3, 7, -8, 2, -5], [6, -4, -3]]",220,36,0.859375,2,4.5,"[[-4, -3, 6], [1, 2, 3, 4, 7, -8, -5]]","[[-8, -2, 7], [1, 5, 7], [3, 6], [8, -3], [-6], [-7], [-1], [4]]",0.9921875,0.86328125,0.86328125,0.9921875,0.9921875,0.9910313901345291,0.87109375,T-,T+,T+,0.9951500321799698,0.9332901336540825,48.97807138207078,673.6788195346038,372,28,321,25
