:: ecoli-all-1d-pop-cccp-20210109110001
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;1;0.9580;0.0078;0.9768
Last:;1;0.9580;0.0078;0.9768

:: ecoli-all-1d-pop-cccp-20210109110001
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.9580;0.0078;0.9768
Last:;1%;0.9580;0.0078;0.9768

