minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759349;0;30;0;0;1910;8382;336;8718;0
1;44015;19;39;39;560;3003;1362;4365;0
