minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759353;0;30;0;0;1930;8515;333;8848;0
1;45619;21;34;34;646;3483;1218;4701;0
