minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;25;0;0;1246;4874;289;5163;0
1;3617;15;22;22;413;1872;775;2647;0
