minSup,numCands,numAlphUsed,numSetsUsed,numSets,countSum,dbSize,ctSize,totalSize,seconds
351,0,157,0,0,12285,81630,2541,84170,0
298,2,156,1,1,11972,79700,2543,82244,0
198,64,154,13,13,11303,75846,2854,78700,0
98,23734,156,34,34,9293,64107,4286,68393,0
