minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;27;0;0;4941;23214;260;23474;0
7;9214;26;92;92;2055;13230;2530;15760;0
