minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;25;0;0;1197;4678;289;4967;0
1;3511;18;22;22;415;1965;739;2704;0
