minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759347;0;30;0;0;10560;45311;351;45662;0
1;75463;26;84;84;2176;13270;3242;16512;0
