minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759344;0;60;0;0;806;4239;804;5043;0
3;15190;54;25;25;453;2711;1390;4101;0
