minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759348;0;42;0;0;2683;12570;536;13105;0
3;78124;35;44;44;947;5576;1653;7230;0
