minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;36;0;0;3592;12390;567;12957;0
1;7567;28;31;31;665;2758;1253;4011;0
