minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;36;0;0;3640;12542;567;13109;0
1;7479;24;38;38;653;2668;1416;4084;0
