minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
0;0;126;0;0;3166;19854;1985;21839;0
24;326575;117;51;51;1718;11936;3510;15446;4
