:: ticTacToe-all-7d-pop-cccp-20210117093848
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;7;0.9545;0.0297;0.9826
Last:;7;0.9545;0.0297;0.9826

:: ticTacToe-all-7d-pop-cccp-20210117093848
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.9545;0.0297;0.9826
Last:;1%;0.9545;0.0297;0.9826

