:: hepatitis-all-39d-pop-cccp-20210117093532
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;39;0.8767;0.0323;0.9209
Last:;39;0.8767;0.0323;0.9209

:: hepatitis-all-39d-pop-cccp-20210117093532
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.8767;0.0323;0.9209
Last:;1%;0.8767;0.0323;0.9209

