minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;81;0;0;3558;20227;1173;21400;0
23;4829;79;53;53;2114;14166;2400;16566;0
