minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759348;0;39;0;0;1125;5289;478;5767;0
1;24794;31;34;34;486;2738;1271;4009;0
