minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759346;0;60;0;0;819;4316;801;5118;0
3;15142;55;28;28;453;2764;1383;4147;0
