minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759347;0;36;0;0;1199;5601;421;6022;0
3;32603;25;32;32;482;2681;1015;3697;0
