minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;80;0;0;2030;11528;1142;12669;0
23;1182;78;28;28;1342;8547;1723;10270;0
