minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
286;0;116;0;0;9836;59440;1894;61334;0
283;15;112;2;2;8980;53906;1891;55797;0
273;119;110;4;4;8413;50360;1959;52319;0
263;271;109;6;6;8123;48584;2059;50643;0
253;511;108;7;7;7862;46976;2100;49076;0
243;831;107;9;9;7594;45423;2175;47598;0
