minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759347;0;64;0;0;1222;6711;852;7563;0
3;32443;56;36;36;646;4055;1732;5787;0
