minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;36;0;0;3560;12256;571;12827;0
1;7239;20;41;41;609;2365;1477;3842;0
