minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759344;0;61;0;0;871;4576;826;5402;0
3;17390;57;26;26;487;2933;1418;4351;0
