minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1852402976;0;36;0;0;3608;12352;573;12925;0
1;6839;21;40;40;614;2366;1490;3856;0
