minSup,numCands,numAlphUsed,numSetsUsed,numSets,countSum,dbSize,ctSize,totalSize,seconds
335,0,28,0,0,2688,10543,356,10898,0
301,2,27,1,1,2362,9170,359,9528,0
201,19,27,4,4,1867,7407,404,7810,0
101,84,26,12,12,1110,5033,588,5621,0
1,685,23,21,21,691,3315,911,4226,0
