minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759349;0;45;0;0;1610;7614;599;8213;0
9;15405;39;34;34;698;3952;1351;5304;0
