:: glass-all-1d-pop-cccp-20210109105923
Absolute matching

;minsup;AvgAccuracy;StdDev;MaxAccuracy
Best:;1;0.9029;0.0150;0.9271
Last:;1;0.9029;0.0150;0.9271

:: glass-all-1d-pop-cccp-20210109105923
Relative matching

;%;AvgAccuracy;StdDev;MaxAccuracy
Best:;100%;0.9029;0.0150;0.9271
Last:;1%;0.9029;0.0150;0.9271

