minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
0;0;152;0;0;6664;41321;2686;44007;0
98;17439;143;36;36;3922;25405;3655;29060;0
