minSup;numCands;numAlphUsed;numSetsUsed;numSets;countSum;dbSize;ctSize;totalSize;seconds
1768759346;0;45;0;0;1649;7791;602;8393;0
9;15342;43;35;35;705;4209;1361;5570;0
