minSup,numCands,numAlphUsed,numSetsUsed,numSets,countSum,dbSize,ctSize,totalSize,seconds
114,0,67,0,0,2492,13994,894,14888,0
102,2,67,0,0,2492,13994,894,14888,0
2,14653,66,51,51,1298,8566,2402,10968,0
