Used Theory,T+,T-,Similarity of T+,Similarity of T-,Similarity of T_MF,Similarity of T_Comp,Similarity - Common,Overlap Size,MF Theory,Comp Theory,Compression of T+,Compression of T-,# Sampled Positives,# Sampled Negatives,# Unique Sampled Positives,# Unique Sampled Negatives
"[[-10, 2, 13], [3, 13, -4], [-6, 7, -11, 1, 3], [12, -3, -10, -7, 5, 6, -2], [-8, -4, 6, -5, -14, -2], [-7, 3, 14, -12, 13, 4, 8, -10], [8, 1, -4, -5, 2, -11, 3, 12, -6, 7]]","[[6, 10, -14, -13, -12, -2, -8, -7, -5, -4, -3, -1], [2, 13, -10], [1, 3, 7, 8, 14, -11, -6], [1, 12, -14, -11, -10, -9, -3, -2], [3, -4, 13]]","[[-7], [7]]",0.960205078125,0.26171875,0.26171875,0.960205078125,0.986096256684492,0.228271484375,T-,T+,0.99028072332544,0.9247469283625126,373,27,373,27
"[[-10, -12, 7, -8, 2, 5, -6, 3, -11], [2, 7, -5], [-9, -2, -7, 11], [6, 10, -11, 3, -12, -2, 9, 4], [6, -8, 11, 1, -13, 5, -3, 14, -4], [-12, 11, -7, 1, 6, 13, 2, 5, 9, -3, 14], [12, -3, 9, 6, -13, -4, 10, 14], [1, 7, -14, -4, -2, -3, 6, 12, -8, -10, -5, -9]]","[[2, -5, 7], [-7, 11, -2, -9]]","[[-10], [10]]",0.988525390625,0.198974609375,0.198974609375,0.988525390625,1.0,0.1875,T-,T+,0.9971523373558095,0.9521652923390111,383,17,383,17
"[[8, 14, -5, 13, -4, -6, -12, 1, -7, 9], [-10, -2, 14, -13, 6, 12], [6, -4, 13, -5, 11, 10, -7, 3, -12], [-8, 14, -2, 12, 11, 4, -10, -7], [3], [-3, 5, -6, -12], [4, 12, 5, -8, -9, 11, -13, 3, 2, 1, 10, -7, -14], [-11, 12, -13, 9]]","[[-6, -12, 5], [9, -13, 12, -11], [3]]","[[4, 8, 11, -13, -7, -6], [4, 7, 13, -14, -10, -9, -6, -5], [2, 6, 9, 10, 13, -14, -12, -7, -5, -4], [1, 11, -10, -9, -8, -6], [-13, 6, -2, -9], [1, 7, 13, -14, -10, -8, -5], [12, 4, 5], [-11, 14, -10], [-11, 6], [-4, -2, 7], [9, 5, -10], [-7, 2, 4], [-8, -11, -1], [2, 4, 9, 11, -12], [-6, 10, 12, 7], [11, 13, -14, -9, -1], [2, 10, 12, 14], [9, -12, 14, 7], [8, 4, 6, 14], [11, -12, -10, -2], [-7, 12, 5], [5, -10, 7, -8, 11, 13], [8, -12, -9], [2, -7, 11, 12, -4, 14], [-13, 7, -5], [2, -11, 7, 13, 14], [1, 2, -7, -6, 13, 14], [-8, -4, -2], [-3]]",0.9921875,0.5465087890625,0.5465087890625,0.9921875,1.0,0.5386962890625,T-,T+,0.9966013498704365,0.7624695765006765,242,158,242,158
"[[6, -4, -14, -11, 8, 5, -3, 2, 1, -9, 10], [-12, 4, 13, 3, 14, -7, -6, 5, -9, 2, 10, -1, 11], [-7, -12, 4, 6, -5, -14, 1, -2, 8, 3], [1, 12, 11, -3, 6, 14, -8, 10, -9], [8, -7, -3, -6], [-7, -1, 14, -5, 9, -10, -8]]",[],"[[-5], [5]]",0.9261474609375,0.0738525390625,0.0738525390625,0.9261474609375,nan,0.0,T-,T+,1.0,0.9865883414766176,396,4,396,4
"[[-6, -4], [-1, -13, 3, -11], [10, 11], [-1, 5, -6, 7, -14, 10, -8, -9, 3, -12]]","[[-6, -4], [3, -11, -1, -13], [10, 11]]","[[4, -10], [9, -11], [2, -14], [13, -11, -9], [5, 14], [-5, 7], [1, 10, 4], [-13, 6, -9], [3, 1, -14, -5], [-8, 2, -4], [8, 11, 4], [-14, 6, -2], [10, 12, 5], [12, -3, -2], [11, -10], [14, -1], [-8, 10, -12], [2, -13, 12]]",0.9998779296875,0.47430419921875,0.47430419921875,0.9998779296875,1.0,0.47418212890625,T-,T+,0.9965948995743272,0.7754922061594977,301,99,301,99
"[[-8, 1, 9, 10, -12, 5, -13, -4, -7], [11, -13, -4, 9, -14], [13, -4, 10, -11, -9, -6], [10], [-6, -5, -11, 13, 14, 8], [6, -1, -12]]","[[9, 11, -14, -13, -6, -4], [-12, 6, -1], [10]]","[[2, 7, 13, 14, -11, -8, -4], [-13, 6, -2, -9], [1, 3, 6, 8, 9, -14, -2], [-6, -9, 7], [-13, 14, 7], [-5, -3, -2], [-8, -14, -1], [12, 4, 5], [-8, 1, -6, -4], [7, 9, 12, -14, -11], [-14, -5, 13, 7], [3, -11, -1, -5], [1, -12, -3, -9], [1, -5, 12, -2], [-12, 5, 14, -7, 11, -1], [8, -14, 2, 3], [-7, 2, -4], [-12, 7, 9, -6, -3, 14], [3, 4, 13], [11, -3, 14], [8, -14, 4, 7], [8, -6, -13], [-3, 4, 12, 6], [1, 3, -11, 6, 7, -8, -5], [9, 2, 5], [-10]]",0.986328125,0.53594970703125,0.53594970703125,0.986328125,1.0,0.52227783203125,T-,T+,0.989958240846323,0.7879195598161222,255,145,255,145
"[[10, -4, -2, -9, -7, 5, 3, 11, -12, -1, -6, -8], [-6, -14, 4, 7, 3, -1, -10, -11, -13], [-6], [11, -4, 14], [-4, -10, 14, 5, 3, 7, 2, 11, 12, 8, -6, 13], [2, 5, 1, -8, -12, -13]]","[[1, 2, 4, 5, 6, -13, -12, -11, -10, -9, -8, -7, -3], [11, -4, 14], [-6]]","[[2, 7, 10, 12, 14, -5], [3, 8, 9, 10, 11, 13, 14, -5], [1, 2, -12, -9, -8, -4, -3], [4, 7, 8, 11, -3], [2, 10, 13, 14, -8, -4, -3], [-8, 10, 3, -1], [-11, -10], [12, -3, -2], [8, -14, 10], [9, -10, -1], [-8, 14, 7], [1, 13, 5], [3, -14, -5], [9, -5, -11], [-13, -12, -5, -4, -3, -1], [-7, 10, 4], [-8, 5, -10], [12, -14, -13, -8, -5], [-8, -13, 4, -11], [-14, 3, -11, -2], [-14, -5, 13, 7], [-14, -3, -10], [8, -4, -11], [2, 11, 4], [3, 8, 13, -12, -11, -9, -5, -1], [-13, 8, -5, 12, -3], [-7, 2, 5], [1, -13, -10, 11, 12, -4, -2], [6]]",0.9932861328125,0.5311279296875,0.5311279296875,0.9932861328125,1.0,0.5244140625,T-,T+,0.9948814308583287,0.7283088720833854,244,156,244,156
"[[8, -6, 10, -3, 12, 5, 13, 7, -1, 4], [6]]",[],"[[1, 11, 13, -9, -7, -5, -3], [1, 2, 4, 7, 9, 10, -3], [2, 13, -12, -11, -10, -7, -5, -4], [1, 3, 9, -12, -10, -7, -2], [4, 7, -13, -12, -9], [1, 2, 9, 10, -13, -12, -11], [8, -9, -7, -5, -4, -2], [2, 8, 9, -12, -11, -10, -7], [2, 7, 9, 13, -12, -11, -10, -5, -3], [10, 11, -4], [3, 12, 7], [5, -10], [-7, 10, 5, -9], [-3, -12, -4, 13], [-8, 9, 5], [9, 10, -11, -2], [11, -3, 7], [-8, -1, -10, 7], [2, 11, -4], [3, 13, -1], [-7, 2, 10], [10, -13, 12], [-8, 1, -3, -11], [3, -13, -12, -10, -4], [-8, 2, 11], [6, 9, 10, 11, -3, -1], [-5, -1, -13], [-6]]",0.4990234375,0.4544677734375,0.4544677734375,0.4990234375,0.0,0.0465087890625,T-,T+,1.0,0.7601049343021727,258,142,258,142
"[[-11, -5, -7, -14, -3, -10, -12, -8, -9, -13, 1, 4, -6], [2, 9], [-5, 6, -12, -14, 11, -9, 8, 2, 4, 10, 7, -1, 3], [-1, -9, 2, 13, 6, -14, -12, 11, -4]]",[],"[[-8, 10], [-10], [8]]",0.747802734375,0.252197265625,0.252197265625,0.747802734375,nan,0.0,T-,T+,1.0,0.8553032620233942,345,55,345,55
"[[-3, -1, 6, -10, -4, 13, 7, -12, -9, 14, 11, -8], [7, 3, 1, 8, -5, -4, 14, 12], [12, -14, -8, 13, 2, 1, -7, 11, -3], [-5, 1, -13, -7, 6, 3, 9, 2, 11, 10, -14, 8, -4]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-10, 13, 1, 3, 14, 12, 7], [10, 14], [7, 13, -1, -14, 11, 6, 4, 2, 3, -5, 10, -9, -8], [-9, 6, 14, 1, 10]]","[[1, 3, 7, 11, 12, 13, -10, -6, -4], [10, 14]]","[[-13, 6, -2, -9], [10, -14], [-6, -9, 7], [8, -4, 7], [-8, -7, 5], [12, 5, -1, 7], [-12, 6], [3], [4], [-10], [2], [-5]]",0.9920654296875,0.254150390625,0.254150390625,0.9920654296875,0.9960649286768323,0.2481689453125,T-,T+,0.9962977582088621,0.8935864435663459,357,43,357,43
"[[-2, -9, 1, 3, 7, -12, -10, 6, -4, -8, 13], [6, -13, 8, 11, -9, 1, -4, 3, 2, -5, 7], [10, 7, 8, -2, -11, 13, -3], [-5, -12, -6, -11, 2, -7, -14, 10, -3, -8, -13, -4], [11, -3], [12, -9, 2, -11, -4, 13, 14, 3, -6, 5, 8], [4, -3, 9, -12, -2, 11, 13, 1, 6, -10, -14, 8, 7], [-1, 8, 10, -2, 5, -9, -13, 12]]","[[1, 5, 7, 8, 10, 13, 14, -12, -11, -9, -6, -2], [11, -3]]","[[-5, -13], [-14, -5, 13], [-8], [-13, -4, -2, -9], [1, 3, -4, 9], [10], [-6], [2], [4], [-11], [12]]",0.987548828125,0.2618408203125,0.2618408203125,0.987548828125,0.9995110024449878,0.2496337890625,T-,T+,0.9958002394511591,0.8855089710429921,355,45,355,45
"[[-8, 7], [5, 8], [6, -13, -2]]","[[8, 5], [-8, 7], [-13, 6, -2]]","[[-13, -4, -11, 6], [-6, 12, -2, -10], [4, 7, -13, -12, -9], [-8, 2, 11], [10, 11, -4], [-7, 4, -11], [8, -5], [-8, -7, 6], [-12, -10], [9, -11], [-8, -6, 13, -9], [3, 10, 12, -13, -9], [9, -6, 3, 4], [-11, 6, -2], [9, 2, 12], [-7, -12, 9], [1, 2, 4, -11, 7, 8], [11, 3, 12, 13], [1, 2, -12, -11, 7, 8, -6], [3, -4, -2], [2, 4, -9, 8, -6, 13], [3, -1], [9, 13, -1], [1, -3], [-13, -9, 11, 12, -1], [4, 6, -5, 11, 13, -1], [4, 7, 8, 11, -10, -9, -6, -1], [-8, -13, -1], [12, -1, 6, -2], [-4, -1]]",1.0,0.5491943359375,0.5491943359375,1.0,1.0,0.5491943359375,T-,T+,0.9966191784660049,0.7123377814282573,271,129,271,129
"[[-9, -4, -1, 12, 7, 14, 8, -6, 10, 11], [-6, -9, -14, 2, 11, 5, -7, -10], [-6, 5, 7, -10, -3, -2, 12, 11, -13, 4, 9, -8, -14], [8, 4, -2, -11, -7, 10]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[5, -8, -4, 6, 9, -1, 2, 12, -3], [2, 3, 12], [-9, 1, 3, -2, -10, 4, 11], [-4, 7, 13, -8], [-5, 1, 10, 6, 11, 12, -8, 9, 2, -14], [4, -7, 9, -12, 2, 11], [3, -7, 5, 13, 2, -9], [-8]]","[[3, 4, 5, 14, -10], [5, 6, 10, 11, 13, -12, -9, -7], [2, 3, 12], [-8]]","[[2, 7, 10, 12, 14, -5], [-6, 4], [-5, -4, -3, -2], [-11, 5, 6, -1], [-14, 3, -5], [1, 12, 14], [13, -14, 11, 5], [-14, 10, -2], [1, 2, 11, -12, -5], [2, 11, 5, -1], [9, -5, 14, -2], [11, 12, -13, -7, -4], [9, 14, -13, -10, -4], [5, 10, -9, -3, -2], [-6, 13, -9], [-5, 13, -1, -9], [1, 2, 11, -4], [-7, 2, -4, -3], [1, -14, 3], [-13, -2, 6, -9], [3, 12, 7], [1, 2, -13, -3, 14], [13, -11, -10], [-13, -11, 7, 9, -6, 12], [2, -14, 6], [8]]",0.9755859375,0.5379638671875,0.5379638671875,0.9755859375,0.979048052835345,0.5360107421875,T-,T+,0.994158620144895,0.7291971197004499,229,171,229,171
"[[7, 13, 8, 4, -14, 11, -5, -9, 10], [-11, -14, 2, -1, 3, 6, 13, -10, -5]]",None,None,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,400,0,400,0
"[[-11, 9, 4, -6, 3, -13, 7, 2, 14, -5, -12, -10, 1], [-9, 7, -11, 12, -5, 6, 8, 14, 2, -13, -3, -4, 10], [-12, -1, -13, 7, 4, 2], [3, -9, 11, 8, 5, -7, -2, -1, -10, -4, 13], [-5, -2, 10, -8, -14, 4, 7, -9], [2, -9, -8, -7, -6, 11, 1, 12], [5, -7, 2, -6, -14]]",[],"[[-5], [5]]",0.945556640625,0.054443359375,0.054443359375,0.945556640625,nan,0.0,T-,T+,1.0,0.9922699809161258,398,2,398,2
"[[-9, 1, -3, -8, -13, 5, 6, 2, -12], [-8, 1, 9], [4, -3, 12, -11, -14, 7, -10, -5, 6, -8, -13, 1], [5, 12, -6, -1, -2, 11], [-2, -7, 9, 12, 13, -14, 11, -5], [14, 5, 2, 11, 6, -10, -13, -1, -9, -12, 8], [-9, 1, 4]]","[[-8, 1, 9], [1, 4, -9]]","[[10, -12], [3, -5], [-4, -3], [-8, -5, 7], [8, 11, 4], [-6, -10], [-2], [5], [-1], [12], [-11]]",0.97998046875,0.26953125,0.26953125,0.97998046875,1.0,0.24951171875,T-,T+,0.9974014311169993,0.8883989766599384,359,41,359,41
"[[-2, 3, 13, -8, 1], [-7, -14, 8, 1, 3], [-13, 3, -14, -9, -5]]","[[1, 3, 11, -14, -12, -9], [1, 3, 11, 13, -6, -2], [2, 3, 10, 12, -14, -13, -9, -5, -4, -1]]","[[-8], [8]]",0.916015625,0.08984375,0.08984375,0.916015625,0.5967741935483871,0.0302734375,T-,T+,0.9933395892164222,0.969095649087293,390,10,390,10
"[[-13, -9, -3, -10], [-14, 13, 12, 1, 8, -4, 11, -9, -2, -7, 5, 10, 6], [-11, -7, -5, 2, -3, -4], [-8, -12, 11, -3]]","[[4, 5, 11, 14, -12, -10, -9, -8, -3, -2], [-13, -3, -10, -9], [2, 9, 10, -12, -5, -4, -3]]","[[8], [-8]]",0.9320068359375,0.1309814453125,0.1309814453125,0.9320068359375,0.9448275862068966,0.07080078125,T-,T+,0.9935904939680054,0.9590157769734544,386,14,386,14
"[[6, 14, 5, -9, -12, -3, 1, -4, -13, 2, 7], [5, 11, -10, -4, -13, -7, -12, -3, -14], [7, -5, -8, 11, 9], [-10, 2, -5, -1], [-6, -10, -5, 1, 11, 13, 3, 7, -8, 2, -4], [-4, -6, -3, -12, 8, -11, 7], [-11, 3, 9, -2, -7, 5, -6, -8, 10, -12, 14]]","[[2, -5, -10, -1], [7, 9, 11, -8, -5, -3]]","[[14], [-14]]",0.975830078125,0.100341796875,0.100341796875,0.975830078125,1.0,0.076171875,T-,T+,0.9964289078926448,0.9621769180056366,387,13,387,13
"[[-9, 5], [-7, -11, -3, 10, -14, 12, -2, 5], [2, -11, -6, 9, -13, 14, 1, -8, -5, 7, 10, -12, 4], [-13, 7, -3, -9, -5, -14, -11, 8, 10, 1]]",[],"[[-8], [8]]",0.7469482421875,0.2530517578125,0.2530517578125,0.7469482421875,nan,0.0,T-,T+,1.0,0.8390510615585237,340,60,340,60
"[[-4, -7, -11, -1, 12], [14, -13, -9], [-12], [6, 10, 2], [-8, -14, -9, 12, 2, -10, 6, -4, 7, 13, -5], [-11, -2]]","[[-11, -2], [2, 10, 6], [5, 14, -9], [1, -13, -10, -5, -3], [-12]]","[[2, 5, 9, -7, -6, -4, -3], [3, 8, 9, -14, -13, -11, -6, -5, -4], [4, 8, 11, -13, -7, -6], [1, 2, 3, 8, 13, -14, -5], [2, 5, 11, 13, -14, -9, -7, -4, -1], [2, 4, 13, -11, -10, -8, -7, -6], [6, 10, 14, -2, -8, -4, -1], [-13, 6, -2, -9], [3, 4, -13, -11, -8, -5, -1], [1, 2, 5, 11, 14, -4, -3], [12, -10], [11, 9, 3], [4, -3], [-8, 1, -5], [1, 9, 10, 12, -2], [13, 5, -10, 14], [-13, 12, 7], [9, 13, 6], [-8, -4, 13, 14], [11, -5, -4, 12], [-14, -5, 7], [3, 4, 11, -14, -5], [-7, -14, -4, 12], [-7, -3, -2, -9], [10, 6, -2, 7], [1, -14, 6, 7, -8, 9], [2, 3, -11, 14], [1, -10, -8, -7, 11], [-6, 7, -9], [8, 6, -1], [1, -14, 3, 9, -2], [2, 12], [9, -10, -1], [1, -13, 5, 7, 8, -6, -4]]",0.94580078125,0.66278076171875,0.94580078125,0.94580078125,0.9591968315372571,0.66265869140625,T+,T+,0.9809200060487028,0.69041953103256,196,204,196,204
"[[-14, -12, 8, -7, 10, -6, 13, 5, -3, 2, 1], [2, -1, -10, 6, -13, -11, -3, 8, -7], [-11, -13, 12, 3, 1, -8], [-4, -1, -12, -8, -10, -3, 11, 9], [-4, -14, 5, 13, -9], [11, -3, 6, -4, -13, -5, -10, 9, 12, 7], [5, -9, -4, 6, -7, 11, -1]]",[],"[[-10], [10]]",0.9400634765625,0.0599365234375,0.0599365234375,0.9400634765625,nan,0.0,T-,T+,1.0,0.9924555363039692,398,2,398,2
"[[14, 6, 11, -7, 1, -2, 10], [-6, -4, -11, -2, -12, -10, 1, 7], [14, -12], [12, -3, -10, 14, 9, 4, 5], [3, -12, -10, -5, 4], [-1, -6, -9, -11, 8, 3, 5, -14, 13, 10], [-9, 1, -14, -6, 4, -3, 8, 12], [9, 10, 5, -4, -12, -14], [12, -8, -3]]","[[1, 5, 10, 13, -3], [1, 2, -9, -7, -6], [-8, 12, -3], [2, 3, 5, 7, 9, 10, -14, -8, -6, -4, -1], [-12, 14]]","[[8, -13, 7], [-7, -3], [-10], [4], [2], [6], [1], [13], [-8, 9], [-13, 5, -11, -9, -2, -4, 14], [-14, 3]]",0.928955078125,0.4195556640625,0.4195556640625,0.928955078125,0.9257381449448255,0.4093017578125,T-,T+,0.9885508378769454,0.7939521407231016,320,80,320,80
